<><><><><><><><> 
Begin: 20-Oct-2014 14:16:16 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s32 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.992 5.492 
0.533 1.193 1.193 
0.567 1.279 1.279 
0.250 0.886 0.886 
0.567 0.580 0.580 
0.450 0.678 0.678 
0.250 0.634 0.634 
0.317 0.788 0.788 
0.417 1.148 1.148 
0.584 0.942 0.942 
0.584 1.017 1.017 
0.267 0.777 0.777 
0.584 0.580 0.580 
0.584 0.602 0.602 
0.400 0.634 0.634 
0.517 1.029 1.029 
0.266 0.601 0.601 
0.368 0.952 0.952 
0.568 0.832 0.832 
0.518 0.919 0.919 
0.585 0.941 0.941 
0.468 0.711 0.711 
0.217 1.083 1.083 
0.535 1.105 1.105 
0.584 0.963 0.963 
0.467 0.962 0.962 
0.500 0.908 0.908 
0.500 0.569 0.569 
0.367 0.634 0.634 
0.467 1.269 1.269 
0.267 2.648 2.648 
0.484 0.941 0.941 
0.217 1.258 1.258 
0.317 1.269 1.269 
0.217 1.455 1.455 
0.250 1.170 1.170 
0.535 1.346 1.346 
0.484 2.408 2.408 
0.334 1.434 1.434 
0.585 1.543 1.543 
0.216 1.499 1.499 
0.384 1.007 1.007 
0.350 1.827 1.827 
0.516 1.204 1.204 
0.517 0.690 0.690 
0.284 0.908 0.908 
0.400 1.029 1.029 
0.384 1.128 1.128 
0.467 1.258 1.258 
0.483 1.378 1.378 
0.501 1.499 1.499 
0.317 0.744 0.744 
0.468 0.842 0.842 
0.467 1.532 1.532 
0.267 1.378 1.378 
0.251 1.421 1.421 
0.399 0.974 0.974 
0.583 0.973 0.973 
0.334 0.919 0.919 
0.433 2.768 2.768 
0.284 1.641 1.641 
0.500 1.280 1.280 
0.301 1.062 1.062 
0.401 0.952 0.952 
0.484 0.854 0.854 
0.552 1.083 1.083 
0.585 1.149 1.149 
0.417 1.619 1.619 
0.250 1.269 1.269 
0.267 2.975 2.975 
0.301 0.787 0.787 
0.533 0.995 0.995 
0.301 1.290 1.290 
0.534 1.192 1.192 
0.301 0.833 0.833 
0.568 1.007 1.007 
0.334 0.985 0.985 
0.284 0.875 0.875 
0.300 0.777 0.777 
0.449 1.500 1.500 
0.384 1.225 1.225 
0.350 1.313 1.313 
0.533 0.766 0.766 
0.434 1.718 1.718 
0.417 1.258 1.258 
0.567 1.084 1.084 
0.317 0.963 0.963 
0.501 1.389 1.389 
0.501 0.645 0.645 
0.350 1.105 1.105 
0.434 0.810 0.810 
0.234 1.215 1.215 
0.217 0.657 0.657 
0.418 0.985 0.985 
0.517 1.116 1.116 
0.583 0.820 0.820 
0.250 2.647 2.647 
0.434 1.455 1.455 
0.384 0.865 0.865 
0.200 1.280 1.280 
0.333 0.984 0.984 
0.284 1.237 1.237 
0.517 1.182 1.182 
0.334 0.876 0.876 
