<><><><><><><><> 
Begin: 20-Oct-2014 14:50:14 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s32 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.991 5.996 
0.533 3.995 5.985 
0.567 3.994 5.998 
0.251 2.167 2.167 
0.568 1.116 1.116 
0.452 1.117 1.117 
0.234 1.291 1.291 
0.318 1.784 1.784 
0.417 1.039 1.039 
0.584 1.116 1.116 
0.585 0.963 0.963 
0.268 1.116 1.116 
0.585 1.051 1.051 
0.584 1.663 1.663 
0.400 1.762 1.762 
0.517 1.477 1.477 
0.267 1.807 1.807 
0.367 1.192 1.192 
0.567 0.996 0.996 
0.517 1.914 1.914 
0.584 3.993 5.995 
0.468 1.521 1.521 
0.216 1.160 1.160 
0.550 0.952 0.952 
0.584 1.247 1.247 
0.468 1.520 1.520 
0.501 0.833 0.833 
0.500 0.689 0.689 
0.366 1.521 1.521 
0.467 0.788 0.788 
0.266 0.810 0.810 
0.484 0.985 0.985 
0.217 1.072 1.072 
0.317 3.524 3.524 
0.217 1.192 1.192 
0.233 0.875 0.875 
0.534 1.007 1.007 
0.484 1.051 1.051 
0.334 1.170 1.170 
0.584 1.313 1.313 
0.217 1.455 1.455 
0.383 1.127 1.127 
0.350 1.510 1.510 
0.501 0.876 0.876 
0.517 0.698 0.698 
0.283 2.122 2.122 
0.400 0.984 0.984 
0.383 0.952 0.952 
0.467 1.248 1.248 
0.483 1.049 1.049 
0.501 1.379 1.379 
0.318 2.858 2.858 
0.468 1.248 1.248 
0.467 0.952 0.952 
0.268 1.193 1.193 
0.251 1.050 1.050 
0.400 3.679 3.679 
0.584 3.995 4.682 
0.333 1.171 1.171 
0.433 1.259 1.259 
0.284 3.010 3.010 
0.501 1.926 1.926 
0.300 2.617 2.617 
0.399 2.102 2.102 
0.483 1.334 1.334 
0.552 1.456 1.456 
0.585 1.006 1.006 
0.417 1.116 1.116 
0.266 1.773 1.773 
0.266 1.236 1.236 
0.300 2.091 2.091 
0.534 1.773 1.773 
0.301 2.844 2.844 
0.534 1.117 1.117 
0.301 1.050 1.050 
0.567 1.193 1.193 
0.350 1.236 1.236 
0.284 2.110 2.110 
0.301 1.642 1.642 
0.450 1.323 1.323 
0.400 1.216 1.216 
0.350 1.762 1.762 
0.534 0.963 0.963 
0.434 3.787 3.787 
0.417 1.686 1.686 
0.567 1.051 1.051 
0.318 1.237 1.237 
0.501 3.995 5.996 
0.501 1.248 1.248 
0.350 1.258 1.258 
0.433 1.214 1.214 
0.235 1.160 1.160 
0.217 0.788 0.788 
0.417 1.566 1.566 
0.518 2.397 2.397 
0.584 1.150 1.150 
0.251 1.072 1.072 
0.434 1.467 1.467 
0.384 1.149 1.149 
0.201 1.466 1.466 
0.333 2.003 2.003 
0.267 1.106 1.106 
0.517 1.061 1.061 
0.334 1.411 1.411 
