55,27,2,2.1987
28,40,2,0.91891
46,17,1,0.97462
34,57,1,1.312
5,32,1,1.8484
59,44,2,1.1713
31,6,2,2.9314
1,56,2,1.2585
11,29,2,2.8103
32,57,2,0.82057
55,12,1,1.6207
33,39,2,1.2136
27,57,2,0.88555
55,37,1,1.2046
28,34,2,2.3952
35,29,1,2.4393
57,5,1,1.6512
8,20,1,1.4216
22,23,2,2.7021
39,9,1,2.9977
43,7,2,1.3784
9,18,2,2.1765
56,36,1,0.90829
54,44,1,1.1711
23,39,2,1.52
29,55,2,0.78731
26,45,2,1.3016
6,24,1,1.9144
47,45,1,1.7066
3,21,1,1.3986
60,53,1,0.93052
52,57,2,0.97302
23,58,2,2.1542
32,16,2,1.1048
11,59,2,1.9921
3,43,1,1.1153
9,33,1,1.3999
57,35,1,1.6615
10,21,1,0.78844
20,55,2,0.86474
26,4,2,1.083
12,7,2,0.88616
6,42,2,4.2395
45,1,1,1.2354
3,38,1,0.87587
29,2,1,1.2796
15,27,2,0.98433
39,37,1,0.88589
5,7,2,0.99575
18,34,1,0.97383
44,46,1,1.0172
4,23,1,0.93003
40,56,2,0.97338
58,59,1,0.95166
22,35,1,1.2904
14,24,1,0.8642
15,47,2,0.66736
19,26,1,0.65661
48,41,1,0.89735
21,57,1,0.68951
18,13,1,0.86597
58,28,1,0.6461
8,9,1,0.73332
6,53,2,0.8206
22,2,2,1.3896
29,44,2,1.0936
19,1,1,0.95303
14,44,2,1.2804
25,53,2,0.89662
18,26,1,0.89735
55,35,1,0.82065
3,46,1,1.1921
13,29,1,1.1273
2,46,2,2.2314
47,31,1,0.91908
20,27,2,1.1274
4,57,1,1.1485
27,12,1,0.99614
8,28,1,0.88582
49,20,1,0.82004
8,58,2,2.1979
54,26,1,0.91916
21,14,1,1.2573
30,8,2,1.3781
54,49,1,0.91918
55,2,1,0.79863
48,50,2,2.6143
14,29,1,0.90737
37,4,2,0.66751
46,19,1,0.78775
6,5,1,1.5754
29,25,1,1.8702
7,55,1,2.1003
13,37,1,0.90889
45,24,1,0.85395
55,44,2,4.043
1,43,1,1.3449
55,53,1,2.7245
33,58,2,1.905
38,57,2,1.0723
6,48,2,0.72266
10,41,1,0.9302
6,40,2,0.80923
15,10,2,0.79873
5,44,2,0.89624
21,55,2,0.87502
3,34,1,1.0611
32,11,1,0.98573
43,54,2,0.61319
34,35,1,1.6521
10,18,1,0.73297
42,28,1,1.8485
31,9,2,1.0726
20,12,1,1.5765
41,34,2,2.9983
55,46,1,2.1008
9,19,1,1.094
37,31,1,2.0135
59,6,2,2.8565
31,39,2,1.4548
60,3,1,1.6964
13,55,1,1.9811
28,35,2,3.2047
54,13,1,1.3453
22,29,1,3.3582
24,40,2,0.80961
3,28,2,1.4327
60,39,1,0.74469
56,5,1,0.90769
26,47,2,0.88606
11,30,2,0.86386
45,12,1,1.039
33,21,2,1.5966
59,43,2,2.5054
12,23,1,1.236
40,45,2,1.6403
56,44,1,1.1597
52,41,1,2.6142
54,28,1,0.9302
13,17,1,1.1055
1,24,1,0.89702
15,54,2,0.90872
5,47,2,1.1162
10,29,1,1.0067
19,49,1,1.6082
6,26,1,1.8602
47,16,1,1.4443
21,24,1,0.86546
55,40,2,2.0025
50,10,2,2.0042
43,14,2,1.4236
17,9,2,0.83135
36,16,2,1.0181
38,44,2,1.0611
32,21,2,1.0605
39,45,2,1.1151
35,52,1,1.3782
41,24,1,2.9872
18,42,1,3.697
20,4,2,0.96239
53,49,1,1.9483
43,28,1,1.718
26,25,1,1.4669
31,56,2,0.94091
54,37,1,0.9515
6,14,1,2.9967
31,57,2,1.4222
39,13,2,1.7719
25,8,2,1.3452
39,14,2,1.1376
29,24,2,2.2315
56,35,1,1.3024
28,5,1,2.8229
55,43,1,1.2686
3,26,1,3.0305
11,60,2,1.0174
10,55,1,1.2467
14,13,2,1.0503
4,42,1,1.0167
31,8,2,0.88588
60,7,1,0.87615
18,15,1,1.0281
17,32,1,1.1485
24,31,2,0.96323
29,40,2,1.1271
8,15,1,0.99534
58,11,1,0.86418
2,56,2,0.62334
5,10,2,0.8205
31,11,1,1.8055
30,13,2,0.96336
55,31,1,2.8777
19,58,2,1.2038
6,57,2,1.0402
40,21,2,1.3782
58,30,1,1.2366
48,21,1,1.0071
39,27,1,3.5236
42,20,1,1.2797
56,17,1,0.77676
19,40,1,1.0285
27,1,1,1.576
30,18,2,1.3028
27,3,1,2.9442
35,24,1,1.4552
28,18,2,1.0391
24,39,2,1.1054
53,19,2,0.99547
51,41,1,0.84221
39,4,2,0.74358
53,35,1,0.99473
20,17,1,1.4215
52,38,1,0.78736
59,12,1,2.0793
46,57,2,1.4767
10,40,1,1.0181
53,20,1,0.93139
45,35,1,0.86438
21,34,1,1.0064
42,16,2,0.91835
47,39,1,1.0835
27,43,1,0.96346
28,59,2,1.3015
22,38,2,0.70093
45,54,2,0.92927
46,33,1,0.76599
22,16,2,1.1926
28,2,1,1.1489
35,48,2,0.78766
6,33,2,0.89743
3,14,1,1.8382
35,54,2,0.89823
22,41,1,1.9696
13,47,2,1.1275
46,60,2,0.96279
36,59,1,1.6643
18,14,2,4.4319
44,32,1,0.85342
52,3,2,0.99517
15,41,1,1.2808
4,51,2,1.9369
38,23,1,2.5385
53,56,2,0.80975
31,4,2,0.76548
59,29,1,3.6661
48,19,2,0.65682
1,58,2,0.86402
11,26,2,2.2647
50,35,1,0.87484
49,34,2,2.2315
43,2,1,1.3901
28,55,2,0.88591
38,1,2,1.9692
50,54,2,0.6348
47,41,1,0.98506
51,10,2,1.4768
36,22,1,1.5758
33,29,1,1.653
12,31,2,1.6098
46,26,2,2.024
42,51,2,1.1711
47,56,2,1.0719
55,51,2,0.64504
34,26,1,4.3766
60,37,1,1.1822
27,40,1,1.291
49,12,1,0.99537
37,6,2,2.5503
5,26,2,1.1381
51,18,1,1.2036
58,41,1,0.67814
40,50,2,0.90898
22,45,2,1.9693
25,23,2,1.4878
24,17,2,1.1155
53,45,2,0.74367
16,54,2,0.99514
26,56,2,0.73429
5,37,2,1.061
9,57,2,0.73321
39,25,1,1.2037
56,24,1,0.60193
7,33,2,0.64514
