<><><><><><><><> 
Begin: 03-Oct-2014 10:41:28 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s20 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.199 2.199 
0.534 0.919 0.919 
0.567 0.975 0.975 
0.250 1.312 1.312 
0.567 1.848 1.848 
0.451 1.171 1.171 
0.233 2.931 2.931 
0.316 1.259 1.259 
0.418 2.810 2.810 
0.585 0.821 0.821 
0.585 1.621 1.621 
0.266 1.214 1.214 
0.585 0.886 0.886 
0.585 1.205 1.205 
0.400 2.395 2.395 
0.518 2.439 2.439 
0.266 1.651 1.651 
0.368 1.422 1.422 
0.567 2.702 2.702 
0.517 2.998 2.998 
0.585 1.378 1.378 
0.467 2.177 2.177 
0.217 0.908 0.908 
0.550 1.171 1.171 
0.584 1.520 1.520 
0.468 0.787 0.787 
0.501 1.302 1.302 
0.502 1.914 1.914 
0.367 1.707 1.707 
0.467 1.399 1.399 
0.267 0.931 0.931 
0.484 0.973 0.973 
0.217 2.154 2.154 
0.318 1.105 1.105 
0.217 1.992 1.992 
0.233 1.115 1.115 
0.534 1.400 1.400 
0.484 1.661 1.661 
0.333 0.788 0.788 
0.584 0.865 0.865 
0.217 1.083 1.083 
0.383 0.886 0.886 
0.350 4.004 4.240 
0.501 1.235 1.235 
0.517 0.876 0.876 
0.283 1.280 1.280 
0.400 0.984 0.984 
0.384 0.886 0.886 
0.467 0.996 0.996 
0.483 0.974 0.974 
0.501 1.017 1.017 
0.317 0.930 0.930 
0.467 0.973 0.973 
0.468 0.952 0.952 
0.267 1.290 1.290 
0.250 0.864 0.864 
0.400 0.667 0.667 
0.583 0.657 0.657 
0.333 0.897 0.897 
0.434 0.690 0.690 
0.284 0.866 0.866 
0.501 0.646 0.646 
0.300 0.733 0.733 
0.401 0.821 0.821 
0.483 1.390 1.390 
0.567 1.094 1.094 
0.583 0.953 0.953 
0.417 1.280 1.280 
0.250 0.897 0.897 
0.266 0.897 0.897 
0.300 0.821 0.821 
0.534 1.192 1.192 
0.299 1.127 1.127 
0.533 2.231 2.231 
0.300 0.919 0.919 
0.568 1.127 1.127 
0.335 1.149 1.149 
0.284 0.996 0.996 
0.301 0.886 0.886 
0.451 0.820 0.820 
0.400 2.198 2.198 
0.350 0.919 0.919 
0.534 1.257 1.257 
0.434 1.378 1.378 
0.417 0.919 0.919 
0.568 0.799 0.799 
0.316 2.614 2.614 
0.501 0.907 0.907 
0.500 0.668 0.668 
0.350 0.788 0.788 
0.434 1.575 1.575 
0.233 1.870 1.870 
0.217 2.100 2.100 
0.418 0.909 0.909 
0.518 0.854 0.854 
0.584 3.982 4.043 
0.250 1.345 1.345 
0.434 2.724 2.724 
0.384 1.905 1.905 
0.201 1.072 1.072 
0.333 0.723 0.723 
0.267 0.930 0.930 
0.517 0.809 0.809 
0.333 0.799 0.799 
