<><><><><><><><> 
Begin: 01-Oct-2014 10:41:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s36 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.805 1.805 
0.533 2.012 2.012 
0.568 0.929 0.929 
0.251 1.116 1.116 
0.568 1.640 1.640 
0.451 0.995 0.995 
0.234 1.247 1.247 
0.317 0.897 0.897 
0.417 1.040 1.040 
0.584 1.018 1.018 
0.585 1.050 1.050 
0.267 1.236 1.236 
0.585 0.897 0.897 
0.585 1.215 1.215 
0.401 1.159 1.159 
0.517 0.930 0.930 
0.267 1.094 1.094 
0.367 1.226 1.226 
0.567 0.809 0.809 
0.518 0.929 0.929 
0.584 1.061 1.061 
0.467 0.940 0.940 
0.217 0.809 0.809 
0.534 1.094 1.094 
0.584 0.996 0.996 
0.468 0.765 0.765 
0.501 0.798 0.798 
0.501 0.766 0.766 
0.367 0.711 0.711 
0.467 0.985 0.985 
0.266 0.765 0.765 
0.484 1.160 1.160 
0.216 0.930 0.930 
0.318 0.951 0.951 
0.217 1.214 1.214 
0.249 0.799 0.799 
0.534 1.017 1.017 
0.484 1.007 1.007 
0.333 0.865 0.865 
0.584 0.920 0.920 
0.216 0.952 0.952 
0.383 1.115 1.115 
0.350 1.018 1.018 
0.517 1.696 1.696 
0.518 0.885 0.885 
0.284 0.865 0.865 
0.400 1.422 1.422 
0.384 1.074 1.074 
0.467 0.930 0.930 
0.484 0.788 0.788 
0.500 0.799 0.799 
0.317 1.280 1.280 
0.466 0.809 0.809 
0.468 1.062 1.062 
0.267 1.313 1.313 
0.250 0.920 0.920 
0.399 0.810 0.810 
0.584 0.765 0.765 
0.334 0.995 0.995 
0.434 0.864 0.864 
0.300 1.531 1.531 
0.501 0.864 0.864 
0.300 1.095 1.095 
0.400 0.897 0.897 
0.483 1.039 1.039 
0.552 0.909 0.909 
0.584 0.951 0.951 
0.418 1.542 1.542 
0.251 0.930 0.930 
0.268 1.882 1.882 
0.300 1.290 1.290 
0.533 1.138 1.138 
0.300 1.149 1.149 
0.533 1.400 1.400 
0.301 1.062 1.062 
0.567 0.875 0.875 
0.350 0.734 0.734 
0.284 0.995 0.995 
0.300 1.083 1.083 
0.450 0.941 0.941 
0.385 1.204 1.204 
0.350 0.984 0.984 
0.535 0.799 0.799 
0.434 0.853 0.853 
0.417 1.378 1.378 
0.568 1.182 1.182 
0.317 0.919 0.919 
0.501 1.411 1.411 
0.502 0.843 0.843 
0.349 1.489 1.489 
0.434 0.788 0.788 
0.233 0.886 0.886 
0.217 1.225 1.225 
0.417 0.886 0.886 
0.517 1.619 1.619 
0.584 2.221 2.221 
0.251 1.148 1.148 
0.434 0.940 0.940 
0.384 0.963 0.963 
0.201 0.787 0.787 
0.334 1.695 1.695 
0.267 0.755 0.755 
0.517 0.853 0.853 
0.334 1.116 1.116 
