<><><><><><><><> 
Begin: 01-Oct-2014 10:07:53 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s36 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.999 1.574 1.574 
0.533 1.224 1.224 
0.567 1.552 1.552 
0.250 1.180 1.180 
0.567 1.476 1.476 
0.451 1.180 1.180 
0.234 1.060 1.060 
0.317 1.072 1.072 
0.417 1.530 1.530 
0.584 1.279 1.279 
0.584 1.290 1.290 
0.267 1.300 1.300 
0.584 1.421 1.421 
0.584 0.929 0.929 
0.400 1.300 1.300 
0.517 1.125 1.125 
0.267 1.289 1.289 
0.367 1.182 1.182 
0.567 0.962 0.962 
0.517 1.159 1.159 
0.583 1.530 1.530 
0.467 1.934 1.934 
0.217 1.738 1.738 
0.534 1.705 1.705 
0.584 1.039 1.039 
0.467 0.973 0.973 
0.500 1.038 1.038 
0.501 1.104 1.104 
0.367 1.147 1.147 
0.468 1.215 1.215 
0.267 0.963 0.963 
0.484 1.202 1.202 
0.217 1.639 1.639 
0.317 1.039 1.039 
0.217 1.180 1.180 
0.233 1.115 1.115 
0.534 1.224 1.224 
0.484 1.060 1.060 
0.334 1.126 1.126 
0.584 1.181 1.181 
0.218 1.159 1.159 
0.384 1.037 1.037 
0.351 1.847 1.847 
0.516 1.344 1.344 
0.517 1.060 1.060 
0.283 1.116 1.116 
0.399 1.815 1.815 
0.384 1.366 1.366 
0.466 1.235 1.235 
0.484 1.606 1.606 
0.500 0.994 0.994 
0.317 1.115 1.115 
0.467 1.935 1.935 
0.467 1.913 1.913 
0.267 1.169 1.169 
0.250 1.377 1.377 
0.402 1.574 1.574 
0.584 1.137 1.137 
0.333 1.563 1.563 
0.434 1.366 1.366 
0.299 1.684 1.684 
0.502 1.509 1.509 
0.300 2.196 2.196 
0.399 0.984 0.984 
0.485 1.225 1.225 
0.567 1.476 1.476 
0.584 1.137 1.137 
0.417 0.930 0.930 
0.251 2.011 2.011 
0.267 1.496 1.496 
0.300 1.060 1.060 
0.534 1.333 1.333 
0.300 1.235 1.235 
0.534 1.223 1.223 
0.300 1.486 1.486 
0.568 1.846 1.846 
0.349 1.267 1.267 
0.284 1.223 1.223 
0.300 1.781 1.781 
0.450 1.214 1.214 
0.400 1.399 1.399 
0.350 1.149 1.149 
0.534 1.028 1.028 
0.434 1.115 1.115 
0.416 2.020 2.020 
0.567 1.169 1.169 
0.316 1.487 1.487 
0.501 1.399 1.399 
0.501 1.185 1.185 
0.350 1.465 1.465 
0.434 1.045 1.045 
0.234 1.719 1.719 
0.216 1.213 1.213 
0.417 1.431 1.431 
0.517 1.465 1.465 
0.584 1.290 1.290 
0.250 1.115 1.115 
0.434 1.061 1.061 
0.384 1.148 1.148 
0.199 1.880 1.880 
0.334 1.006 1.006 
0.267 1.334 1.334 
0.517 1.202 1.202 
0.334 1.148 1.148 
