<><><><><><><><> 
Begin: 25-Nov-2014 12:26:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s59 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.141 1.141 
0.534 1.151 1.151 
0.567 0.975 0.975 
0.251 0.997 0.997 
0.567 0.834 0.834 
0.451 0.997 0.997 
0.249 0.899 0.899 
0.317 1.107 1.107 
0.417 1.074 1.074 
0.583 0.953 0.953 
0.584 0.833 0.833 
0.268 1.138 1.138 
0.584 1.063 1.063 
0.584 1.183 1.183 
0.400 1.358 1.358 
0.518 0.932 0.932 
0.267 1.051 1.051 
0.368 1.195 1.195 
0.568 1.269 1.269 
0.518 1.129 1.129 
0.584 0.778 0.778 
0.467 0.909 0.909 
0.217 1.063 1.063 
0.535 1.064 1.064 
0.583 0.931 0.931 
0.468 0.986 0.986 
0.501 1.327 1.327 
0.500 0.909 0.909 
0.367 0.987 0.987 
0.467 1.063 1.063 
0.267 0.899 0.899 
0.483 1.238 1.238 
0.217 1.183 1.183 
0.317 1.260 1.260 
0.217 1.435 1.435 
0.234 0.976 0.976 
0.533 0.767 0.767 
0.484 1.314 1.314 
0.333 0.965 0.965 
0.584 0.733 0.733 
0.217 1.228 1.228 
0.384 0.942 0.942 
0.351 1.162 1.162 
0.502 0.668 0.668 
0.517 0.679 0.679 
0.284 1.030 1.030 
0.400 1.413 1.413 
0.383 1.282 1.282 
0.467 1.282 1.282 
0.484 1.195 1.195 
0.500 1.216 1.216 
0.317 1.337 1.337 
0.467 1.369 1.369 
0.467 1.063 1.063 
0.267 1.457 1.457 
0.250 1.140 1.140 
0.401 1.106 1.106 
0.584 1.007 1.007 
0.334 1.545 1.545 
0.434 1.205 1.205 
0.299 1.282 1.282 
0.501 1.052 1.052 
0.300 1.589 1.589 
0.400 1.566 1.566 
0.484 1.326 1.326 
0.551 1.270 1.270 
0.585 1.577 1.577 
0.417 1.150 1.150 
0.251 1.490 1.490 
0.267 1.194 1.194 
0.300 1.633 1.633 
0.533 1.730 1.730 
0.299 1.326 1.326 
0.533 1.259 1.259 
0.300 1.129 1.129 
0.566 1.009 1.009 
0.334 1.916 1.916 
0.283 1.566 1.566 
0.301 1.906 1.906 
0.450 1.293 1.293 
0.384 1.217 1.217 
0.350 1.118 1.118 
0.534 1.282 1.282 
0.434 1.435 1.435 
0.418 1.402 1.402 
0.568 1.392 1.392 
0.317 1.293 1.293 
0.500 1.314 1.314 
0.501 1.238 1.238 
0.350 1.184 1.184 
0.434 0.932 0.932 
0.235 1.238 1.238 
0.217 1.249 1.249 
0.417 1.150 1.150 
0.518 0.997 0.997 
0.584 1.468 1.468 
0.251 1.238 1.238 
0.433 1.546 1.546 
0.384 1.743 1.743 
0.201 1.763 1.763 
0.333 1.753 1.753 
0.267 1.654 1.654 
0.517 1.577 1.577 
0.333 2.103 2.103 
