<><><><><><><><> 
Begin: 12-Nov-2014 14:05:58 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s50 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.997 1.696 1.696 
0.532 2.678 2.678 
0.567 1.181 1.181 
0.250 2.176 2.176 
0.567 1.836 1.836 
0.450 1.839 1.839 
0.233 1.802 1.802 
0.316 1.148 1.148 
0.417 1.553 1.553 
0.584 1.573 1.573 
0.584 1.585 1.585 
0.267 1.563 1.563 
0.585 1.486 1.486 
0.584 1.978 1.978 
0.399 1.805 1.805 
0.516 2.121 2.121 
0.267 1.531 1.531 
0.367 1.017 1.017 
0.566 1.934 1.934 
0.517 1.959 1.959 
0.583 1.520 1.520 
0.467 1.499 1.499 
0.217 1.639 1.639 
0.550 2.842 2.842 
0.583 1.485 1.485 
0.467 1.343 1.343 
0.501 1.180 1.180 
0.501 1.879 1.879 
0.367 2.460 2.460 
0.467 1.704 1.704 
0.267 1.214 1.214 
0.483 1.027 1.027 
0.217 1.518 1.518 
0.317 1.595 1.595 
0.217 1.290 1.290 
0.234 0.743 0.743 
0.535 0.994 0.994 
0.484 1.224 1.224 
0.334 0.874 0.874 
0.584 1.518 1.518 
0.217 1.050 1.050 
0.384 1.092 1.092 
0.350 0.906 0.906 
0.501 1.245 1.245 
0.517 1.136 1.136 
0.284 1.191 1.191 
0.400 2.021 2.021 
0.384 1.147 1.147 
0.467 2.360 2.360 
0.484 1.005 1.005 
0.500 1.081 1.081 
0.318 2.481 2.481 
0.483 1.857 1.857 
0.467 2.021 2.021 
0.267 2.370 2.370 
0.250 1.715 1.715 
0.399 0.939 0.939 
0.583 1.300 1.300 
0.335 1.180 1.180 
0.434 1.136 1.136 
0.300 1.082 1.082 
0.500 2.690 2.690 
0.300 1.224 1.224 
0.401 1.726 1.726 
0.484 1.421 1.421 
0.567 2.109 2.109 
0.584 1.497 1.497 
0.417 1.486 1.486 
0.251 2.558 2.558 
0.267 2.470 2.470 
0.300 2.557 2.557 
0.534 2.207 2.207 
0.300 1.323 1.323 
0.534 2.951 2.951 
0.300 2.218 2.218 
0.567 1.332 1.332 
0.334 2.775 2.775 
0.284 2.983 2.983 
0.300 2.076 2.076 
0.452 1.093 1.093 
0.384 1.595 1.595 
0.350 1.682 1.682 
0.534 1.486 1.486 
0.434 3.070 3.070 
0.417 2.044 2.044 
0.567 1.225 1.225 
0.317 2.699 2.699 
0.501 2.207 2.207 
0.500 2.405 2.405 
0.350 1.061 1.061 
0.434 3.475 3.475 
0.235 2.600 2.600 
0.217 3.443 3.443 
0.417 1.181 1.181 
0.517 1.606 1.606 
0.584 3.226 3.226 
0.250 1.977 1.977 
0.433 2.371 2.371 
0.384 2.034 2.034 
0.199 3.584 3.584 
0.333 1.869 1.869 
0.267 2.863 2.863 
0.518 1.541 1.541 
0.334 2.764 2.764 
