<><><><><><><><> 
Begin: 12-Nov-2014 14:34:27 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s50 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.634 2.634 
0.534 1.948 1.948 
0.567 2.242 2.242 
0.250 2.089 2.089 
0.567 1.237 1.237 
0.450 1.576 1.576 
0.234 1.358 1.358 
0.316 1.895 1.895 
0.417 1.378 1.378 
0.583 1.815 1.815 
0.584 1.191 1.191 
0.267 1.815 1.815 
0.585 1.508 1.508 
0.584 1.990 1.990 
0.400 1.390 1.390 
0.517 1.455 1.455 
0.267 1.465 1.465 
0.368 1.455 1.455 
0.567 1.028 1.028 
0.518 1.631 1.631 
0.584 1.533 1.533 
0.466 1.149 1.149 
0.217 1.576 1.576 
0.535 1.258 1.258 
0.584 1.936 1.936 
0.467 1.127 1.127 
0.501 1.751 1.751 
0.500 1.356 1.356 
0.367 1.521 1.521 
0.468 2.351 2.351 
0.267 1.246 1.246 
0.485 1.356 1.356 
0.217 1.727 1.727 
0.318 0.810 0.810 
0.216 1.268 1.268 
0.235 1.980 1.980 
0.533 1.685 1.685 
0.484 1.313 1.313 
0.334 1.291 1.291 
0.584 1.258 1.258 
0.217 1.761 1.761 
0.383 1.543 1.543 
0.351 1.892 1.892 
0.501 1.214 1.214 
0.517 0.744 0.744 
0.283 1.553 1.553 
0.400 1.334 1.334 
0.384 1.663 1.663 
0.466 2.384 2.384 
0.484 1.422 1.422 
0.500 1.411 1.411 
0.317 1.290 1.290 
0.483 1.028 1.028 
0.467 0.832 0.832 
0.267 1.323 1.323 
0.250 0.864 0.864 
0.400 1.335 1.335 
0.585 1.748 1.748 
0.334 2.155 2.155 
0.434 1.323 1.323 
0.284 1.389 1.389 
0.500 1.618 1.618 
0.301 2.145 2.145 
0.400 1.192 1.192 
0.484 1.531 1.531 
0.567 1.127 1.127 
0.583 1.958 1.958 
0.418 1.017 1.017 
0.251 1.334 1.334 
0.267 1.138 1.138 
0.300 1.356 1.356 
0.534 1.522 1.522 
0.301 0.920 0.920 
0.534 1.292 1.292 
0.300 1.971 1.971 
0.567 1.401 1.401 
0.351 1.696 1.696 
0.285 1.739 1.739 
0.301 1.892 1.892 
0.450 1.062 1.062 
0.400 1.706 1.706 
0.350 2.332 2.332 
0.534 1.292 1.292 
0.434 1.467 1.467 
0.417 1.630 1.630 
0.567 1.236 1.236 
0.317 2.637 2.637 
0.501 2.429 2.429 
0.500 0.952 0.952 
0.350 1.028 1.028 
0.435 1.182 1.182 
0.234 1.564 1.564 
0.233 1.521 1.521 
0.417 1.477 1.477 
0.517 1.117 1.117 
0.584 0.973 0.973 
0.250 0.997 0.997 
0.433 1.127 1.127 
0.384 1.817 1.817 
0.201 1.871 1.871 
0.333 1.313 1.313 
0.266 1.314 1.314 
0.518 1.106 1.106 
0.334 0.952 0.952 
