<><><><><><><><> 
Begin: 13-Nov-2014 09:33:14 
0.417 1.555 1.555 
0.267 2.376 2.376 
0.450 1.753 1.753 
0.301 1.172 1.172 
0.467 1.106 1.106 
0.483 1.927 1.927 
0.501 1.194 1.194 
0.384 1.150 1.150 
0.234 1.238 1.238 
0.300 1.282 1.282 
0.568 1.238 1.238 
0.266 1.807 1.807 
0.533 1.763 1.763 
0.417 0.953 0.953 
0.601 1.314 1.314 
0.234 1.117 1.117 
0.384 3.011 3.011 
0.250 2.101 2.101 
0.584 1.368 1.368 
0.200 2.080 2.080 
0.517 1.347 1.347 
0.534 1.380 1.380 
0.550 0.952 0.952 
0.234 3.296 3.296 
0.367 1.446 1.446 
0.301 2.354 2.354 
0.517 2.999 2.999 
0.367 1.916 1.916 
0.567 1.073 1.073 
0.267 1.248 1.248 
0.300 1.205 1.205 
0.267 1.270 1.270 
0.249 1.655 1.655 
0.550 1.883 1.883 
0.433 1.216 1.216 
0.418 1.183 1.183 
0.267 1.533 1.533 
0.550 2.628 2.628 
0.450 2.661 2.661 
0.350 1.281 1.281 
0.400 1.282 1.282 
0.367 1.588 1.588 
0.234 1.434 1.434 
0.301 3.242 3.242 
0.251 2.135 2.135 
0.284 1.259 1.259 
0.300 1.161 1.161 
0.367 1.337 1.337 
0.216 1.795 1.795 
0.567 1.927 1.927 
0.584 1.862 1.862 
0.400 1.073 1.073 
0.400 1.216 1.216 
0.334 1.589 1.589 
0.567 0.996 0.996 
0.350 1.488 1.488 
0.250 1.698 1.698 
0.518 1.489 1.489 
0.351 1.117 1.117 
0.301 1.961 1.961 
0.367 1.052 1.052 
0.234 1.534 1.534 
0.250 1.161 1.161 
0.584 1.106 1.106 
0.584 1.303 1.303 
0.434 2.441 2.441 
0.233 1.731 1.731 
0.301 1.226 1.226 
0.350 1.511 1.511 
0.534 2.607 2.607 
0.216 1.621 1.621 
0.217 1.391 1.391 
0.267 1.643 1.643 
0.467 1.293 1.293 
0.501 1.062 1.062 
0.466 1.434 1.434 
0.384 1.861 1.861 
0.418 2.595 2.595 
0.317 1.347 1.347 
0.500 1.884 1.884 
0.284 1.993 1.993 
0.484 1.271 1.271 
0.283 1.642 1.642 
0.350 1.369 1.369 
0.451 1.610 1.610 
0.517 1.556 1.556 
0.234 2.070 2.070 
0.568 1.654 1.654 
0.516 1.620 1.620 
0.401 2.059 2.059 
0.383 2.291 2.291 
0.384 2.465 2.465 
0.317 3.099 3.099 
0.401 1.894 1.894 
0.401 1.829 1.829 
0.534 1.236 1.236 
0.517 1.095 1.095 
0.467 2.617 2.617 
0.350 1.183 1.183 
0.533 2.574 2.574 
0.417 1.161 1.161 
0.350 1.665 1.665 
0.584 1.380 1.380 
0.549 1.741 1.741 
0.417 1.917 1.917 
0.450 0.942 0.942 
0.434 1.928 1.928 
0.284 1.284 1.284 
0.317 0.986 0.986 
0.383 2.181 2.181 
0.299 1.873 1.873 
0.533 1.084 1.084 
0.284 2.716 2.716 
0.300 2.256 2.256 
0.267 1.270 1.270 
0.300 1.708 1.708 
0.384 0.996 0.996 
0.334 1.434 1.434 
0.568 2.046 2.046 
0.367 1.370 1.370 
0.284 1.456 1.456 
0.567 2.278 2.278 
0.601 1.807 1.807 
0.384 2.408 2.408 
0.251 2.399 2.399 
0.300 2.048 2.048 
0.367 3.997 5.997 
0.434 2.135 2.135 
0.301 3.045 3.045 
0.450 1.610 1.610 
0.483 1.040 1.040 
0.284 2.060 2.060 
0.251 1.040 1.040 
0.317 1.051 1.051 
0.334 1.894 1.894 
0.367 1.095 1.095 
0.400 1.052 1.052 
0.233 1.314 1.314 
0.300 1.184 1.184 
0.518 1.074 1.074 
0.217 1.095 1.095 
0.567 1.293 1.293 
0.501 1.708 1.708 
0.400 0.996 0.996 
0.435 1.029 1.029 
0.299 2.080 2.080 
0.384 1.752 1.752 
0.583 1.401 1.401 
0.417 1.828 1.828 
0.417 1.128 1.128 
0.300 1.019 1.019 
0.401 2.684 2.684 
0.450 1.095 1.095 
0.467 1.238 1.238 
0.367 1.797 1.797 
0.350 1.918 1.918 
0.601 2.847 2.847 
0.217 2.157 2.157 
0.551 2.672 2.672 
0.567 1.030 1.030 
0.518 1.589 1.589 
0.249 3.406 3.406 
0.300 1.445 1.445 
0.333 3.264 3.264 
0.468 3.296 3.296 
0.251 1.763 1.763 
0.484 2.935 2.935 
0.250 1.467 1.467 
0.467 1.467 1.467 
0.400 1.412 1.412 
0.518 1.543 1.543 
0.484 2.552 2.552 
0.567 2.978 2.978 
0.551 3.252 3.252 
0.333 1.303 1.303 
0.483 1.588 1.588 
0.284 3.296 3.296 
0.216 2.061 2.061 
0.501 2.706 2.706 
0.401 1.642 1.642 
0.400 2.564 2.564 
0.567 2.266 2.266 
0.450 3.996 4.114 
0.450 3.428 3.428 
0.551 1.642 1.642 
0.518 2.342 2.342 
0.433 1.807 1.807 
0.283 1.599 1.599 
0.301 1.687 1.687 
0.551 2.104 2.104 
0.217 2.235 2.235 
<><><><><><><><> 
RT (mean):  1.64 
Consistency:  -0.02 
Self Consistency:  0.69 
<><><><><><><><> 
End: 13-Nov-2014 09:43:29 
