<><><><><><><><> 
Begin: 06-Oct-2014 09:24:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.996 4.158 
0.533 0.897 0.897 
0.567 1.541 1.541 
0.250 1.181 1.181 
0.567 0.755 0.755 
0.451 0.897 0.897 
0.234 0.799 0.799 
0.318 2.341 2.341 
0.417 1.192 1.192 
0.584 1.356 1.356 
0.584 0.842 0.842 
0.267 1.390 1.390 
0.585 1.334 1.334 
0.585 1.160 1.160 
0.401 1.214 1.214 
0.517 1.509 1.509 
0.267 0.613 0.613 
0.367 0.985 0.985 
0.568 0.877 0.877 
0.517 1.389 1.389 
0.583 0.843 0.843 
0.467 0.766 0.766 
0.216 0.908 0.908 
0.534 0.974 0.974 
0.584 1.412 1.412 
0.467 1.608 1.608 
0.501 0.962 0.962 
0.500 1.050 1.050 
0.367 1.892 1.892 
0.467 0.876 0.876 
0.267 2.876 2.876 
0.484 1.105 1.105 
0.216 0.996 0.996 
0.316 1.050 1.050 
0.217 0.996 0.996 
0.234 1.608 1.608 
0.534 2.231 2.231 
0.484 1.575 1.575 
0.334 1.312 1.312 
0.584 0.734 0.734 
0.216 1.170 1.170 
0.384 3.993 4.399 
0.350 1.893 1.893 
0.501 1.488 1.488 
0.517 1.695 1.695 
0.283 0.941 0.941 
0.400 1.739 1.739 
0.383 1.379 1.379 
0.467 0.820 0.820 
0.484 1.914 1.914 
0.501 1.083 1.083 
0.317 1.367 1.367 
0.467 1.083 1.083 
0.467 1.061 1.061 
0.266 2.932 2.932 
0.250 3.336 3.336 
0.401 1.422 1.422 
0.584 1.608 1.608 
0.334 1.018 1.018 
0.434 2.165 2.165 
0.300 1.640 1.640 
0.501 1.718 1.718 
0.301 1.290 1.290 
0.400 2.559 2.559 
0.485 1.914 1.914 
0.567 2.395 2.395 
0.585 1.422 1.422 
0.417 1.215 1.215 
0.250 1.236 1.236 
0.268 1.467 1.467 
0.300 0.963 0.963 
0.534 0.919 0.919 
0.300 2.812 2.812 
0.533 0.973 0.973 
0.300 2.341 2.341 
0.568 1.018 1.018 
0.334 2.330 2.330 
0.284 2.231 2.231 
0.300 1.334 1.334 
0.450 1.433 1.433 
0.384 0.974 0.974 
0.350 1.017 1.017 
0.535 1.772 1.772 
0.434 0.821 0.821 
0.417 0.766 0.766 
0.567 1.509 1.509 
0.317 0.973 0.973 
0.501 0.897 0.897 
0.501 1.051 1.051 
0.351 1.553 1.553 
0.434 0.995 0.995 
0.234 3.314 3.314 
0.217 2.405 2.405 
0.417 1.456 1.456 
0.517 1.544 1.544 
0.583 1.006 1.006 
0.251 1.138 1.138 
0.433 2.833 2.833 
0.384 0.995 0.995 
0.216 0.646 0.646 
0.334 1.729 1.729 
0.268 2.221 2.221 
0.517 0.755 0.755 
0.333 1.477 1.477 
