<><><><><><><><> 
Begin: 06-Oct-2014 09:04:22 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.994 4.332 
0.534 0.722 0.722 
0.567 1.948 1.948 
0.250 1.181 1.181 
0.568 1.160 1.160 
0.450 1.041 1.041 
0.234 1.084 1.084 
0.318 0.832 0.832 
0.417 1.082 1.082 
0.584 0.558 0.558 
0.584 1.258 1.258 
0.268 1.662 1.662 
0.583 1.434 1.434 
0.584 2.538 2.538 
0.401 1.061 1.061 
0.518 3.084 3.084 
0.267 1.543 1.543 
0.368 1.096 1.096 
0.568 1.083 1.083 
0.517 1.707 1.707 
0.584 1.214 1.214 
0.467 2.331 2.331 
0.217 1.346 1.346 
0.550 2.286 2.286 
0.584 1.083 1.083 
0.467 1.072 1.072 
0.501 1.258 1.258 
0.501 2.439 2.439 
0.367 1.729 1.729 
0.468 1.991 1.991 
0.267 2.778 2.778 
0.485 1.160 1.160 
0.218 1.848 1.848 
0.317 0.766 0.766 
0.217 1.073 1.073 
0.234 2.636 2.636 
0.534 1.246 1.246 
0.483 1.487 1.487 
0.334 0.930 0.930 
0.583 1.544 1.544 
0.217 1.161 1.161 
0.383 2.527 2.527 
0.350 1.893 1.893 
0.502 0.952 0.952 
0.517 1.225 1.225 
0.284 1.663 1.663 
0.400 1.718 1.718 
0.384 1.128 1.128 
0.467 1.957 1.957 
0.484 1.642 1.642 
0.502 1.269 1.269 
0.318 1.334 1.334 
0.468 1.061 1.061 
0.467 1.137 1.137 
0.266 1.422 1.422 
0.250 1.106 1.106 
0.400 2.210 2.210 
0.585 0.974 0.974 
0.334 3.054 3.054 
0.433 1.073 1.073 
0.285 1.248 1.248 
0.500 0.996 0.996 
0.300 1.444 1.444 
0.400 2.723 2.723 
0.484 0.941 0.941 
0.551 2.100 2.100 
0.584 0.973 0.973 
0.418 0.744 0.744 
0.251 0.776 0.776 
0.267 0.679 0.679 
0.300 0.842 0.842 
0.534 1.236 1.236 
0.299 2.845 2.845 
0.534 3.959 3.959 
0.300 2.954 2.954 
0.567 0.888 0.888 
0.334 2.177 2.177 
0.284 0.886 0.886 
0.300 1.324 1.324 
0.450 1.247 1.247 
0.385 1.806 1.806 
0.350 0.963 0.963 
0.534 2.221 2.221 
0.434 1.488 1.488 
0.417 3.598 3.598 
0.568 0.853 0.853 
0.317 0.777 0.777 
0.501 0.898 0.898 
0.500 0.798 0.798 
0.350 3.349 3.349 
0.433 2.155 2.155 
0.234 1.663 1.663 
0.217 2.844 2.844 
0.417 1.291 1.291 
0.517 2.047 2.047 
0.584 2.122 2.122 
0.250 1.673 1.673 
0.433 3.984 3.984 
0.384 0.996 0.996 
0.216 0.744 0.744 
0.334 1.128 1.128 
0.267 0.929 0.929 
0.517 2.781 2.781 
0.333 2.724 2.724 
