<><><><><><><><> 
Begin: 06-Oct-2014 08:37:20 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.679 1.679 
0.533 0.832 0.832 
0.567 1.149 1.149 
0.251 0.798 0.798 
0.567 1.915 1.915 
0.451 1.334 1.334 
0.234 1.160 1.160 
0.316 1.563 1.563 
0.417 1.433 1.433 
0.585 1.083 1.083 
0.585 1.455 1.455 
0.267 0.787 0.787 
0.584 1.455 1.455 
0.584 0.985 0.985 
0.401 1.028 1.028 
0.517 1.126 1.126 
0.266 2.670 2.670 
0.367 1.345 1.345 
0.567 1.181 1.181 
0.517 1.434 1.434 
0.584 1.641 1.641 
0.467 2.461 2.461 
0.216 1.127 1.127 
0.550 1.270 1.270 
0.584 3.982 4.295 
0.467 4.005 6.001 
0.501 0.099 0.099 
0.501 1.729 1.729 
0.367 0.843 0.843 
0.467 1.695 1.695 
0.267 1.138 1.138 
0.483 1.149 1.149 
0.217 1.379 1.379 
0.317 1.926 1.926 
0.217 1.652 1.652 
0.234 2.178 2.178 
0.535 1.925 1.925 
0.483 2.385 2.385 
0.334 1.575 1.575 
0.584 0.952 0.952 
0.217 1.115 1.115 
0.384 0.733 0.733 
0.350 1.532 1.532 
0.517 1.794 1.794 
0.518 1.159 1.159 
0.283 1.367 1.367 
0.401 2.821 2.821 
0.384 1.291 1.291 
0.467 1.006 1.006 
0.484 1.847 1.847 
0.501 2.209 2.209 
0.317 1.858 1.858 
0.468 1.204 1.204 
0.468 0.798 0.798 
0.267 2.592 2.592 
0.251 2.503 2.503 
0.401 2.515 2.515 
0.584 1.378 1.378 
0.334 1.795 1.795 
0.434 2.286 2.286 
0.284 3.139 3.139 
0.501 3.905 3.905 
0.301 1.160 1.160 
0.401 2.188 2.188 
0.484 1.171 1.171 
0.551 3.084 3.084 
0.584 0.886 0.886 
0.418 1.127 1.127 
0.250 1.062 1.062 
0.267 0.777 0.777 
0.300 1.159 1.159 
0.534 2.143 2.143 
0.300 3.871 3.871 
0.534 2.711 2.711 
0.300 1.598 1.598 
0.567 4.004 4.491 
0.350 1.202 1.202 
0.284 1.322 1.322 
0.301 1.760 1.760 
0.451 1.542 1.542 
0.400 2.308 2.308 
0.350 3.992 4.289 
0.534 2.790 2.790 
0.434 2.079 2.079 
0.417 2.646 2.646 
0.568 1.795 1.795 
0.317 1.324 1.324 
0.500 1.159 1.159 
0.501 2.375 2.375 
0.350 2.165 2.165 
0.434 1.914 1.914 
0.234 1.596 1.596 
0.217 0.964 0.964 
0.418 1.127 1.127 
0.516 1.269 1.269 
0.583 1.926 1.926 
0.251 3.993 4.353 
0.434 3.237 3.237 
0.384 1.739 1.739 
0.200 3.160 3.160 
0.333 1.717 1.717 
0.267 1.596 1.596 
0.517 4.002 4.032 
0.333 1.991 1.991 
