<><><><><><><><> 
Begin: 06-Oct-2014 09:14:55 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.991 4.496 
0.534 1.073 1.073 
0.567 2.012 2.012 
0.250 0.810 0.810 
0.567 1.510 1.510 
0.450 1.148 1.148 
0.234 1.344 1.344 
0.317 0.689 0.689 
0.417 1.455 1.455 
0.584 2.449 2.449 
0.584 1.948 1.948 
0.267 1.061 1.061 
0.583 1.738 1.738 
0.584 3.413 3.413 
0.401 1.028 1.028 
0.518 1.673 1.673 
0.266 0.973 0.973 
0.367 1.006 1.006 
0.567 1.324 1.324 
0.517 0.930 0.930 
0.584 0.853 0.853 
0.467 0.854 0.854 
0.217 1.411 1.411 
0.534 2.537 2.537 
0.583 1.378 1.378 
0.467 2.057 2.057 
0.501 1.575 1.575 
0.501 3.698 3.698 
0.367 0.974 0.974 
0.468 1.028 1.028 
0.267 1.094 1.094 
0.484 1.508 1.508 
0.217 0.952 0.952 
0.318 0.962 0.962 
0.217 2.822 2.822 
0.234 0.668 0.668 
0.534 1.739 1.739 
0.485 1.029 1.029 
0.334 0.864 0.864 
0.584 1.247 1.247 
0.217 1.454 1.454 
0.384 1.182 1.182 
0.351 2.515 2.515 
0.501 1.444 1.444 
0.517 2.188 2.188 
0.283 2.165 2.165 
0.400 1.465 1.465 
0.384 1.914 1.914 
0.467 1.368 1.368 
0.485 1.477 1.477 
0.501 1.257 1.257 
0.317 0.842 0.842 
0.467 2.910 2.910 
0.467 1.454 1.454 
0.267 2.066 2.066 
0.251 3.717 3.717 
0.400 1.717 1.717 
0.585 0.853 0.853 
0.335 1.455 1.455 
0.434 0.766 0.766 
0.284 1.095 1.095 
0.501 1.313 1.313 
0.300 1.346 1.346 
0.400 1.017 1.017 
0.484 2.558 2.558 
0.567 0.831 0.831 
0.585 1.837 1.837 
0.417 1.739 1.739 
0.250 1.650 1.650 
0.267 1.039 1.039 
0.300 1.029 1.029 
0.534 1.859 1.859 
0.300 1.400 1.400 
0.534 2.856 2.856 
0.300 1.510 1.510 
0.568 2.309 2.309 
0.350 2.111 2.111 
0.284 1.324 1.324 
0.300 1.094 1.094 
0.450 1.816 1.816 
0.384 1.663 1.663 
0.350 1.444 1.444 
0.534 1.171 1.171 
0.434 0.907 0.907 
0.417 1.400 1.400 
0.567 1.050 1.050 
0.316 1.674 1.674 
0.501 1.018 1.018 
0.501 1.050 1.050 
0.351 1.707 1.707 
0.434 2.713 2.713 
0.234 1.170 1.170 
0.233 0.865 0.865 
0.418 1.903 1.903 
0.517 1.050 1.050 
0.583 1.772 1.772 
0.250 1.051 1.051 
0.434 1.203 1.203 
0.384 1.082 1.082 
0.200 1.433 1.433 
0.334 0.875 0.875 
0.267 1.313 1.313 
0.518 1.105 1.105 
0.334 1.948 1.948 
