<><><><><><><><> 
Begin: 01-Oct-2014 08:36:25 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s17 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.870 1.870 
0.532 2.320 2.320 
0.568 1.137 1.137 
0.251 1.661 1.661 
0.567 1.126 1.126 
0.450 1.071 1.071 
0.234 1.082 1.082 
0.318 1.509 1.509 
0.417 0.995 0.995 
0.584 1.366 1.366 
0.584 1.115 1.115 
0.266 1.159 1.159 
0.584 1.279 1.279 
0.583 1.016 1.016 
0.400 1.366 1.366 
0.517 1.639 1.639 
0.267 1.596 1.596 
0.367 1.804 1.804 
0.567 1.247 1.247 
0.518 0.973 0.973 
0.583 1.257 1.257 
0.467 0.885 0.885 
0.216 1.279 1.279 
0.534 1.225 1.225 
0.584 1.301 1.301 
0.467 0.930 0.930 
0.501 1.159 1.159 
0.500 1.672 1.672 
0.367 1.399 1.399 
0.467 1.793 1.793 
0.268 1.891 1.891 
0.484 1.727 1.727 
0.217 2.198 2.198 
0.317 1.858 1.858 
0.218 1.629 1.629 
0.234 2.896 2.896 
0.534 2.328 2.328 
0.484 1.914 1.914 
0.334 1.913 1.913 
0.584 1.716 1.716 
0.217 1.420 1.420 
0.384 1.869 1.869 
0.350 2.284 2.284 
0.516 1.378 1.378 
0.517 1.433 1.433 
0.283 2.132 2.132 
0.399 1.979 1.979 
0.384 1.552 1.552 
0.467 1.137 1.137 
0.484 1.442 1.442 
0.501 1.421 1.421 
0.317 1.039 1.039 
0.468 1.332 1.332 
0.466 1.936 1.936 
0.267 1.913 1.913 
0.250 1.880 1.880 
0.399 1.857 1.857 
0.584 2.547 2.547 
0.334 1.213 1.213 
0.434 1.618 1.618 
0.284 2.383 2.383 
0.501 1.224 1.224 
0.300 1.093 1.093 
0.400 2.930 2.930 
0.484 3.214 3.214 
0.567 1.726 1.726 
0.584 2.415 2.415 
0.417 1.509 1.509 
0.251 0.962 0.962 
0.267 1.104 1.104 
0.300 1.279 1.279 
0.535 1.401 1.401 
0.300 1.770 1.770 
0.534 1.541 1.541 
0.300 1.422 1.422 
0.567 1.247 1.247 
0.349 1.279 1.279 
0.284 1.486 1.486 
0.300 1.541 1.541 
0.450 1.290 1.290 
0.384 1.585 1.585 
0.350 1.563 1.563 
0.534 1.280 1.280 
0.433 1.399 1.399 
0.417 1.662 1.662 
0.567 0.962 0.962 
0.317 1.749 1.749 
0.500 1.585 1.585 
0.501 1.597 1.597 
0.350 1.596 1.596 
0.433 0.984 0.984 
0.235 2.372 2.372 
0.217 1.246 1.246 
0.417 1.366 1.366 
0.518 1.017 1.017 
0.584 1.170 1.170 
0.250 2.045 2.045 
0.434 1.322 1.322 
0.384 2.352 2.352 
0.200 1.202 1.202 
0.333 1.772 1.772 
0.267 2.088 2.088 
0.517 1.269 1.269 
0.334 1.576 1.576 
