<><><><><><><><> 
Begin: 25-Sep-2014 13:02:53 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s21 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.725 0.725 
0.534 0.614 0.614 
0.567 0.582 0.582 
0.250 0.909 0.909 
0.568 0.603 0.603 
0.451 0.811 0.811 
0.235 0.920 0.920 
0.317 0.800 0.800 
0.417 0.975 0.975 
0.583 0.669 0.669 
0.585 0.690 0.690 
0.266 0.887 0.887 
0.584 0.701 0.701 
0.585 0.778 0.778 
0.400 0.931 0.931 
0.517 2.815 2.815 
0.267 1.129 1.129 
0.367 1.325 1.325 
0.567 0.690 0.690 
0.517 0.778 0.778 
0.585 0.931 0.931 
0.468 1.348 1.348 
0.217 1.468 1.468 
0.534 0.943 0.943 
0.584 0.920 0.920 
0.467 0.701 0.701 
0.500 0.810 0.810 
0.501 2.573 2.573 
0.367 0.800 0.800 
0.467 0.888 0.888 
0.267 0.865 0.865 
0.484 1.227 1.227 
0.217 1.096 1.096 
0.318 0.701 0.701 
0.217 0.701 0.701 
0.234 1.139 1.139 
0.533 0.581 0.581 
0.484 0.560 0.560 
0.334 0.701 0.701 
0.584 0.986 0.986 
0.217 1.644 1.644 
0.384 0.832 0.832 
0.350 1.085 1.085 
0.501 0.832 0.832 
0.518 0.833 0.833 
0.283 0.877 0.877 
0.401 0.789 0.789 
0.384 0.898 0.898 
0.467 1.501 1.501 
0.484 0.624 0.624 
0.501 0.865 0.865 
0.316 1.128 1.128 
0.467 1.205 1.205 
0.467 1.095 1.095 
0.267 1.173 1.173 
0.251 0.931 0.931 
0.400 1.533 1.533 
0.583 0.724 0.724 
0.333 1.216 1.216 
0.434 0.701 0.701 
0.300 0.745 0.745 
0.501 1.567 1.567 
0.300 1.204 1.204 
0.400 1.337 1.337 
0.484 0.822 0.822 
0.566 0.932 0.932 
0.584 1.293 1.293 
0.417 1.117 1.117 
0.251 0.865 0.865 
0.267 1.118 1.118 
0.300 1.259 1.259 
0.534 1.576 1.576 
0.301 0.832 0.832 
0.534 1.061 1.061 
0.300 1.107 1.107 
0.567 1.051 1.051 
0.350 1.697 1.697 
0.284 1.369 1.369 
0.300 0.910 0.910 
0.451 0.997 0.997 
0.384 0.746 0.746 
0.350 0.866 0.866 
0.534 0.657 0.657 
0.434 0.932 0.932 
0.417 0.723 0.723 
0.567 0.811 0.811 
0.318 1.228 1.228 
0.500 1.084 1.084 
0.500 0.690 0.690 
0.350 0.920 0.920 
0.434 0.734 0.734 
0.234 1.249 1.249 
0.217 0.745 0.745 
0.417 1.007 1.007 
0.516 0.888 0.888 
0.583 0.942 0.942 
0.250 0.855 0.855 
0.434 0.864 0.864 
0.384 0.844 0.844 
0.216 0.723 0.723 
0.334 0.701 0.701 
0.267 0.986 0.986 
0.517 0.930 0.930 
0.333 0.800 0.800 
0.418 1.314 1.314 
0.268 1.369 1.369 
0.450 0.975 0.975 
0.301 2.869 2.869 
0.467 1.050 1.050 
0.483 1.117 1.117 
0.500 0.823 0.823 
0.384 0.920 0.920 
0.234 0.876 0.876 
0.300 0.855 0.855 
0.567 0.603 0.603 
0.267 0.865 0.865 
0.534 0.624 0.624 
0.417 0.602 0.602 
0.601 0.877 0.877 
0.233 0.897 0.897 
0.383 0.788 0.788 
0.250 0.931 0.931 
0.584 0.547 0.547 
0.200 0.865 0.865 
0.517 0.712 0.712 
0.534 0.680 0.680 
0.551 0.822 0.822 
0.234 0.887 0.887 
0.368 0.887 0.887 
0.300 1.007 1.007 
0.518 0.855 0.855 
0.367 1.696 1.696 
0.568 1.248 1.248 
0.267 1.194 1.194 
0.300 1.194 1.194 
0.267 1.282 1.282 
0.251 0.876 0.876 
0.550 0.668 0.668 
0.434 0.722 0.722 
0.418 0.822 0.822 
0.266 1.085 1.085 
0.551 0.766 0.766 
0.451 0.668 0.668 
0.350 0.964 0.964 
0.401 0.854 0.854 
0.367 0.975 0.975 
0.235 0.701 0.701 
0.300 0.724 0.724 
0.250 0.745 0.745 
0.284 1.140 1.140 
0.300 0.843 0.843 
0.368 0.690 0.690 
0.217 0.788 0.788 
0.568 0.613 0.613 
0.585 0.723 0.723 
0.400 0.547 0.547 
0.401 0.603 0.603 
0.334 0.986 0.986 
0.567 0.646 0.646 
0.351 0.679 0.679 
0.250 0.942 0.942 
0.518 0.570 0.570 
0.350 0.799 0.799 
0.300 1.019 1.019 
0.368 0.724 0.724 
0.249 0.800 0.800 
0.250 0.876 0.876 
0.584 0.657 0.657 
0.584 0.723 0.723 
0.434 3.342 3.342 
0.233 1.184 1.184 
0.300 0.636 0.636 
0.350 0.712 0.712 
0.533 0.756 0.756 
0.216 0.603 0.603 
0.217 0.514 0.514 
0.267 0.712 0.712 
0.467 0.766 0.766 
0.501 0.591 0.591 
0.467 0.657 0.657 
0.384 0.887 0.887 
0.417 0.569 0.569 
0.318 0.603 0.603 
0.501 3.331 3.331 
0.284 0.745 0.745 
0.483 0.789 0.789 
0.283 3.121 3.121 
0.350 0.722 0.722 
0.450 0.592 0.592 
0.517 0.646 0.646 
0.233 0.855 0.855 
0.568 1.018 1.018 
0.517 0.734 0.734 
0.400 0.877 0.877 
0.383 0.767 0.767 
0.384 0.779 0.779 
0.317 1.029 1.029 
0.400 1.095 1.095 
0.401 0.833 0.833 
0.533 0.680 0.680 
0.517 0.800 0.800 
0.467 0.800 0.800 
0.351 0.898 0.898 
0.533 0.778 0.778 
0.417 0.921 0.921 
0.350 0.942 0.942 
0.583 0.657 0.657 
0.550 0.898 0.898 
0.417 1.074 1.074 
0.450 0.745 0.745 
0.434 0.789 0.789 
0.284 0.844 0.844 
0.318 0.482 0.482 
0.382 0.646 0.646 
0.300 0.647 0.647 
0.534 0.657 0.657 
0.284 0.811 0.811 
0.300 1.073 1.073 
0.267 0.712 0.712 
0.300 0.755 0.755 
0.383 0.613 0.613 
0.334 0.668 0.668 
0.568 0.723 0.723 
0.368 0.876 0.876 
0.284 0.833 0.833 
0.567 0.975 0.975 
0.601 0.909 0.909 
0.384 1.358 1.358 
0.250 0.789 0.789 
0.300 3.142 3.142 
0.366 0.712 0.712 
0.434 0.952 0.952 
0.300 0.997 0.997 
0.450 0.646 0.646 
0.483 0.711 0.711 
0.283 0.954 0.954 
0.250 0.646 0.646 
0.317 0.624 0.624 
0.334 0.669 0.669 
0.367 1.205 1.205 
0.401 0.712 0.712 
0.234 0.558 0.558 
0.300 0.668 0.668 
0.517 0.569 0.569 
0.218 1.195 1.195 
0.568 1.445 1.445 
0.501 2.783 2.783 
0.400 0.800 0.800 
0.434 1.555 1.555 
0.301 0.976 0.976 
0.383 0.723 0.723 
0.585 0.778 0.778 
0.417 0.592 0.592 
0.417 0.647 0.647 
0.300 0.548 0.548 
0.401 0.712 0.712 
0.451 0.810 0.810 
0.483 0.525 0.525 
0.367 0.657 0.657 
0.350 1.643 1.643 
0.600 0.614 0.614 
0.217 0.789 0.789 
0.551 0.460 0.460 
0.567 0.548 0.548 
0.517 0.942 0.942 
0.234 0.898 0.898 
0.300 0.701 0.701 
0.334 0.668 0.668 
0.468 0.876 0.876 
0.250 1.183 1.183 
0.484 0.603 0.603 
0.250 0.406 0.406 
0.467 0.559 0.559 
0.401 0.515 0.515 
0.517 0.526 0.526 
0.484 0.625 0.625 
0.567 1.040 1.040 
0.566 0.812 0.812 
0.334 0.602 0.602 
