<><><><><><><><> 
Begin: 25-Sep-2014 21:12:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s23 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.369 1.369 
0.317 1.061 1.061 
0.383 1.303 1.303 
0.201 1.280 1.280 
0.600 0.700 0.700 
0.284 0.952 0.952 
0.251 1.214 1.214 
0.351 0.888 0.888 
0.283 1.204 1.204 
0.400 0.789 0.789 
0.334 0.974 0.974 
0.584 1.072 1.072 
0.567 1.237 1.237 
0.216 1.543 1.543 
0.501 1.084 1.084 
0.316 1.544 1.544 
0.367 1.598 1.598 
0.417 1.028 1.028 
0.584 1.347 1.347 
0.367 1.281 1.281 
0.601 1.478 1.478 
0.318 1.928 1.928 
0.484 0.734 0.734 
0.467 1.521 1.521 
0.418 2.111 2.111 
0.484 2.156 2.156 
0.467 1.117 1.117 
0.267 1.762 1.762 
0.250 2.101 2.101 
0.600 1.050 1.050 
0.267 2.026 2.026 
0.217 2.210 2.210 
0.434 0.700 0.700 
0.551 1.062 1.062 
0.467 1.971 1.971 
0.284 1.248 1.248 
0.351 1.335 1.335 
0.384 0.897 0.897 
0.601 0.766 0.766 
0.267 2.342 2.342 
0.550 0.810 0.810 
0.467 1.193 1.193 
0.351 0.920 0.920 
0.284 1.687 1.687 
0.367 0.931 0.931 
0.400 0.930 0.930 
0.251 0.745 0.745 
0.434 0.974 0.974 
0.300 0.886 0.886 
0.350 1.653 1.653 
0.434 1.391 1.391 
0.300 0.996 0.996 
0.317 1.172 1.172 
0.450 1.007 1.007 
0.301 0.799 0.799 
0.535 0.766 0.766 
0.601 1.555 1.555 
0.501 1.226 1.226 
0.334 1.981 1.981 
0.434 1.751 1.751 
0.251 0.832 0.832 
0.568 0.800 0.800 
0.551 0.700 0.700 
0.534 0.843 0.843 
0.300 1.620 1.620 
0.434 0.777 0.777 
0.216 0.996 0.996 
0.367 1.105 1.105 
0.334 1.631 1.631 
0.267 1.347 1.347 
0.267 1.094 1.094 
0.367 0.756 0.756 
0.233 0.887 0.887 
0.450 0.657 0.657 
0.384 1.105 1.105 
0.483 0.930 0.930 
0.484 1.248 1.248 
0.450 0.865 0.865 
0.218 0.690 0.690 
0.233 0.755 0.755 
0.335 1.095 1.095 
0.417 0.712 0.712 
0.467 0.734 0.734 
0.368 0.614 0.614 
0.534 0.942 0.942 
0.484 0.548 0.548 
0.584 1.062 1.062 
0.417 0.558 0.558 
0.334 0.690 0.690 
0.250 0.887 0.887 
0.451 0.886 0.886 
0.517 1.193 1.193 
0.366 0.646 0.646 
0.233 0.788 0.788 
0.317 0.679 0.679 
0.267 0.624 0.624 
0.316 0.624 0.624 
0.384 1.096 1.096 
0.417 1.030 1.030 
0.384 0.953 0.953 
0.551 0.799 0.799 
0.417 0.833 0.833 
0.583 0.668 0.668 
0.451 0.647 0.647 
0.584 0.854 0.854 
0.301 0.690 0.690 
0.467 0.667 0.667 
0.317 0.777 0.777 
0.467 0.712 0.712 
0.484 1.380 1.380 
0.233 0.679 0.679 
0.301 0.821 0.821 
0.284 0.668 0.668 
0.467 0.865 0.865 
0.534 0.678 0.678 
0.334 0.635 0.635 
0.517 0.756 0.756 
0.467 0.942 0.942 
0.200 0.865 0.865 
0.450 0.548 0.548 
0.350 1.084 1.084 
0.567 1.237 1.237 
0.200 0.996 0.996 
0.384 1.401 1.401 
0.367 0.909 0.909 
0.384 0.997 0.997 
0.517 0.854 0.854 
0.333 0.909 0.909 
0.518 0.635 0.635 
0.383 0.767 0.767 
0.217 0.832 0.832 
0.267 0.855 0.855 
0.484 1.007 1.007 
0.400 1.281 1.281 
0.268 0.920 0.920 
0.334 0.942 0.942 
0.450 0.744 0.744 
0.283 0.744 0.744 
0.501 0.646 0.646 
0.300 0.580 0.580 
0.567 0.613 0.613 
0.317 0.515 0.515 
0.517 0.613 0.613 
0.283 0.646 0.646 
0.317 0.547 0.547 
0.233 0.777 0.777 
0.433 0.767 0.767 
0.484 0.822 0.822 
0.417 1.291 1.291 
0.367 1.106 1.106 
0.467 0.799 0.799 
0.467 0.591 0.591 
0.466 0.602 0.602 
0.451 0.876 0.876 
0.585 0.799 0.799 
0.284 0.843 0.843 
0.484 0.558 0.558 
0.299 0.580 0.580 
0.250 0.514 0.514 
0.450 1.357 1.357 
0.384 0.558 0.558 
0.384 1.039 1.039 
0.467 0.460 0.460 
0.517 0.635 0.635 
0.349 0.591 0.591 
0.467 0.602 0.602 
0.367 1.784 1.784 
0.534 0.482 0.482 
0.533 0.920 0.920 
0.301 0.668 0.668 
0.451 1.335 1.335 
0.434 0.810 0.810 
0.417 0.985 0.985 
0.551 1.018 1.018 
0.301 0.854 0.854 
0.333 0.843 0.843 
0.250 0.678 0.678 
0.584 0.908 0.908 
0.467 0.854 0.854 
0.400 0.931 0.931 
0.451 0.712 0.712 
0.417 1.073 1.073 
0.467 1.336 1.336 
0.417 0.646 0.646 
0.484 0.690 0.690 
0.417 0.755 0.755 
0.600 0.843 0.843 
0.284 1.117 1.117 
0.250 1.007 1.007 
0.251 0.690 0.690 
0.233 1.532 1.532 
0.367 0.635 0.635 
0.383 0.689 0.689 
0.350 0.614 0.614 
0.500 0.876 0.876 
0.451 0.690 0.690 
0.517 0.460 0.460 
0.568 0.811 0.811 
0.584 0.712 0.712 
0.284 1.007 1.007 
0.250 0.788 0.788 
0.484 0.602 0.602 
0.234 0.592 0.592 
0.418 0.986 0.986 
0.417 0.756 0.756 
0.551 0.788 0.788 
0.401 0.712 0.712 
0.367 1.620 1.620 
0.467 0.635 0.635 
0.500 1.894 1.894 
0.417 2.484 2.484 
0.334 0.832 0.832 
0.266 1.128 1.128 
0.434 0.690 0.690 
0.300 1.083 1.083 
0.218 1.171 1.171 
0.501 1.149 1.149 
0.301 0.887 0.887 
0.384 0.855 0.855 
0.483 1.117 1.117 
0.350 0.953 0.953 
0.500 0.844 0.844 
0.367 0.636 0.636 
0.484 0.953 0.953 
0.483 1.149 1.149 
0.384 0.624 0.624 
0.216 0.723 0.723 
0.333 1.029 1.029 
0.368 0.854 0.854 
0.317 1.128 1.128 
0.284 1.007 1.007 
0.534 1.161 1.161 
0.368 1.062 1.062 
0.551 1.139 1.139 
0.367 1.478 1.478 
0.517 0.755 0.755 
0.367 1.040 1.040 
0.534 1.314 1.314 
0.500 0.832 0.832 
0.350 0.908 0.908 
0.284 1.522 1.522 
0.517 1.532 1.532 
0.584 1.161 1.161 
0.334 0.833 0.833 
0.468 1.170 1.170 
0.383 0.701 0.701 
0.535 0.603 0.603 
0.517 0.656 0.656 
0.266 0.974 0.974 
0.551 0.591 0.591 
0.601 0.766 0.766 
0.401 0.745 0.745 
0.551 1.226 1.226 
0.434 0.722 0.722 
0.268 0.668 0.668 
0.284 0.668 0.668 
0.367 0.700 0.700 
0.501 0.526 0.526 
0.533 0.832 0.832 
0.517 0.653 0.653 
0.333 0.639 0.639 
0.417 0.646 0.646 
0.234 1.401 1.401 
0.250 0.723 0.723 
0.250 1.379 1.379 
0.466 0.821 0.821 
0.400 0.810 0.810 
0.283 0.865 0.865 
0.401 0.613 0.613 
0.266 0.723 0.723 
0.217 0.624 0.624 
0.550 0.493 0.493 
0.434 0.536 0.536 
0.567 0.919 0.919 
0.483 0.635 0.635 
0.434 0.548 0.548 
0.533 0.592 0.592 
0.550 0.667 0.667 
0.601 0.591 0.591 
