<><><><><><><><> 
Begin: 25-Sep-2014 21:21:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s23 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.841 0.841 
0.317 0.690 0.690 
0.383 0.789 0.789 
0.216 0.799 0.799 
0.601 0.624 0.624 
0.267 0.711 0.711 
0.251 0.624 0.624 
0.350 0.624 0.624 
0.284 0.525 0.525 
0.400 0.592 0.592 
0.333 0.492 0.492 
0.585 0.613 0.613 
0.567 0.525 0.525 
0.217 0.678 0.678 
0.500 0.668 0.668 
0.317 0.690 0.690 
0.368 0.634 0.634 
0.417 0.690 0.690 
0.584 1.051 1.051 
0.368 0.876 0.876 
0.601 0.570 0.570 
0.317 0.733 0.733 
0.484 0.800 0.800 
0.468 1.149 1.149 
0.418 0.624 0.624 
0.484 0.865 0.865 
0.467 0.602 0.602 
0.267 0.756 0.756 
0.250 0.832 0.832 
0.601 0.974 0.974 
0.266 1.073 1.073 
0.218 1.127 1.127 
0.433 1.270 1.270 
0.551 0.887 0.887 
0.468 0.799 0.799 
0.284 0.897 0.897 
0.350 0.712 0.712 
0.383 0.569 0.569 
0.601 0.569 0.569 
0.267 0.668 0.668 
0.551 0.591 0.591 
0.467 0.515 0.515 
0.350 0.679 0.679 
0.283 0.734 0.734 
0.367 1.445 1.445 
0.401 0.799 0.799 
0.250 0.581 0.581 
0.434 0.875 0.875 
0.300 0.668 0.668 
0.350 0.514 0.514 
0.433 0.536 0.536 
0.300 0.624 0.624 
0.317 0.800 0.800 
0.450 0.843 0.843 
0.317 0.920 0.920 
0.533 0.810 0.810 
0.601 0.645 0.645 
0.501 0.832 0.832 
0.334 0.580 0.580 
0.434 0.558 0.558 
0.251 0.614 0.614 
0.567 1.260 1.260 
0.550 0.920 0.920 
0.533 0.471 0.471 
0.300 0.614 0.614 
0.434 0.559 0.559 
0.217 0.766 0.766 
0.367 0.558 0.558 
0.333 0.482 0.482 
0.267 0.569 0.569 
0.267 0.788 0.788 
0.368 0.515 0.515 
0.234 0.767 0.767 
0.434 0.636 0.636 
0.384 0.984 0.984 
0.485 0.481 0.481 
0.484 0.547 0.547 
0.450 0.997 0.997 
0.217 0.844 0.844 
0.233 0.625 0.625 
0.334 0.569 0.569 
0.417 0.811 0.811 
0.468 1.631 1.631 
0.367 0.624 0.624 
0.534 0.777 0.777 
0.484 0.745 0.745 
0.583 0.788 0.788 
0.418 0.525 0.525 
0.333 0.788 0.788 
0.249 0.778 0.778 
0.451 0.657 0.657 
0.518 0.722 0.722 
0.367 0.548 0.548 
0.233 0.777 0.777 
0.316 0.591 0.591 
0.266 0.744 0.744 
0.317 0.668 0.668 
0.384 1.008 1.008 
0.418 0.997 0.997 
0.384 0.503 0.503 
0.551 0.525 0.525 
0.417 0.668 0.668 
0.583 0.536 0.536 
0.451 0.526 0.526 
0.584 0.558 0.558 
0.300 0.591 0.591 
0.467 0.591 0.591 
0.318 0.854 0.854 
0.468 0.855 0.855 
0.484 0.613 0.613 
0.234 0.689 0.689 
0.300 0.909 0.909 
0.300 0.745 0.745 
0.467 0.756 0.756 
0.535 0.667 0.667 
0.333 1.171 1.171 
0.517 0.581 0.581 
0.467 0.876 0.876 
0.201 0.875 0.875 
0.449 0.613 0.613 
0.351 0.723 0.723 
0.568 0.634 0.634 
0.201 1.171 1.171 
0.383 0.569 0.569 
0.367 0.810 0.810 
0.384 0.931 0.931 
0.517 0.744 0.744 
0.333 0.920 0.920 
0.516 0.734 0.734 
0.384 0.657 0.657 
0.216 1.685 1.685 
0.267 0.833 0.833 
0.485 0.493 0.493 
0.400 0.832 0.832 
0.267 0.930 0.930 
0.334 0.691 0.691 
0.450 0.504 0.504 
0.284 1.172 1.172 
0.500 1.412 1.412 
0.301 0.657 0.657 
0.567 0.581 0.581 
0.316 0.493 0.493 
0.517 0.679 0.679 
0.284 0.493 0.493 
0.318 0.656 0.656 
0.233 0.723 0.723 
0.434 1.029 1.029 
0.483 0.558 0.558 
0.417 0.624 0.624 
0.367 1.270 1.270 
0.467 0.504 0.504 
0.467 0.755 0.755 
0.467 0.678 0.678 
0.451 0.569 0.569 
0.583 2.430 2.430 
0.284 0.887 0.887 
0.485 0.789 0.789 
0.300 0.744 0.744 
0.250 0.876 0.876 
0.450 0.767 0.767 
0.384 0.942 0.942 
0.384 0.634 0.634 
0.467 1.325 1.325 
0.517 1.128 1.128 
0.350 0.602 0.602 
0.468 0.558 0.558 
0.367 1.150 1.150 
0.534 0.876 0.876 
0.534 1.139 1.139 
0.299 0.908 0.908 
0.450 1.467 1.467 
0.435 0.898 0.898 
0.418 0.777 0.777 
0.551 0.613 0.613 
0.300 0.865 0.865 
0.334 0.690 0.690 
0.251 0.635 0.635 
0.584 1.074 1.074 
0.467 0.832 0.832 
0.400 1.314 1.314 
0.450 0.712 0.712 
0.417 0.548 0.548 
0.467 1.018 1.018 
0.418 0.756 0.756 
0.485 0.799 0.799 
0.417 0.657 0.657 
0.601 0.942 0.942 
0.284 0.941 0.941 
0.250 1.292 1.292 
0.250 0.832 0.832 
0.233 0.810 0.810 
0.368 1.183 1.183 
0.383 0.799 0.799 
0.351 0.744 0.744 
0.500 0.504 0.504 
0.451 0.755 0.755 
0.517 0.634 0.634 
0.584 0.526 0.526 
0.584 0.504 0.504 
0.284 0.591 0.591 
0.251 0.504 0.504 
0.484 0.481 0.481 
0.233 0.733 0.733 
0.417 0.800 0.800 
0.418 0.548 0.548 
0.550 0.537 0.537 
0.400 0.493 0.493 
0.367 0.603 0.603 
0.467 0.602 0.602 
0.501 0.755 0.755 
0.417 0.580 0.580 
0.333 0.558 0.558 
0.267 0.734 0.734 
0.434 0.843 0.843 
0.300 0.843 0.843 
0.217 0.547 0.547 
0.501 0.635 0.635 
0.299 0.733 0.733 
0.384 1.172 1.172 
0.483 0.470 0.470 
0.350 0.832 0.832 
0.500 0.887 0.887 
0.367 0.504 0.504 
0.484 0.525 0.525 
0.484 0.526 0.526 
0.384 0.744 0.744 
0.216 0.723 0.723 
0.334 0.701 0.701 
0.367 0.669 0.669 
0.317 0.601 0.601 
0.284 0.865 0.865 
0.534 1.181 1.181 
0.368 0.657 0.657 
0.551 1.051 1.051 
0.367 0.832 0.832 
0.517 0.822 0.822 
0.367 1.171 1.171 
0.534 0.822 0.822 
0.501 0.613 0.613 
0.350 0.887 0.887 
0.283 0.964 0.964 
0.517 0.941 0.941 
0.583 0.843 0.843 
0.334 0.536 0.536 
0.467 0.646 0.646 
0.384 0.624 0.624 
0.534 0.996 0.996 
0.517 0.909 0.909 
0.267 0.602 0.602 
0.551 1.489 1.489 
0.601 0.941 0.941 
0.401 0.832 0.832 
0.551 0.690 0.690 
0.434 0.996 0.996 
0.268 1.850 1.850 
0.284 0.711 0.711 
0.367 1.194 1.194 
0.501 0.602 0.602 
0.534 0.482 0.482 
0.517 0.591 0.591 
0.334 0.646 0.646 
0.418 0.668 0.668 
0.234 0.711 0.711 
0.250 0.887 0.887 
0.251 0.854 0.854 
0.467 0.537 0.537 
0.400 0.602 0.602 
0.284 0.623 0.623 
0.400 0.536 0.536 
0.266 0.624 0.624 
0.217 0.623 0.623 
0.551 0.712 0.712 
0.433 0.700 0.700 
0.567 1.741 1.741 
0.484 0.591 0.591 
0.434 0.723 0.723 
0.534 0.624 0.624 
0.551 0.789 0.789 
0.601 1.008 1.008 
