<><><><><><><><> 
Begin: 14-Nov-2014 09:05:11 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s55 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.101 2.101 
0.432 1.662 1.662 
0.550 1.291 1.291 
0.318 1.345 1.345 
0.450 1.126 1.126 
0.434 1.225 1.225 
0.584 1.213 1.213 
0.234 1.214 1.214 
0.400 1.509 1.509 
0.417 1.290 1.290 
0.234 1.454 1.454 
0.567 1.312 1.312 
0.551 1.256 1.256 
0.384 1.333 1.333 
0.517 1.575 1.575 
0.267 1.422 1.422 
0.449 1.530 1.530 
0.300 1.575 1.575 
0.384 1.563 1.563 
0.534 1.148 1.148 
0.284 1.443 1.443 
0.317 1.388 1.388 
0.399 1.258 1.258 
0.334 1.454 1.454 
0.517 1.519 1.519 
0.601 1.322 1.322 
0.266 1.433 1.433 
0.301 1.355 1.355 
0.484 1.257 1.257 
0.350 1.136 1.136 
0.584 1.159 1.159 
0.584 1.169 1.169 
0.467 1.202 1.202 
0.551 1.302 1.302 
0.368 1.170 1.170 
0.450 1.159 1.159 
0.600 1.049 1.049 
0.434 1.071 1.071 
0.584 1.279 1.279 
0.484 1.170 1.170 
0.400 1.159 1.159 
0.466 1.247 1.247 
0.551 1.487 1.487 
0.284 1.475 1.475 
0.367 1.443 1.443 
0.600 1.606 1.606 
0.367 1.346 1.346 
0.467 1.290 1.290 
0.567 1.289 1.289 
0.601 1.377 1.377 
0.467 1.334 1.334 
0.250 1.488 1.488 
0.217 1.411 1.411 
0.450 1.126 1.126 
0.433 1.366 1.366 
0.583 1.236 1.236 
0.501 1.541 1.541 
0.467 1.422 1.422 
0.417 1.587 1.587 
0.300 1.345 1.345 
0.584 1.181 1.181 
0.417 1.345 1.345 
0.217 1.181 1.181 
0.484 1.476 1.476 
0.417 1.191 1.191 
0.233 1.443 1.443 
0.551 1.738 1.738 
0.334 1.530 1.530 
0.300 1.476 1.476 
0.250 1.596 1.596 
0.334 1.356 1.356 
0.300 1.498 1.498 
0.467 1.541 1.541 
0.234 1.672 1.672 
0.317 1.793 1.793 
0.317 1.683 1.683 
0.551 1.586 1.586 
0.385 1.465 1.465 
0.501 1.530 1.530 
0.451 1.334 1.334 
0.518 1.323 1.323 
0.251 1.453 1.453 
0.601 1.377 1.377 
0.534 1.498 1.498 
0.217 1.914 1.914 
0.384 1.214 1.214 
0.334 1.989 1.989 
0.450 2.023 2.023 
0.300 1.125 1.125 
0.434 1.301 1.301 
0.450 1.433 1.433 
0.450 1.313 1.313 
0.383 2.253 2.253 
0.218 1.945 1.945 
0.401 2.056 2.056 
0.366 1.956 1.956 
0.250 1.947 1.947 
0.384 1.760 1.760 
0.384 1.902 1.902 
0.417 1.651 1.651 
0.518 1.936 1.936 
0.485 1.738 1.738 
0.551 2.220 2.220 
0.217 1.903 1.903 
