<><><><><><><><> 
Begin: 14-Nov-2014 09:05:11 
0.284 1.443 1.443 
0.384 1.247 1.247 
0.584 1.804 1.804 
0.517 1.816 1.816 
0.384 1.761 1.761 
0.334 1.903 1.903 
0.234 1.936 1.936 
0.501 1.617 1.617 
0.400 1.750 1.750 
0.284 2.077 2.077 
0.367 2.405 2.405 
0.267 2.066 2.066 
0.499 2.155 2.155 
0.350 2.536 2.536 
0.584 1.947 1.947 
0.216 1.991 1.991 
0.534 1.301 1.301 
0.450 2.078 2.078 
0.417 1.192 1.192 
0.467 1.410 1.410 
0.501 2.416 2.416 
0.233 1.290 1.290 
0.551 2.492 2.492 
0.201 2.679 2.679 
0.317 1.770 1.770 
0.267 1.433 1.433 
0.567 2.187 2.187 
0.234 2.722 2.722 
0.434 1.278 1.278 
0.451 1.969 1.969 
0.467 1.628 1.628 
0.551 2.208 2.208 
0.217 1.814 1.814 
0.534 2.471 2.471 
0.416 2.493 2.493 
0.484 2.548 2.548 
0.283 1.520 1.520 
0.417 1.815 1.815 
0.484 2.514 2.514 
0.584 2.132 2.132 
0.384 2.450 2.450 
0.234 2.726 2.726 
0.233 2.953 2.953 
0.451 3.019 3.019 
0.516 2.547 2.547 
0.483 2.757 2.757 
0.334 2.668 2.668 
0.583 2.646 2.646 
0.417 1.814 1.814 
0.584 2.547 2.547 
0.234 1.574 1.574 
0.284 3.684 3.684 
0.517 3.313 3.313 
0.567 2.187 2.187 
0.517 2.284 2.284 
0.317 2.066 2.066 
0.267 2.646 2.646 
0.534 2.011 2.011 
0.517 1.630 1.630 
0.316 1.454 1.454 
0.300 1.848 1.848 
0.334 3.476 3.476 
0.534 1.562 1.562 
0.534 1.465 1.465 
0.433 1.596 1.596 
0.434 2.110 2.110 
0.317 1.804 1.804 
0.484 1.694 1.694 
0.517 3.007 3.007 
0.384 2.340 2.340 
0.384 2.350 2.350 
0.383 1.552 1.552 
0.317 2.646 2.646 
0.467 2.493 2.493 
0.567 1.781 1.781 
0.567 3.259 3.259 
0.501 3.271 3.271 
0.300 2.568 2.568 
0.484 3.432 3.432 
0.250 1.159 1.159 
0.250 2.482 2.482 
0.284 1.214 1.214 
0.267 1.640 1.640 
0.434 2.765 2.765 
0.234 2.526 2.526 
0.533 1.629 1.629 
0.484 1.466 1.466 
0.566 2.547 2.547 
0.400 1.301 1.301 
0.467 1.673 1.673 
0.551 1.345 1.345 
0.417 1.411 1.411 
0.318 1.519 1.519 
0.601 2.472 2.472 
0.217 2.087 2.087 
0.334 3.007 3.007 
0.584 2.579 2.579 
0.350 1.300 1.300 
0.334 3.707 3.707 
0.250 3.290 3.290 
0.567 3.060 3.060 
0.250 2.908 2.908 
0.334 2.274 2.274 
0.567 2.918 2.918 
0.400 2.011 2.011 
0.451 1.835 1.835 
0.433 3.037 3.037 
0.484 2.770 2.770 
0.217 3.893 3.893 
0.417 2.607 2.607 
0.217 2.477 2.477 
0.534 2.965 2.965 
0.333 2.531 2.531 
0.534 3.394 3.394 
0.300 1.712 1.712 
0.433 2.869 2.869 
0.584 1.552 1.552 
0.217 1.580 1.580 
0.217 2.506 2.506 
0.217 2.795 2.795 
0.467 1.985 1.985 
0.450 1.994 1.994 
0.250 1.786 1.786 
0.517 2.090 2.090 
0.450 2.235 2.235 
0.234 1.218 1.218 
0.234 2.810 2.810 
0.250 2.858 2.858 
0.517 2.248 2.248 
0.234 2.128 2.128 
0.300 3.989 4.092 
0.300 1.617 1.617 
0.250 2.061 2.061 
0.550 2.074 2.074 
0.484 2.601 2.601 
0.501 1.016 1.016 
0.467 1.811 1.811 
0.417 1.518 1.518 
0.333 3.842 3.842 
0.467 2.261 2.261 
0.250 3.817 3.817 
0.267 1.385 1.385 
0.216 1.706 1.706 
0.583 2.317 2.317 
0.584 1.639 1.639 
0.250 2.051 2.051 
0.383 1.743 1.743 
0.467 3.996 5.988 
0.317 1.534 1.534 
0.500 1.286 1.286 
0.434 1.374 1.374 
0.367 1.298 1.298 
0.317 1.559 1.559 
0.500 1.709 1.709 
0.567 1.450 1.450 
0.501 1.491 1.491 
0.367 1.221 1.221 
0.584 0.982 0.982 
0.300 1.338 1.338 
0.417 1.187 1.187 
0.584 1.752 1.752 
0.317 1.303 1.303 
0.300 1.936 1.936 
0.568 1.788 1.788 
0.234 2.066 2.066 
0.317 1.211 1.211 
0.433 1.374 1.374 
0.284 1.856 1.856 
0.451 2.123 2.123 
0.517 2.671 2.671 
0.400 1.928 1.928 
0.467 1.644 1.644 
0.517 2.334 2.334 
0.300 2.115 2.115 
0.449 1.400 1.400 
0.250 1.532 1.532 
0.400 1.646 1.646 
0.535 1.369 1.369 
0.568 1.708 1.708 
0.401 1.336 1.336 
0.316 1.116 1.116 
0.467 1.224 1.224 
0.567 1.415 1.415 
0.401 1.490 1.490 
0.600 1.347 1.347 
0.284 1.326 1.326 
0.250 1.427 1.427 
0.317 1.678 1.678 
0.367 1.392 1.392 
0.368 1.460 1.460 
0.333 0.964 0.964 
<><><><><><><><> 
RT (mean):  1.85 
Consistency:  0.08 
Self Consistency:  1.00 
<><><><><><><><> 
End: 14-Nov-2014 09:16:38 
