<><><><><><><><> 
Begin: 14-Nov-2014 09:54:20 
0.284 1.389 1.389 
0.384 0.811 0.811 
0.583 1.379 1.379 
0.517 1.575 1.575 
0.384 1.412 1.412 
0.334 1.335 1.335 
0.233 0.821 0.821 
0.501 1.138 1.138 
0.401 2.155 2.155 
0.284 1.225 1.225 
0.368 1.499 1.499 
0.267 2.888 2.888 
0.501 1.006 1.006 
0.350 1.138 1.138 
0.584 1.292 1.292 
0.216 1.182 1.182 
0.534 0.974 0.974 
0.451 1.457 1.457 
0.417 1.739 1.739 
0.468 1.216 1.216 
0.501 2.078 2.078 
0.234 1.335 1.335 
0.551 0.941 0.941 
0.200 1.029 1.029 
0.318 1.150 1.150 
0.268 1.051 1.051 
0.567 0.941 0.941 
0.233 1.752 1.752 
0.434 0.821 0.821 
0.451 1.148 1.148 
0.467 0.820 0.820 
0.550 1.150 1.150 
0.217 0.941 0.941 
0.533 0.843 0.843 
0.417 0.942 0.942 
0.484 0.843 0.843 
0.284 1.236 1.236 
0.417 1.214 1.214 
0.484 1.127 1.127 
0.585 1.029 1.029 
0.383 1.302 1.302 
0.234 1.083 1.083 
0.218 0.876 0.876 
0.451 1.434 1.434 
0.517 1.183 1.183 
0.484 1.259 1.259 
0.333 1.752 1.752 
0.584 0.700 0.700 
0.417 0.843 0.843 
0.585 1.018 1.018 
0.235 1.062 1.062 
0.284 1.675 1.675 
0.518 1.160 1.160 
0.567 1.149 1.149 
0.517 1.401 1.401 
0.318 0.898 0.898 
0.268 1.063 1.063 
0.533 0.823 0.823 
0.517 1.664 1.664 
0.317 0.821 0.821 
0.300 1.716 1.716 
0.333 0.832 0.832 
0.534 1.007 1.007 
0.534 1.106 1.106 
0.434 0.767 0.767 
0.433 1.182 1.182 
0.317 1.062 1.062 
0.483 1.029 1.029 
0.517 1.127 1.127 
0.383 0.853 0.853 
0.383 0.755 0.755 
0.384 1.292 1.292 
0.316 1.927 1.927 
0.468 1.018 1.018 
0.567 1.532 1.532 
0.567 2.200 2.200 
0.501 1.062 1.062 
0.301 0.908 0.908 
0.483 1.083 1.083 
0.250 1.816 1.816 
0.250 1.652 1.652 
0.284 1.084 1.084 
0.266 0.800 0.800 
0.435 2.968 2.968 
0.233 1.521 1.521 
0.534 0.984 0.984 
0.484 1.478 1.478 
0.568 0.887 0.887 
0.401 1.095 1.095 
0.468 0.843 0.843 
0.551 1.007 1.007 
0.417 1.160 1.160 
0.317 0.843 0.843 
0.601 1.205 1.205 
0.217 1.652 1.652 
0.334 2.025 2.025 
0.585 1.292 1.292 
0.351 1.029 1.029 
0.334 1.040 1.040 
0.250 0.011 0.011 
0.567 0.952 0.952 
0.250 0.766 0.766 
0.334 1.018 1.018 
0.567 1.149 1.149 
0.400 0.864 0.864 
0.452 0.799 0.799 
0.434 0.449 0.449 
0.485 1.138 1.138 
0.216 0.832 0.832 
0.418 1.313 1.313 
0.216 1.838 1.838 
0.533 0.919 0.919 
0.334 1.204 1.204 
0.535 1.652 1.652 
0.300 1.992 1.992 
0.434 1.182 1.182 
0.584 1.269 1.269 
0.216 1.400 1.400 
0.217 1.094 1.094 
0.217 1.510 1.510 
0.483 1.489 1.489 
0.435 1.095 1.095 
0.250 2.506 2.506 
0.517 1.423 1.423 
0.451 1.575 1.575 
0.234 2.637 2.637 
0.233 3.995 4.191 
0.250 0.887 0.887 
0.517 0.865 0.865 
0.234 0.842 0.842 
0.300 0.766 0.766 
0.301 1.095 1.095 
0.250 1.061 1.061 
0.551 0.842 0.842 
0.485 1.062 1.062 
0.500 0.689 0.689 
0.467 0.755 0.755 
0.417 0.865 0.865 
0.333 0.744 0.744 
0.466 1.072 1.072 
0.251 0.864 0.864 
0.266 1.204 1.204 
0.216 0.832 0.832 
0.583 0.974 0.974 
0.584 0.984 0.984 
0.251 1.040 1.040 
0.384 0.952 0.952 
0.468 0.723 0.723 
0.317 1.290 1.290 
0.501 0.930 0.930 
0.433 1.500 1.500 
0.368 0.995 0.995 
0.316 1.609 1.609 
0.501 1.182 1.182 
0.567 1.871 1.871 
0.501 1.127 1.127 
0.367 1.323 1.323 
0.584 1.094 1.094 
0.300 1.105 1.105 
0.417 1.313 1.313 
0.584 1.204 1.204 
0.316 1.029 1.029 
0.300 1.970 1.970 
0.568 1.662 1.662 
0.233 1.018 1.018 
0.318 1.302 1.302 
0.434 0.919 0.919 
0.284 2.089 2.089 
0.451 0.876 0.876 
0.517 0.985 0.985 
0.401 1.466 1.466 
0.467 1.225 1.225 
0.517 0.898 0.898 
0.300 0.930 0.930 
0.449 1.237 1.237 
0.250 1.291 1.291 
0.417 1.182 1.182 
0.534 1.576 1.576 
0.567 1.521 1.521 
0.400 0.974 0.974 
0.317 1.138 1.138 
0.467 1.028 1.028 
0.567 0.853 0.853 
0.400 1.061 1.061 
0.584 1.105 1.105 
0.284 0.963 0.963 
0.250 1.029 1.029 
0.318 2.221 2.221 
0.367 1.632 1.632 
0.368 1.083 1.083 
0.333 1.072 1.072 
<><><><><><><><> 
RT (mean):  1.21 
Consistency:  0.06 
Self Consistency:  0.77 
<><><><><><><><> 
End: 14-Nov-2014 10:02:27 
