<><><><><><><><> 
Begin: 14-Nov-2014 09:18:47 
0.283 0.974 0.974 
0.384 1.652 1.652 
0.584 2.048 2.048 
0.517 0.908 0.908 
0.384 1.007 1.007 
0.334 1.291 1.291 
0.234 1.480 1.480 
0.500 1.401 1.401 
0.399 1.258 1.258 
0.283 1.281 1.281 
0.366 1.269 1.269 
0.267 1.227 1.227 
0.501 0.964 0.964 
0.350 1.794 1.794 
0.584 1.456 1.456 
0.217 1.357 1.357 
0.533 0.985 0.985 
0.450 1.499 1.499 
0.417 1.696 1.696 
0.467 1.740 1.740 
0.501 1.663 1.663 
0.234 2.660 2.660 
0.551 1.521 1.521 
0.201 1.455 1.455 
0.317 2.430 2.430 
0.267 1.500 1.500 
0.568 1.686 1.686 
0.234 2.397 2.397 
0.433 3.096 3.096 
0.450 2.485 2.485 
0.468 2.168 2.168 
0.551 1.358 1.358 
0.217 1.281 1.281 
0.533 1.870 1.870 
0.417 1.050 1.050 
0.484 1.138 1.138 
0.284 1.259 1.259 
0.417 1.411 1.411 
0.484 0.941 0.941 
0.584 1.335 1.335 
0.384 2.221 2.221 
0.233 1.401 1.401 
0.218 1.270 1.270 
0.450 1.707 1.707 
0.517 1.050 1.050 
0.485 1.258 1.258 
0.334 1.193 1.193 
0.583 1.752 1.752 
0.417 0.909 0.909 
0.583 1.247 1.247 
0.233 1.083 1.083 
0.284 1.226 1.226 
0.517 1.127 1.127 
0.567 1.084 1.084 
0.517 1.203 1.203 
0.316 1.236 1.236 
0.267 1.138 1.138 
0.534 1.237 1.237 
0.517 1.182 1.182 
0.317 1.718 1.718 
0.300 2.309 2.309 
0.334 1.368 1.368 
0.534 1.718 1.718 
0.534 1.084 1.084 
0.433 1.630 1.630 
0.433 2.069 2.069 
0.317 1.214 1.214 
0.484 0.843 0.843 
0.517 0.733 0.733 
0.384 1.675 1.675 
0.384 1.674 1.674 
0.384 1.544 1.544 
0.316 1.970 1.970 
0.467 1.839 1.839 
0.567 1.313 1.313 
0.567 1.937 1.937 
0.501 1.477 1.477 
0.300 1.259 1.259 
0.484 1.751 1.751 
0.251 1.663 1.663 
0.250 1.346 1.346 
0.284 1.356 1.356 
0.267 1.181 1.181 
0.434 0.996 0.996 
0.233 1.553 1.553 
0.534 1.499 1.499 
0.500 1.313 1.313 
0.567 1.936 1.936 
0.400 1.116 1.116 
0.468 0.777 0.777 
0.550 0.898 0.898 
0.417 1.051 1.051 
0.317 1.597 1.597 
0.600 0.962 0.962 
0.217 1.904 1.904 
0.333 1.215 1.215 
0.584 1.139 1.139 
0.350 1.379 1.379 
0.334 1.378 1.378 
0.251 1.258 1.258 
0.567 1.412 1.412 
0.250 0.777 0.777 
0.333 2.144 2.144 
0.566 2.472 2.472 
0.400 1.905 1.905 
0.450 1.191 1.191 
0.433 0.974 0.974 
0.484 1.237 1.237 
0.217 1.444 1.444 
0.417 1.531 1.531 
0.217 1.324 1.324 
0.533 2.046 2.046 
0.333 1.412 1.412 
0.534 1.106 1.106 
0.300 1.969 1.969 
0.434 1.171 1.171 
0.584 1.993 1.993 
0.216 1.718 1.718 
0.216 0.821 0.821 
0.216 2.156 2.156 
0.466 1.762 1.762 
0.450 1.850 1.850 
0.251 1.248 1.248 
0.517 1.018 1.018 
0.451 1.587 1.587 
0.234 1.422 1.422 
0.234 0.767 0.767 
0.251 1.117 1.117 
0.518 1.258 1.258 
0.233 1.466 1.466 
0.300 1.607 1.607 
0.300 2.846 2.846 
0.250 1.849 1.849 
0.551 1.576 1.576 
0.483 1.369 1.369 
0.501 1.083 1.083 
0.467 0.930 0.930 
0.416 2.736 2.736 
0.334 1.281 1.281 
0.467 1.478 1.478 
0.250 1.861 1.861 
0.267 1.609 1.609 
0.217 1.368 1.368 
0.583 1.741 1.741 
0.584 1.577 1.577 
0.250 1.652 1.652 
0.384 1.936 1.936 
0.467 2.243 2.243 
0.317 1.992 1.992 
0.501 2.035 2.035 
0.433 1.642 1.642 
0.368 1.487 1.487 
0.317 1.084 1.084 
0.501 1.697 1.697 
0.567 0.974 0.974 
0.500 1.018 1.018 
0.368 0.997 0.997 
0.584 0.942 0.942 
0.299 1.181 1.181 
0.417 1.116 1.116 
0.584 1.138 1.138 
0.316 1.488 1.488 
0.300 1.566 1.566 
0.567 1.477 1.477 
0.233 0.930 0.930 
0.317 1.598 1.598 
0.433 0.985 0.985 
0.284 1.171 1.171 
0.450 1.084 1.084 
0.518 1.510 1.510 
0.400 1.456 1.456 
0.467 1.455 1.455 
0.518 1.149 1.149 
0.300 0.700 0.700 
0.451 0.974 0.974 
0.250 1.828 1.828 
0.401 1.872 1.872 
0.535 1.139 1.139 
0.567 1.116 1.116 
0.400 1.511 1.511 
0.317 0.789 0.789 
0.469 0.766 0.766 
0.567 1.061 1.061 
0.400 1.313 1.313 
0.584 0.689 0.689 
0.284 0.996 0.996 
0.250 1.116 1.116 
0.318 1.314 1.314 
0.366 0.985 0.985 
0.367 1.225 1.225 
0.333 1.390 1.390 
<><><><><><><><> 
RT (mean):  1.43 
Consistency:  -0.11 
Self Consistency:  0.70 
<><><><><><><><> 
End: 14-Nov-2014 09:27:59 
