<><><><><><><><> 
Begin: 23-Sep-2014 16:58:06 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s15 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.097 1.097 
0.534 0.666 0.666 
0.568 0.799 0.799 
0.251 0.690 0.690 
0.567 0.690 0.690 
0.450 0.580 0.580 
0.233 0.743 0.743 
0.318 0.866 0.866 
0.418 0.765 0.765 
0.585 0.646 0.646 
0.585 0.755 0.755 
0.268 0.569 0.569 
0.585 0.613 0.613 
0.585 0.732 0.732 
0.400 0.777 0.777 
0.518 0.842 0.842 
0.266 0.624 0.624 
0.368 0.765 0.765 
0.568 0.842 0.842 
0.517 0.874 0.874 
0.584 0.679 0.679 
0.467 0.974 0.974 
0.216 1.214 1.214 
0.534 0.831 0.831 
0.583 0.974 0.974 
0.467 0.744 0.744 
0.501 1.303 1.303 
0.501 0.985 0.985 
0.367 1.127 1.127 
0.467 0.799 0.799 
0.267 1.083 1.083 
0.484 0.547 0.547 
0.217 0.985 0.985 
0.317 0.941 0.941 
0.216 0.634 0.634 
0.234 0.789 0.789 
0.534 1.007 1.007 
0.485 0.591 0.591 
0.333 0.853 0.853 
0.584 0.624 0.624 
0.217 0.767 0.767 
0.383 1.006 1.006 
0.351 1.116 1.116 
0.501 1.281 1.281 
0.516 1.117 1.117 
0.284 0.996 0.996 
0.400 0.810 0.810 
0.384 0.668 0.668 
0.467 0.744 0.744 
0.484 0.897 0.897 
0.501 0.887 0.887 
0.317 1.214 1.214 
0.483 0.798 0.798 
0.468 1.379 1.379 
0.267 0.723 0.723 
0.250 0.733 0.733 
0.401 0.689 0.689 
0.583 0.832 0.832 
0.333 1.083 1.083 
0.434 1.192 1.192 
0.284 1.532 1.532 
0.501 1.368 1.368 
0.301 0.963 0.963 
0.400 1.072 1.072 
0.483 0.788 0.788 
0.567 1.149 1.149 
0.584 2.012 2.012 
0.417 0.809 0.809 
0.251 0.612 0.612 
0.267 0.743 0.743 
0.301 0.919 0.919 
0.534 0.799 0.799 
0.300 0.766 0.766 
0.534 0.843 0.843 
0.300 0.886 0.886 
0.568 0.898 0.898 
0.350 1.094 1.094 
0.284 0.963 0.963 
0.300 1.192 1.192 
0.451 0.788 0.788 
0.400 0.766 0.766 
0.350 0.699 0.699 
0.534 0.941 0.941 
0.434 0.941 0.941 
0.418 0.667 0.667 
0.567 1.137 1.137 
0.318 1.291 1.291 
0.501 0.602 0.602 
0.501 0.809 0.809 
0.351 0.766 0.766 
0.434 1.061 1.061 
0.233 1.959 1.959 
0.217 1.575 1.575 
0.418 0.898 0.898 
0.518 0.831 0.831 
0.584 0.809 0.809 
0.251 1.051 1.051 
0.435 1.006 1.006 
0.383 1.542 1.542 
0.200 1.313 1.313 
0.334 1.489 1.489 
0.267 2.056 2.056 
0.517 1.477 1.477 
0.334 0.897 0.897 
0.418 0.962 0.962 
0.267 1.258 1.258 
0.450 1.071 1.071 
0.300 1.061 1.061 
0.467 1.718 1.718 
0.484 0.996 0.996 
0.501 1.149 1.149 
0.383 1.314 1.314 
0.234 0.798 0.798 
0.300 0.853 0.853 
0.567 0.722 0.722 
0.267 0.688 0.688 
0.533 0.820 0.820 
0.417 1.377 1.377 
0.601 1.192 1.192 
0.234 1.050 1.050 
0.384 0.766 0.766 
0.251 1.202 1.202 
0.584 0.744 0.744 
0.201 0.646 0.646 
0.517 0.689 0.689 
0.534 1.061 1.061 
0.550 0.832 0.832 
0.234 1.597 1.597 
0.368 1.280 1.280 
0.299 1.018 1.018 
0.518 0.952 0.952 
0.384 0.953 0.953 
0.568 1.279 1.279 
0.267 1.083 1.083 
0.301 0.690 0.690 
0.266 1.050 1.050 
0.250 0.919 0.919 
0.550 2.385 2.385 
0.433 0.995 0.995 
0.417 0.888 0.888 
0.267 1.280 1.280 
0.549 0.700 0.700 
0.451 0.635 0.635 
0.350 0.580 0.580 
0.417 0.800 0.800 
0.367 1.181 1.181 
0.234 0.886 0.886 
0.300 0.765 0.765 
0.249 1.586 1.586 
0.283 0.843 0.843 
0.301 1.072 1.072 
0.367 0.646 0.646 
0.217 0.919 0.919 
0.567 0.854 0.854 
0.583 0.679 0.679 
0.400 0.711 0.711 
0.400 0.766 0.766 
0.334 0.908 0.908 
0.567 0.766 0.766 
0.350 0.951 0.951 
0.250 0.788 0.788 
0.517 0.810 0.810 
0.350 0.777 0.777 
0.300 0.733 0.733 
0.367 0.886 0.886 
0.234 1.094 1.094 
0.250 0.897 0.897 
0.583 1.203 1.203 
0.584 1.150 1.150 
0.433 0.854 0.854 
0.233 1.314 1.314 
0.300 0.602 0.602 
0.349 0.899 0.899 
0.534 1.017 1.017 
0.201 0.886 0.886 
0.217 0.973 0.973 
0.284 0.712 0.712 
0.467 0.777 0.777 
0.500 1.017 1.017 
0.467 0.864 0.864 
0.383 0.974 0.974 
0.418 1.357 1.357 
0.316 1.609 1.609 
0.499 1.061 1.061 
0.283 1.467 1.467 
0.483 1.247 1.247 
0.283 1.126 1.126 
0.350 1.094 1.094 
0.450 0.995 0.995 
0.518 0.821 0.821 
0.234 1.182 1.182 
0.566 0.908 0.908 
0.517 0.985 0.985 
0.401 0.788 0.788 
0.383 1.258 1.258 
0.384 0.920 0.920 
0.317 0.799 0.799 
0.401 1.028 1.028 
0.400 0.941 0.941 
0.533 0.864 0.864 
0.517 0.942 0.942 
0.467 1.204 1.204 
0.350 1.149 1.149 
0.534 1.619 1.619 
0.418 1.269 1.269 
0.350 0.854 0.854 
0.584 0.722 0.722 
0.551 1.084 1.084 
0.418 0.788 0.788 
0.451 0.886 0.886 
0.433 0.711 0.711 
0.283 1.107 1.107 
0.317 1.007 1.007 
0.384 0.755 0.755 
0.300 1.248 1.248 
0.534 0.865 0.865 
0.283 0.744 0.744 
0.300 0.875 0.875 
0.266 0.788 0.788 
0.300 0.744 0.744 
0.384 0.886 0.886 
0.334 0.940 0.940 
0.568 0.624 0.624 
0.384 0.755 0.755 
0.283 0.929 0.929 
0.568 0.591 0.591 
0.601 0.580 0.580 
0.384 0.799 0.799 
0.250 0.624 0.624 
0.300 0.777 0.777 
0.367 0.744 0.744 
0.434 1.007 1.007 
0.300 0.700 0.700 
0.451 0.766 0.766 
0.483 0.820 0.820 
0.284 1.117 1.117 
0.250 1.181 1.181 
0.318 1.335 1.335 
0.334 0.656 0.656 
0.367 1.226 1.226 
0.401 1.510 1.510 
0.233 1.061 1.061 
0.301 1.064 1.064 
0.517 0.810 0.810 
0.217 0.722 0.722 
0.567 0.887 0.887 
0.501 0.920 0.920 
0.401 1.072 1.072 
0.434 0.908 0.908 
0.301 0.995 0.995 
0.384 1.138 1.138 
0.584 1.258 1.258 
0.417 0.985 0.985 
0.417 1.302 1.302 
0.300 0.973 0.973 
0.399 0.723 0.723 
0.450 1.566 1.566 
0.468 0.755 0.755 
0.366 1.127 1.127 
0.350 1.096 1.096 
0.601 0.734 0.734 
0.217 0.690 0.690 
0.551 0.964 0.964 
0.568 1.040 1.040 
0.517 0.788 0.788 
0.234 0.734 0.734 
0.301 1.248 1.248 
0.334 0.854 0.854 
0.468 0.733 0.733 
0.251 0.930 0.930 
0.484 1.028 1.028 
0.250 1.542 1.542 
0.467 0.995 0.995 
0.400 1.018 1.018 
0.518 1.018 1.018 
0.484 0.634 0.634 
0.567 1.663 1.663 
0.566 0.909 0.909 
0.334 1.028 1.028 
