<><><><><><><><> 
Begin: 23-Sep-2014 16:50:04 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s15 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.531 1.531 
0.534 0.886 0.886 
0.567 0.896 0.896 
0.250 1.203 1.203 
0.567 1.291 1.291 
0.450 0.864 0.864 
0.250 0.864 0.864 
0.317 1.695 1.695 
0.417 1.106 1.106 
0.584 0.940 0.940 
0.584 1.192 1.192 
0.267 1.379 1.379 
0.583 0.831 0.831 
0.583 1.324 1.324 
0.400 2.221 2.221 
0.517 0.886 0.886 
0.267 0.876 0.876 
0.367 1.072 1.072 
0.568 1.247 1.247 
0.518 1.214 1.214 
0.584 1.249 1.249 
0.467 0.897 0.897 
0.218 0.820 0.820 
0.535 0.876 0.876 
0.584 0.722 0.722 
0.467 1.006 1.006 
0.501 1.029 1.029 
0.501 1.192 1.192 
0.367 1.126 1.126 
0.467 0.854 0.854 
0.283 0.754 0.754 
0.484 0.755 0.755 
0.217 0.678 0.678 
0.318 0.919 0.919 
0.217 0.908 0.908 
0.234 0.952 0.952 
0.534 0.995 0.995 
0.484 0.799 0.799 
0.334 0.853 0.853 
0.585 0.765 0.765 
0.218 0.765 0.765 
0.384 1.150 1.150 
0.350 0.711 0.711 
0.502 1.204 1.204 
0.518 0.995 0.995 
0.283 0.766 0.766 
0.401 0.842 0.842 
0.383 1.039 1.039 
0.467 1.422 1.422 
0.484 0.831 0.831 
0.501 0.776 0.776 
0.316 0.896 0.896 
0.468 0.831 0.831 
0.468 0.667 0.667 
0.268 1.018 1.018 
0.250 1.477 1.477 
0.400 0.755 0.755 
0.584 0.929 0.929 
0.334 1.029 1.029 
0.434 2.167 2.167 
0.284 1.039 1.039 
0.500 0.853 0.853 
0.301 0.876 0.876 
0.401 0.755 0.755 
0.484 0.820 0.820 
0.567 0.920 0.920 
0.584 1.860 1.860 
0.417 1.017 1.017 
0.251 2.997 2.997 
0.266 1.095 1.095 
0.301 1.279 1.279 
0.533 0.964 0.964 
0.300 1.740 1.740 
0.534 1.400 1.400 
0.300 1.192 1.192 
0.567 0.820 0.820 
0.349 0.809 0.809 
0.284 2.102 2.102 
0.301 1.083 1.083 
0.451 1.586 1.586 
0.384 1.729 1.729 
0.350 1.038 1.038 
0.535 1.018 1.018 
0.434 1.575 1.575 
0.417 1.663 1.663 
0.568 0.842 0.842 
0.317 2.101 2.101 
0.500 1.477 1.477 
0.501 0.919 0.919 
0.351 0.733 0.733 
0.434 1.717 1.717 
0.234 1.148 1.148 
0.217 1.258 1.258 
0.417 1.401 1.401 
0.517 0.930 0.930 
0.583 1.062 1.062 
0.250 0.909 0.909 
0.434 1.357 1.357 
0.383 1.477 1.477 
0.201 0.875 0.875 
0.334 1.116 1.116 
0.268 1.137 1.137 
0.517 0.886 0.886 
0.334 1.192 1.192 
0.418 0.831 0.831 
0.284 1.510 1.510 
0.450 1.532 1.532 
0.300 1.160 1.160 
0.467 0.963 0.963 
0.484 0.777 0.777 
0.500 0.952 0.952 
0.384 0.974 0.974 
0.234 0.897 0.897 
0.300 0.700 0.700 
0.566 1.095 1.095 
0.268 0.854 0.854 
0.534 1.391 1.391 
0.418 0.809 0.809 
0.601 0.679 0.679 
0.234 0.765 0.765 
0.384 0.831 0.831 
0.250 1.772 1.772 
0.584 1.006 1.006 
0.200 1.006 1.006 
0.517 0.854 0.854 
0.533 0.985 0.985 
0.552 1.018 1.018 
0.233 0.875 0.875 
0.367 1.531 1.531 
0.301 0.744 0.744 
0.517 1.291 1.291 
0.383 0.875 0.875 
0.568 1.586 1.586 
0.283 1.259 1.259 
0.301 0.864 0.864 
0.267 1.269 1.269 
0.250 1.214 1.214 
0.551 1.225 1.225 
0.434 1.127 1.127 
0.417 1.334 1.334 
0.266 0.799 0.799 
0.551 1.466 1.466 
0.450 1.126 1.126 
0.350 0.876 0.876 
0.400 1.237 1.237 
0.366 1.159 1.159 
0.233 1.203 1.203 
0.300 1.138 1.138 
0.250 1.182 1.182 
0.283 0.809 0.809 
0.301 1.072 1.072 
0.367 0.744 0.744 
0.217 0.788 0.788 
0.567 0.755 0.755 
0.584 1.072 1.072 
0.401 1.050 1.050 
0.401 1.094 1.094 
0.334 0.908 0.908 
0.568 1.247 1.247 
0.350 0.875 0.875 
0.251 1.554 1.554 
0.518 0.831 0.831 
0.351 1.159 1.159 
0.300 0.810 0.810 
0.366 1.302 1.302 
0.233 1.192 1.192 
0.251 0.809 0.809 
0.583 1.225 1.225 
0.584 1.193 1.193 
0.434 1.334 1.334 
0.234 1.695 1.695 
0.300 1.203 1.203 
0.350 1.235 1.235 
0.534 0.908 0.908 
0.216 0.952 0.952 
0.217 2.090 2.090 
0.267 1.433 1.433 
0.467 1.204 1.204 
0.501 1.072 1.072 
0.467 0.788 0.788 
0.384 0.963 0.963 
0.417 0.842 0.842 
0.317 0.842 0.842 
0.500 1.060 1.060 
0.283 1.422 1.422 
0.483 0.875 0.875 
0.284 0.831 0.831 
0.350 0.810 0.810 
0.451 0.974 0.974 
0.517 1.084 1.084 
0.233 1.138 1.138 
0.568 1.061 1.061 
0.518 0.580 0.580 
0.401 0.963 0.963 
0.383 0.974 0.974 
0.385 0.668 0.668 
0.318 1.171 1.171 
0.401 1.236 1.236 
0.400 1.072 1.072 
0.534 0.886 0.886 
0.517 1.334 1.334 
0.467 1.094 1.094 
0.350 0.711 0.711 
0.533 0.897 0.897 
0.417 1.095 1.095 
0.349 1.523 1.523 
0.583 0.986 0.986 
0.550 0.930 0.930 
0.417 1.029 1.029 
0.450 0.831 0.831 
0.433 0.689 0.689 
0.284 0.711 0.711 
0.318 1.029 1.029 
0.384 1.106 1.106 
0.300 0.832 0.832 
0.535 0.810 0.810 
0.284 0.854 0.854 
0.300 1.138 1.138 
0.267 1.401 1.401 
0.300 0.918 0.918 
0.384 1.215 1.215 
0.333 0.918 0.918 
0.567 1.248 1.248 
0.368 0.908 0.908 
0.283 1.454 1.454 
0.567 1.619 1.619 
0.601 0.985 0.985 
0.384 1.029 1.029 
0.249 1.477 1.477 
0.300 1.204 1.204 
0.367 0.765 0.765 
0.434 0.733 0.733 
0.301 0.919 0.919 
0.450 0.689 0.689 
0.484 0.843 0.843 
0.284 1.160 1.160 
0.250 0.656 0.656 
0.317 0.732 0.732 
0.334 0.886 0.886 
0.367 1.619 1.619 
0.400 1.455 1.455 
0.234 1.531 1.531 
0.316 0.689 0.689 
0.517 0.634 0.634 
0.216 1.947 1.947 
0.567 0.810 0.810 
0.501 1.182 1.182 
0.401 1.291 1.291 
0.434 0.930 0.930 
0.300 1.160 1.160 
0.384 1.160 1.160 
0.585 0.733 0.733 
0.418 0.886 0.886 
0.417 1.214 1.214 
0.300 1.358 1.358 
0.400 1.095 1.095 
0.451 0.756 0.756 
0.467 0.602 0.602 
0.367 1.105 1.105 
0.350 0.853 0.853 
0.601 0.919 0.919 
0.217 0.798 0.798 
0.552 1.838 1.838 
0.567 1.072 1.072 
0.518 0.831 0.831 
0.249 0.656 0.656 
0.300 0.613 0.613 
0.334 0.733 0.733 
0.467 1.029 1.029 
0.266 0.864 0.864 
0.484 1.357 1.357 
0.250 1.007 1.007 
0.467 0.788 0.788 
0.401 1.084 1.084 
0.518 1.390 1.390 
0.484 0.744 0.744 
0.567 1.127 1.127 
0.567 1.073 1.073 
0.334 1.171 1.171 
