<><><><><><><><> 
Begin: 27-Oct-2014 10:10:44 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s27 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.994 5.993 
0.533 1.235 1.235 
0.567 2.655 2.655 
0.249 2.264 2.264 
0.568 1.573 1.573 
0.451 3.071 3.071 
0.234 1.694 1.694 
0.318 1.935 1.935 
0.418 1.606 1.606 
0.584 2.373 2.373 
0.584 4.001 5.995 
0.267 3.302 3.302 
0.584 2.241 2.241 
0.585 1.564 1.564 
0.400 1.257 1.257 
0.517 2.175 2.175 
0.267 2.285 2.285 
0.367 2.242 2.242 
0.567 2.109 2.109 
0.517 1.728 1.728 
0.583 2.186 2.186 
0.467 3.040 3.040 
0.217 3.007 3.007 
0.534 3.805 3.805 
0.583 2.350 2.350 
0.467 2.111 2.111 
0.500 1.868 1.868 
0.500 3.260 3.260 
0.367 1.563 1.563 
0.467 2.198 2.198 
0.267 2.843 2.843 
0.483 1.990 1.990 
0.217 1.508 1.508 
0.316 1.979 1.979 
0.217 2.196 2.196 
0.234 1.159 1.159 
0.534 1.280 1.280 
0.483 1.159 1.159 
0.334 1.738 1.738 
0.584 1.257 1.257 
0.217 3.642 3.642 
0.384 2.830 2.830 
0.350 1.784 1.784 
0.501 2.686 2.686 
0.517 3.467 3.467 
0.284 3.170 3.170 
0.400 2.076 2.076 
0.384 1.455 1.455 
0.467 1.541 1.541 
0.484 0.995 0.995 
0.501 3.257 3.257 
0.317 2.241 2.241 
0.467 2.524 2.524 
0.467 2.820 2.820 
0.267 2.165 2.165 
0.250 2.973 2.973 
0.400 2.175 2.175 
0.584 3.115 3.115 
0.334 2.163 2.163 
0.434 1.487 1.487 
0.284 1.508 1.508 
0.501 2.252 2.252 
0.300 4.000 4.092 
0.400 1.235 1.235 
0.484 1.530 1.530 
0.567 3.335 3.335 
0.584 1.541 1.541 
0.417 3.060 3.060 
0.249 4.001 6.005 
0.267 1.411 1.411 
0.300 2.819 2.819 
0.534 1.138 1.138 
0.300 2.164 2.164 
0.534 1.837 1.837 
0.300 1.553 1.553 
0.567 2.547 2.547 
0.334 2.579 2.579 
0.285 2.285 2.285 
0.300 1.737 1.737 
0.450 1.629 1.629 
0.399 2.776 2.776 
0.350 3.717 3.717 
0.533 3.453 3.453 
0.434 2.874 2.874 
0.417 3.781 3.781 
0.567 3.160 3.160 
0.318 3.235 3.235 
0.500 2.504 2.504 
0.500 2.624 2.624 
0.350 3.115 3.115 
0.434 2.842 2.842 
0.234 3.301 3.301 
0.217 4.001 4.333 
0.417 3.170 3.170 
0.517 1.181 1.181 
0.584 2.307 2.307 
0.250 2.033 2.033 
0.433 1.114 1.114 
0.384 1.935 1.935 
0.200 1.573 1.573 
0.333 0.929 0.929 
0.267 0.940 0.940 
0.517 1.584 1.584 
0.334 1.093 1.093 
