<><><><><><><><> 
Begin: 27-Oct-2014 11:09:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s27 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.585 3.585 
0.533 1.466 1.466 
0.568 1.290 1.290 
0.250 1.050 1.050 
0.567 2.231 2.231 
0.450 0.887 0.887 
0.249 0.799 0.799 
0.317 2.123 2.123 
0.418 1.685 1.685 
0.583 1.357 1.357 
0.583 1.455 1.455 
0.267 1.018 1.018 
0.584 1.006 1.006 
0.583 1.258 1.258 
0.400 1.334 1.334 
0.518 0.930 0.930 
0.266 1.433 1.433 
0.367 1.215 1.215 
0.567 1.465 1.465 
0.517 1.980 1.980 
0.584 1.214 1.214 
0.468 2.351 2.351 
0.217 2.646 2.646 
0.550 1.718 1.718 
0.584 3.972 3.972 
0.468 1.706 1.706 
0.501 3.185 3.185 
0.500 1.793 1.793 
0.366 1.674 1.674 
0.467 0.942 0.942 
0.268 2.647 2.647 
0.484 0.985 0.985 
0.217 1.203 1.203 
0.317 3.731 3.731 
0.217 1.641 1.641 
0.234 1.741 1.741 
0.534 1.302 1.302 
0.484 2.199 2.199 
0.334 1.642 1.642 
0.584 1.368 1.368 
0.217 1.192 1.192 
0.384 2.057 2.057 
0.349 3.326 3.326 
0.517 2.112 2.112 
0.518 2.496 2.496 
0.284 1.783 1.783 
0.400 2.813 2.813 
0.384 1.247 1.247 
0.467 1.215 1.215 
0.484 1.105 1.105 
0.500 2.276 2.276 
0.317 1.487 1.487 
0.467 1.236 1.236 
0.468 1.763 1.763 
0.267 0.525 0.525 
0.250 1.247 1.247 
0.400 1.072 1.072 
0.584 0.996 0.996 
0.334 1.182 1.182 
0.434 2.431 2.431 
0.284 1.631 1.631 
0.501 1.258 1.258 
0.300 0.842 0.842 
0.400 1.237 1.237 
0.483 2.210 2.210 
0.567 1.127 1.127 
0.584 1.247 1.247 
0.417 1.313 1.313 
0.251 1.357 1.357 
0.266 1.159 1.159 
0.301 2.003 2.003 
0.534 1.181 1.181 
0.301 1.499 1.499 
0.534 1.018 1.018 
0.300 1.346 1.346 
0.568 1.335 1.335 
0.335 1.303 1.303 
0.284 1.510 1.510 
0.301 1.883 1.883 
0.450 2.462 2.462 
0.400 1.324 1.324 
0.350 1.578 1.578 
0.534 2.243 2.243 
0.434 1.588 1.588 
0.417 1.542 1.542 
0.567 1.018 1.018 
0.316 1.214 1.214 
0.501 1.039 1.039 
0.500 1.477 1.477 
0.350 1.006 1.006 
0.434 2.135 2.135 
0.234 1.761 1.761 
0.233 1.127 1.127 
0.417 1.138 1.138 
0.517 2.560 2.560 
0.583 1.783 1.783 
0.251 2.614 2.614 
0.434 1.728 1.728 
0.384 1.893 1.893 
0.200 2.266 2.266 
0.334 1.422 1.422 
0.267 2.308 2.308 
0.517 2.003 2.003 
0.332 2.516 2.516 
