<><><><><><><><> 
Begin: 27-Oct-2014 10:25:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s27 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.478 2.478 
0.534 1.696 1.696 
0.568 1.062 1.062 
0.251 2.133 2.133 
0.567 0.973 0.973 
0.451 2.462 2.462 
0.250 1.544 1.544 
0.317 1.663 1.663 
0.417 3.730 3.730 
0.583 2.515 2.515 
0.584 1.882 1.882 
0.267 3.227 3.227 
0.585 2.429 2.429 
0.584 1.936 1.936 
0.400 1.718 1.718 
0.518 2.921 2.921 
0.267 2.045 2.045 
0.367 0.963 0.963 
0.567 1.948 1.948 
0.517 1.586 1.586 
0.584 2.419 2.419 
0.467 1.390 1.390 
0.216 3.995 4.092 
0.534 4.005 6.002 
0.583 1.575 1.575 
0.468 1.817 1.817 
0.500 2.768 2.768 
0.502 3.435 3.435 
0.367 3.117 3.117 
0.468 1.958 1.958 
0.267 1.466 1.466 
0.484 2.428 2.428 
0.216 1.423 1.423 
0.317 2.669 2.669 
0.217 2.484 2.484 
0.250 1.554 1.554 
0.534 1.225 1.225 
0.484 3.601 3.601 
0.333 2.813 2.813 
0.584 1.630 1.630 
0.217 1.816 1.816 
0.384 2.276 2.276 
0.351 2.463 2.463 
0.501 1.291 1.291 
0.517 2.529 2.529 
0.284 1.335 1.335 
0.401 2.067 2.067 
0.384 0.909 0.909 
0.467 1.554 1.554 
0.484 1.225 1.225 
0.501 1.881 1.881 
0.317 1.532 1.532 
0.467 2.363 2.363 
0.467 2.189 2.189 
0.267 1.720 1.720 
0.250 3.172 3.172 
0.401 1.336 1.336 
0.584 2.789 2.789 
0.334 1.881 1.881 
0.433 1.958 1.958 
0.284 1.368 1.368 
0.501 2.386 2.386 
0.300 1.827 1.827 
0.400 1.630 1.630 
0.484 1.040 1.040 
0.567 3.030 3.030 
0.584 1.915 1.915 
0.417 1.815 1.815 
0.251 2.377 2.377 
0.266 2.465 2.465 
0.300 1.959 1.959 
0.534 2.736 2.736 
0.301 1.236 1.236 
0.534 2.177 2.177 
0.301 1.138 1.138 
0.568 1.762 1.762 
0.334 1.740 1.740 
0.284 2.255 2.255 
0.299 2.374 2.374 
0.451 3.917 3.917 
0.383 2.583 2.583 
0.350 2.703 2.703 
0.534 1.257 1.257 
0.434 1.422 1.422 
0.417 1.707 1.707 
0.568 3.995 4.234 
0.317 3.995 4.114 
0.501 1.498 1.498 
0.501 1.970 1.970 
0.351 1.379 1.379 
0.434 1.915 1.915 
0.233 2.900 2.900 
0.217 2.375 2.375 
0.418 1.236 1.236 
0.516 2.342 2.342 
0.584 2.166 2.166 
0.250 3.152 3.152 
0.435 1.094 1.094 
0.384 1.413 1.413 
0.200 2.627 2.627 
0.333 1.411 1.411 
0.267 2.484 2.484 
0.517 1.542 1.542 
0.334 2.046 2.046 
