<><><><><><><><> 
Begin: 30-Sep-2014 18:02:23 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s30 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.999 0.821 0.821 
0.534 1.269 1.269 
0.567 0.898 0.898 
0.251 0.942 0.942 
0.568 0.844 0.844 
0.451 0.798 0.798 
0.233 1.116 1.116 
0.317 1.259 1.259 
0.417 1.007 1.007 
0.584 0.865 0.865 
0.583 0.734 0.734 
0.267 1.062 1.062 
0.584 0.964 0.964 
0.583 0.810 0.810 
0.400 0.831 0.831 
0.518 0.744 0.744 
0.267 0.832 0.832 
0.368 1.182 1.182 
0.567 0.766 0.766 
0.518 0.941 0.941 
0.584 0.756 0.756 
0.468 0.886 0.886 
0.217 0.799 0.799 
0.550 0.963 0.963 
0.567 0.876 0.876 
0.468 1.138 1.138 
0.500 0.820 0.820 
0.501 0.886 0.886 
0.366 1.488 1.488 
0.468 0.886 0.886 
0.267 0.733 0.733 
0.484 1.160 1.160 
0.218 0.864 0.864 
0.316 0.591 0.591 
0.217 0.776 0.776 
0.233 0.700 0.700 
0.535 0.843 0.843 
0.484 0.897 0.897 
0.327 1.509 1.509 
0.584 0.887 0.887 
0.216 0.842 0.842 
0.383 0.798 0.798 
0.350 0.711 0.711 
0.517 0.919 0.919 
0.517 0.744 0.744 
0.283 1.050 1.050 
0.401 0.700 0.700 
0.383 0.756 0.756 
0.467 0.667 0.667 
0.484 0.700 0.700 
0.501 0.777 0.777 
0.318 1.083 1.083 
0.468 0.963 0.963 
0.467 1.149 1.149 
0.267 0.810 0.810 
0.249 0.919 0.919 
0.401 1.467 1.467 
0.584 0.678 0.678 
0.334 0.678 0.678 
0.433 0.646 0.646 
0.285 0.678 0.678 
0.501 0.558 0.558 
0.301 0.755 0.755 
0.401 1.018 1.018 
0.483 1.115 1.115 
0.567 1.586 1.586 
0.584 0.821 0.821 
0.418 0.854 0.854 
0.251 0.821 0.821 
0.267 1.433 1.433 
0.301 1.423 1.423 
0.533 0.964 0.964 
0.300 1.039 1.039 
0.533 0.831 0.831 
0.301 0.875 0.875 
0.568 1.269 1.269 
0.350 0.908 0.908 
0.284 1.226 1.226 
0.300 1.150 1.150 
0.451 0.788 0.788 
0.384 1.510 1.510 
0.350 1.259 1.259 
0.534 0.908 0.908 
0.434 1.882 1.882 
0.416 1.138 1.138 
0.567 1.367 1.367 
0.318 0.963 0.963 
0.500 1.117 1.117 
0.501 1.105 1.105 
0.350 0.886 0.886 
0.434 1.902 1.902 
0.234 1.039 1.039 
0.233 1.423 1.423 
0.417 0.853 0.853 
0.518 1.247 1.247 
0.583 1.204 1.204 
0.249 1.083 1.083 
0.434 1.597 1.597 
0.383 0.678 0.678 
0.201 1.367 1.367 
0.334 0.886 0.886 
0.267 0.930 0.930 
0.517 0.744 0.744 
0.333 1.017 1.017 
