<><><><><><><><> 
Begin: 11-Sep-2014 12:31:08 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s12 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.521 1.521 
0.534 0.755 0.755 
0.567 0.755 0.755 
0.251 0.951 0.951 
0.567 0.897 0.897 
0.450 0.809 0.809 
0.250 1.040 1.040 
0.316 0.974 0.974 
0.418 1.192 1.192 
0.584 0.798 0.798 
0.584 1.061 1.061 
0.267 1.301 1.301 
0.584 1.017 1.017 
0.585 1.367 1.367 
0.400 1.105 1.105 
0.517 1.597 1.597 
0.266 1.893 1.893 
0.367 0.898 0.898 
0.568 1.718 1.718 
0.518 0.919 0.919 
0.584 0.897 0.897 
0.468 0.940 0.940 
0.217 1.663 1.663 
0.534 0.940 0.940 
0.584 1.126 1.126 
0.468 1.410 1.410 
0.500 1.093 1.093 
0.501 1.171 1.171 
0.366 1.247 1.247 
0.467 1.269 1.269 
0.267 0.930 0.930 
0.485 0.985 0.985 
0.217 1.301 1.301 
0.317 1.214 1.214 
0.216 1.116 1.116 
0.234 1.148 1.148 
0.534 0.886 0.886 
0.483 1.138 1.138 
0.334 0.853 0.853 
0.584 1.204 1.204 
0.217 1.172 1.172 
0.383 1.040 1.040 
0.351 1.105 1.105 
0.517 1.028 1.028 
0.518 0.974 0.974 
0.284 1.050 1.050 
0.401 0.722 0.722 
0.384 2.297 2.297 
0.467 0.909 0.909 
0.484 1.301 1.301 
0.501 0.798 0.798 
0.318 0.853 0.853 
0.467 1.018 1.018 
0.468 1.039 1.039 
0.266 0.667 0.667 
0.250 0.886 0.886 
0.400 0.777 0.777 
0.584 0.766 0.766 
0.334 1.356 1.356 
0.433 1.137 1.137 
0.299 0.798 0.798 
0.500 2.035 2.035 
0.300 1.214 1.214 
0.400 0.996 0.996 
0.483 0.864 0.864 
0.552 1.072 1.072 
0.583 1.083 1.083 
0.417 1.225 1.225 
0.250 0.864 0.864 
0.266 1.224 1.224 
0.300 1.116 1.116 
0.534 0.788 0.788 
0.300 1.466 1.466 
0.533 1.760 1.760 
0.300 0.908 0.908 
0.567 1.137 1.137 
0.350 0.820 0.820 
0.283 1.247 1.247 
0.300 1.115 1.115 
0.450 2.473 2.473 
0.400 1.314 1.314 
0.350 1.040 1.040 
0.534 1.225 1.225 
0.434 1.094 1.094 
0.418 2.156 2.156 
0.567 1.837 1.837 
0.317 1.247 1.247 
0.501 1.050 1.050 
0.501 1.739 1.739 
0.350 2.035 2.035 
0.434 0.854 0.854 
0.234 1.784 1.784 
0.218 1.039 1.039 
0.417 0.820 0.820 
0.517 1.870 1.870 
0.584 1.291 1.291 
0.251 1.039 1.039 
0.435 2.386 2.386 
0.384 1.662 1.662 
0.199 1.116 1.116 
0.334 1.006 1.006 
0.266 0.908 0.908 
0.517 1.094 1.094 
0.333 1.194 1.194 
0.417 1.466 1.466 
0.267 1.762 1.762 
0.450 1.247 1.247 
0.300 1.312 1.312 
0.467 1.007 1.007 
0.483 1.159 1.159 
0.500 1.738 1.738 
0.384 0.711 0.711 
0.234 1.290 1.290 
0.300 1.105 1.105 
0.567 1.324 1.324 
0.267 0.886 0.886 
0.534 1.302 1.302 
0.418 1.859 1.859 
0.601 0.886 0.886 
0.234 1.093 1.093 
0.384 0.886 0.886 
0.250 0.929 0.929 
0.584 1.039 1.039 
0.200 1.346 1.346 
0.517 1.433 1.433 
0.534 0.864 0.864 
0.551 1.072 1.072 
0.234 0.733 0.733 
0.367 1.478 1.478 
0.300 0.908 0.908 
0.517 1.684 1.684 
0.383 1.116 1.116 
0.567 0.929 0.929 
0.267 1.706 1.706 
0.301 1.608 1.608 
0.267 1.105 1.105 
0.251 1.980 1.980 
0.550 1.652 1.652 
0.434 1.116 1.116 
0.418 1.927 1.927 
0.267 1.061 1.061 
0.550 1.116 1.116 
0.450 1.312 1.312 
0.350 1.565 1.565 
0.400 0.985 0.985 
0.367 2.090 2.090 
0.234 0.678 0.678 
0.301 1.510 1.510 
0.250 1.148 1.148 
0.283 1.105 1.105 
0.301 1.487 1.487 
0.367 1.248 1.248 
0.217 1.500 1.500 
0.568 0.853 0.853 
0.584 1.335 1.335 
0.401 1.509 1.509 
0.400 1.848 1.848 
0.333 1.827 1.827 
0.567 1.236 1.236 
0.351 0.832 0.832 
0.251 1.204 1.204 
0.517 0.940 0.940 
0.367 1.138 1.138 
0.301 1.861 1.861 
0.367 1.412 1.412 
0.234 0.941 0.941 
0.250 1.389 1.389 
0.584 1.029 1.029 
0.584 1.674 1.674 
0.434 1.367 1.367 
0.233 1.258 1.258 
0.300 1.104 1.104 
0.350 0.776 0.776 
0.535 0.832 0.832 
0.216 0.744 0.744 
0.216 1.215 1.215 
0.266 0.864 0.864 
0.467 1.095 1.095 
0.501 1.138 1.138 
0.467 1.543 1.543 
0.384 0.875 0.875 
0.417 1.433 1.433 
0.317 0.897 0.897 
0.500 1.234 1.234 
0.284 0.820 0.820 
0.483 1.215 1.215 
0.284 0.832 0.832 
0.350 0.678 0.678 
0.450 0.864 0.864 
0.517 1.258 1.258 
0.234 1.586 1.586 
0.568 1.554 1.554 
0.517 1.510 1.510 
0.400 1.455 1.455 
0.384 0.919 0.919 
0.383 1.149 1.149 
0.333 0.887 0.887 
0.400 0.875 0.875 
0.401 1.007 1.007 
0.534 1.291 1.291 
0.517 1.728 1.728 
0.467 0.930 0.930 
0.350 0.777 0.777 
0.533 0.875 0.875 
0.417 0.931 0.931 
0.350 1.149 1.149 
0.584 1.236 1.236 
0.551 1.969 1.969 
0.417 1.192 1.192 
0.451 1.170 1.170 
0.433 1.346 1.346 
0.283 1.302 1.302 
0.318 1.357 1.357 
0.384 1.127 1.127 
0.300 1.061 1.061 
0.534 1.050 1.050 
0.284 1.631 1.631 
0.300 1.072 1.072 
0.266 1.828 1.828 
0.300 1.182 1.182 
0.384 1.072 1.072 
0.334 1.466 1.466 
0.567 1.554 1.554 
0.367 0.831 0.831 
0.283 0.918 0.918 
0.568 0.985 0.985 
0.600 1.455 1.455 
0.383 1.072 1.072 
0.250 1.301 1.301 
0.300 1.631 1.631 
0.367 0.996 0.996 
0.434 1.018 1.018 
0.301 0.953 0.953 
0.450 0.743 0.743 
0.484 1.028 1.028 
0.284 1.280 1.280 
0.251 1.083 1.083 
0.317 0.689 0.689 
0.334 0.646 0.646 
0.367 0.700 0.700 
0.400 0.897 0.897 
0.233 1.116 1.116 
0.300 0.755 0.755 
0.517 0.767 0.767 
0.217 0.722 0.722 
0.568 1.061 1.061 
0.501 1.236 1.236 
0.400 0.777 0.777 
0.434 1.541 1.541 
0.300 0.712 0.712 
0.384 0.700 0.700 
0.584 0.984 0.984 
0.417 0.865 0.865 
0.416 1.138 1.138 
0.300 1.411 1.411 
0.401 0.602 0.602 
0.450 1.511 1.511 
0.467 1.182 1.182 
0.367 1.619 1.619 
0.351 0.711 0.711 
0.600 0.865 0.865 
0.217 0.941 0.941 
0.551 0.733 0.733 
0.567 1.368 1.368 
0.517 1.094 1.094 
0.234 1.378 1.378 
0.300 0.710 0.710 
0.334 1.105 1.105 
0.468 1.039 1.039 
0.250 1.039 1.039 
0.484 1.105 1.105 
0.250 1.585 1.585 
0.468 1.171 1.171 
0.400 1.838 1.838 
0.517 1.094 1.094 
0.484 1.138 1.138 
0.567 1.029 1.029 
0.566 1.674 1.674 
0.333 1.160 1.160 
