<><><><><><><><> 
Begin: 14-Nov-2014 13:02:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s57 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.997 3.997 
0.533 2.660 2.660 
0.567 1.095 1.095 
0.250 1.369 1.369 
0.567 1.731 1.731 
0.451 2.541 2.541 
0.233 1.664 1.664 
0.318 1.182 1.182 
0.417 2.474 2.474 
0.585 1.412 1.412 
0.584 1.258 1.258 
0.267 1.467 1.467 
0.584 1.564 1.564 
0.584 2.901 2.901 
0.400 1.161 1.161 
0.517 2.071 2.071 
0.266 1.217 1.217 
0.368 1.293 1.293 
0.568 1.927 1.927 
0.517 1.041 1.041 
0.584 0.910 0.910 
0.467 1.928 1.928 
0.217 1.928 1.928 
0.534 1.992 1.992 
0.584 2.561 2.561 
0.467 3.514 3.514 
0.501 1.379 1.379 
0.501 1.248 1.248 
0.366 3.987 5.987 
0.467 1.237 1.237 
0.267 1.051 1.051 
0.484 1.074 1.074 
0.216 1.072 1.072 
0.317 1.062 1.062 
0.217 1.150 1.150 
0.235 0.898 0.898 
0.534 1.619 1.619 
0.484 2.856 2.856 
0.333 1.270 1.270 
0.583 2.156 2.156 
0.217 2.256 2.256 
0.384 1.007 1.007 
0.350 2.562 2.562 
0.516 1.741 1.741 
0.518 3.613 3.613 
0.283 0.821 0.821 
0.400 1.314 1.314 
0.384 1.489 1.489 
0.467 1.490 1.490 
0.484 1.455 1.455 
0.501 1.807 1.807 
0.317 1.949 1.949 
0.467 1.161 1.161 
0.468 2.946 2.946 
0.266 0.919 0.919 
0.250 1.106 1.106 
0.401 1.850 1.850 
0.584 1.314 1.314 
0.334 1.938 1.938 
0.433 2.903 2.903 
0.284 1.150 1.150 
0.501 1.512 1.512 
0.299 1.161 1.161 
0.400 2.902 2.902 
0.484 1.248 1.248 
0.567 1.598 1.598 
0.584 1.161 1.161 
0.418 3.996 5.997 
0.251 2.247 2.247 
0.267 2.839 2.839 
0.300 0.931 0.931 
0.534 2.518 2.518 
0.299 1.368 1.368 
0.534 1.698 1.698 
0.301 1.468 1.468 
0.568 1.128 1.128 
0.350 3.198 3.198 
0.283 1.315 1.315 
0.300 2.498 2.498 
0.450 1.544 1.544 
0.383 1.872 1.872 
0.350 1.313 1.313 
0.534 1.773 1.773 
0.434 1.304 1.304 
0.417 1.348 1.348 
0.567 1.424 1.424 
0.317 1.371 1.371 
0.501 1.414 1.414 
0.501 1.501 1.501 
0.351 1.884 1.884 
0.434 1.062 1.062 
0.233 1.118 1.118 
0.218 1.184 1.184 
0.417 1.117 1.117 
0.517 1.194 1.194 
0.583 1.062 1.062 
0.250 1.051 1.051 
0.434 1.522 1.522 
0.383 1.073 1.073 
0.200 1.140 1.140 
0.334 1.445 1.445 
0.266 0.788 0.788 
0.518 1.281 1.281 
0.334 1.500 1.500 
