<><><><><><><><> 
Begin: 26-Jun-2014 13:35:13 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s02 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.006 1.473 1.473 
0.265 1.333 1.333 
0.450 1.311 1.311 
0.350 1.540 1.540 
0.217 2.403 2.403 
0.501 1.234 1.234 
0.200 1.245 1.245 
0.267 0.973 0.973 
0.284 0.906 0.906 
0.267 1.103 1.103 
0.516 1.355 1.355 
0.350 0.972 0.972 
0.533 0.972 0.972 
0.383 1.268 1.268 
0.285 1.377 1.377 
0.301 1.005 1.005 
0.350 0.963 0.963 
0.300 1.224 1.224 
0.518 1.398 1.398 
0.300 0.808 0.808 
0.450 1.235 1.235 
0.350 0.875 0.875 
0.517 0.983 0.983 
0.333 1.170 1.170 
0.467 1.148 1.148 
0.335 1.093 1.093 
0.417 1.377 1.377 
0.385 0.996 0.996 
0.350 1.005 1.005 
0.266 0.918 0.918 
0.485 0.940 0.940 
0.484 1.038 1.038 
0.450 1.465 1.465 
0.400 0.765 0.765 
0.367 1.190 1.190 
0.384 0.797 0.797 
0.551 1.311 1.311 
0.484 0.907 0.907 
0.550 0.841 0.841 
0.517 1.234 1.234 
0.384 1.454 1.454 
0.467 1.201 1.201 
0.334 0.940 0.940 
0.434 0.732 0.732 
0.416 0.788 0.788 
0.300 0.809 0.809 
0.450 0.732 0.732 
0.516 0.688 0.688 
0.434 0.863 0.863 
0.584 0.677 0.677 
0.450 1.466 1.466 
0.516 0.853 0.853 
0.434 1.104 1.104 
0.217 1.399 1.399 
0.400 2.087 2.087 
0.567 0.819 0.819 
0.584 1.377 1.377 
0.283 1.267 1.267 
0.600 1.147 1.147 
0.584 0.907 0.907 
0.484 1.344 1.344 
0.467 1.551 1.551 
0.584 1.421 1.421 
0.583 1.562 1.562 
0.567 0.798 0.798 
0.249 1.267 1.267 
0.317 1.202 1.202 
0.551 1.685 1.685 
0.300 0.896 0.896 
0.501 0.743 0.743 
0.534 1.475 1.475 
0.317 0.798 0.798 
0.416 0.786 0.786 
0.485 1.585 1.585 
0.550 1.487 1.487 
0.267 1.693 1.693 
0.251 1.584 1.584 
0.584 1.465 1.465 
0.334 1.224 1.224 
0.334 1.388 1.388 
0.517 1.016 1.016 
0.518 0.677 0.677 
0.400 0.787 0.787 
0.284 0.962 0.962 
0.484 0.623 0.623 
0.451 1.398 1.398 
0.516 0.885 0.885 
0.334 1.234 1.234 
0.384 0.993 0.993 
0.534 0.765 0.765 
0.534 0.929 0.929 
0.350 1.147 1.147 
0.267 0.710 0.710 
0.284 0.754 0.754 
0.568 0.634 0.634 
0.350 0.765 0.765 
0.400 1.027 1.027 
0.417 0.689 0.689 
0.216 0.798 0.798 
0.351 0.831 0.831 
0.517 0.852 0.852 
0.584 0.765 0.765 
0.299 2.425 2.425 
0.600 1.060 1.060 
0.467 1.628 1.628 
0.584 0.808 0.808 
0.300 1.246 1.246 
0.567 0.973 0.973 
0.317 1.301 1.301 
0.300 0.908 0.908 
0.217 1.289 1.289 
0.217 0.896 0.896 
0.466 0.677 0.677 
0.250 1.213 1.213 
0.533 2.142 2.142 
0.384 0.973 0.973 
0.350 0.950 0.950 
0.467 2.546 2.546 
0.417 0.754 0.754 
0.534 0.765 0.765 
0.317 2.590 2.590 
0.234 1.214 1.214 
0.467 0.613 0.613 
0.601 0.787 0.787 
0.417 1.016 1.016 
0.566 0.787 0.787 
0.517 0.732 0.732 
0.434 1.672 1.672 
0.300 0.787 0.787 
0.317 0.951 0.951 
0.284 0.917 0.917 
0.501 0.666 0.666 
0.534 1.246 1.246 
0.267 1.409 1.409 
0.450 1.760 1.760 
0.350 0.809 0.809 
0.300 1.148 1.148 
0.284 1.115 1.115 
0.367 0.853 0.853 
0.484 1.268 1.268 
0.467 1.060 1.060 
0.500 0.973 0.973 
0.367 0.809 0.809 
0.367 0.787 0.787 
0.284 0.983 0.983 
0.267 0.820 0.820 
0.349 0.917 0.917 
0.299 0.952 0.952 
0.234 1.279 1.279 
0.300 1.103 1.103 
0.600 1.005 1.005 
0.366 0.809 0.809 
0.350 1.332 1.332 
0.584 0.984 0.984 
0.517 1.411 1.411 
0.250 2.502 2.502 
0.517 0.808 0.808 
0.534 0.721 0.721 
0.567 1.181 1.181 
0.267 0.699 0.699 
0.400 1.104 1.104 
0.451 0.896 0.896 
0.368 1.148 1.148 
0.583 0.852 0.852 
0.300 1.028 1.028 
0.451 1.006 1.006 
0.400 0.700 0.700 
0.417 0.732 0.732 
0.501 0.863 0.863 
0.567 0.775 0.775 
0.333 0.798 0.798 
0.483 1.168 1.168 
0.234 1.005 1.005 
0.383 1.388 1.388 
0.250 2.065 2.065 
0.484 0.886 0.886 
0.434 0.918 0.918 
0.450 0.907 0.907 
0.551 0.896 0.896 
0.534 2.962 2.962 
0.367 1.212 1.212 
0.367 1.640 1.640 
0.484 0.874 0.874 
0.284 0.862 0.862 
0.401 0.963 0.963 
0.333 1.136 1.136 
0.534 1.398 1.398 
0.284 0.917 0.917 
0.250 1.355 1.355 
0.334 1.016 1.016 
0.334 0.590 0.590 
0.467 0.754 0.754 
0.217 1.038 1.038 
0.549 1.694 1.694 
0.551 0.940 0.940 
0.350 0.765 0.765 
0.383 0.885 0.885 
0.350 0.710 0.710 
0.501 0.809 0.809 
0.434 0.864 0.864 
0.567 0.940 0.940 
0.384 0.557 0.557 
0.284 0.667 0.667 
0.551 0.776 0.776 
0.567 0.710 0.710 
0.367 1.836 1.836 
0.400 1.508 1.508 
0.417 0.742 0.742 
0.551 0.874 0.874 
0.284 1.017 1.017 
0.350 0.830 0.830 
0.584 0.961 0.961 
0.251 1.234 1.234 
0.300 0.798 0.798 
0.583 0.940 0.940 
0.200 0.886 0.886 
0.251 0.940 0.940 
0.601 0.797 0.797 
0.367 2.896 2.896 
0.284 0.961 0.961 
0.366 0.918 0.918 
0.467 0.645 0.645 
0.500 1.180 1.180 
0.467 1.770 1.770 
0.434 2.229 2.229 
0.601 1.650 1.650 
0.517 2.557 2.557 
0.349 1.781 1.781 
0.467 0.896 0.896 
0.534 1.267 1.267 
0.301 0.897 0.897 
0.350 0.842 0.842 
0.568 1.301 1.301 
0.300 0.775 0.775 
0.300 0.929 0.929 
0.550 0.852 0.852 
0.451 1.115 1.115 
0.267 1.453 1.453 
0.366 1.158 1.158 
0.350 0.995 0.995 
0.501 1.378 1.378 
0.217 1.070 1.070 
0.417 0.699 0.699 
0.300 1.705 1.705 
0.299 0.853 0.853 
0.500 1.016 1.016 
0.267 1.016 1.016 
0.600 0.743 0.743 
0.367 1.148 1.148 
0.233 1.027 1.027 
0.433 1.049 1.049 
0.533 2.064 2.064 
0.250 1.136 1.136 
0.416 2.132 2.132 
0.517 0.786 0.786 
0.517 1.366 1.366 
0.316 1.551 1.551 
0.451 1.530 1.530 
0.451 1.366 1.366 
0.233 1.431 1.431 
0.584 1.946 1.946 
0.584 2.830 2.830 
0.433 1.083 1.083 
0.384 0.853 0.853 
0.567 0.972 0.972 
0.316 1.027 1.027 
0.534 1.147 1.147 
0.517 0.863 0.863 
0.384 0.797 0.797 
0.484 0.852 0.852 
0.502 0.787 0.787 
0.400 1.017 1.017 
0.467 1.836 1.836 
0.268 1.071 1.071 
0.484 2.055 2.055 
0.334 1.825 1.825 
0.484 1.333 1.333 
0.300 1.475 1.475 
0.551 0.798 0.798 
