<><><><><><><><> 
Begin: 26-Jun-2014 13:58:36 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s02 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.577 1.577 
0.266 1.433 1.433 
0.450 0.634 0.634 
0.351 0.995 0.995 
0.217 0.940 0.940 
0.500 0.765 0.765 
0.201 0.536 0.536 
0.268 0.711 0.711 
0.284 0.678 0.678 
0.267 0.558 0.558 
0.517 0.569 0.569 
0.349 0.623 0.623 
0.534 0.689 0.689 
0.384 0.623 0.623 
0.283 0.515 0.515 
0.300 0.820 0.820 
0.350 0.929 0.929 
0.300 1.225 1.225 
0.517 0.723 0.723 
0.301 0.755 0.755 
0.451 0.711 0.711 
0.350 0.842 0.842 
0.518 0.842 0.842 
0.334 0.842 0.842 
0.467 0.656 0.656 
0.334 0.853 0.853 
0.417 0.569 0.569 
0.384 0.733 0.733 
0.351 0.788 0.788 
0.267 0.810 0.810 
0.484 0.854 0.854 
0.500 0.688 0.688 
0.451 0.721 0.721 
0.400 0.886 0.886 
0.367 0.755 0.755 
0.383 1.061 1.061 
0.551 0.864 0.864 
0.483 0.755 0.755 
0.550 0.657 0.657 
0.517 0.623 0.623 
0.384 0.874 0.874 
0.467 0.722 0.722 
0.334 0.810 0.810 
0.434 0.711 0.711 
0.418 0.755 0.755 
0.300 0.930 0.930 
0.450 0.820 0.820 
0.517 0.798 0.798 
0.434 0.722 0.722 
0.584 0.679 0.679 
0.450 1.161 1.161 
0.517 0.864 0.864 
0.433 0.821 0.821 
0.216 1.082 1.082 
0.401 0.897 0.897 
0.567 0.755 0.755 
0.584 1.202 1.202 
0.284 1.302 1.302 
0.601 1.038 1.038 
0.584 1.236 1.236 
0.484 1.323 1.323 
0.467 1.258 1.258 
0.585 1.149 1.149 
0.568 1.519 1.519 
0.567 0.864 0.864 
0.250 0.864 0.864 
0.318 1.161 1.161 
0.550 0.733 0.733 
0.300 1.105 1.105 
0.500 0.831 0.831 
0.534 0.679 0.679 
0.317 1.114 1.114 
0.418 0.842 0.842 
0.484 0.875 0.875 
0.551 1.017 1.017 
0.266 0.809 0.809 
0.250 0.755 0.755 
0.583 0.820 0.820 
0.334 0.819 0.819 
0.334 1.050 1.050 
0.517 0.777 0.777 
0.518 0.744 0.744 
0.400 0.755 0.755 
0.284 0.776 0.776 
0.484 0.733 0.733 
0.450 0.798 0.798 
0.518 1.159 1.159 
0.333 0.755 0.755 
0.383 0.854 0.854 
0.534 0.656 0.656 
0.534 0.678 0.678 
0.351 0.843 0.843 
0.267 0.996 0.996 
0.283 1.028 1.028 
0.567 0.656 0.656 
0.351 0.689 0.689 
0.400 1.301 1.301 
0.417 1.443 1.443 
0.217 0.854 0.854 
0.351 0.787 0.787 
0.517 0.700 0.700 
0.584 0.908 0.908 
0.285 1.083 1.083 
0.601 0.799 0.799 
0.467 1.606 1.606 
0.601 0.875 0.875 
0.300 0.667 0.667 
0.567 0.831 0.831 
0.317 1.760 1.760 
0.301 1.017 1.017 
0.217 1.017 1.017 
0.217 0.809 0.809 
0.466 0.798 0.798 
0.250 1.312 1.312 
0.534 0.722 0.722 
0.384 1.116 1.116 
0.351 1.126 1.126 
0.467 0.886 0.886 
0.417 1.018 1.018 
0.533 0.885 0.885 
0.317 0.755 0.755 
0.234 0.809 0.809 
0.467 0.668 0.668 
0.601 0.885 0.885 
0.416 1.564 1.564 
0.567 0.678 0.678 
0.517 0.656 0.656 
0.434 0.678 0.678 
0.299 0.854 0.854 
0.317 0.853 0.853 
0.283 0.700 0.700 
0.500 0.591 0.591 
0.534 0.842 0.842 
0.267 0.853 0.853 
0.451 0.766 0.766 
0.350 0.809 0.809 
0.300 0.756 0.756 
0.284 1.138 1.138 
0.367 0.547 0.547 
0.484 0.656 0.656 
0.467 0.810 0.810 
0.501 0.580 0.580 
0.367 0.787 0.787 
0.368 0.722 0.722 
0.283 0.624 0.624 
0.267 0.886 0.886 
0.350 0.733 0.733 
0.300 0.875 0.875 
0.233 1.006 1.006 
0.300 0.766 0.766 
0.601 0.689 0.689 
0.367 0.580 0.580 
0.350 0.777 0.777 
0.583 0.645 0.645 
0.517 1.006 1.006 
0.250 0.657 0.657 
0.517 1.094 1.094 
0.534 0.635 0.635 
0.567 0.722 0.722 
0.283 0.722 0.722 
0.401 0.765 0.765 
0.451 0.886 0.886 
0.368 0.831 0.831 
0.584 1.018 1.018 
0.300 0.645 0.645 
0.450 0.612 0.612 
0.401 0.711 0.711 
0.417 0.612 0.612 
0.501 0.711 0.711 
0.567 0.624 0.624 
0.334 0.612 0.612 
0.484 0.579 0.579 
0.234 0.951 0.951 
0.383 0.875 0.875 
0.251 0.678 0.678 
0.484 0.875 0.875 
0.434 0.985 0.985 
0.450 1.651 1.651 
0.551 0.863 0.863 
0.533 1.170 1.170 
0.367 1.029 1.029 
0.366 1.324 1.324 
0.483 0.777 0.777 
0.284 0.876 0.876 
0.401 1.193 1.193 
0.334 1.017 1.017 
0.534 0.841 0.841 
0.283 0.689 0.689 
0.249 0.678 0.678 
0.333 1.433 1.433 
0.334 1.279 1.279 
0.467 0.766 0.766 
0.217 1.017 1.017 
0.551 1.028 1.028 
0.551 0.613 0.613 
0.350 0.547 0.547 
0.384 0.612 0.612 
0.350 1.104 1.104 
0.500 0.810 0.810 
0.434 0.634 0.634 
0.568 0.744 0.744 
0.384 0.787 0.787 
0.283 0.711 0.711 
0.551 0.679 0.679 
0.567 0.874 0.874 
0.367 0.809 0.809 
0.400 0.787 0.787 
0.417 0.601 0.601 
0.551 0.700 0.700 
0.284 0.644 0.644 
0.351 0.591 0.591 
0.584 0.645 0.645 
0.250 0.864 0.864 
0.301 1.192 1.192 
0.583 1.039 1.039 
0.201 0.831 0.831 
0.267 0.656 0.656 
0.600 1.006 1.006 
0.366 1.127 1.127 
0.283 0.602 0.602 
0.367 0.690 0.690 
0.468 1.520 1.520 
0.501 0.865 0.865 
0.467 1.094 1.094 
0.433 0.614 0.614 
0.585 0.886 0.886 
0.517 1.455 1.455 
0.350 0.656 0.656 
0.467 1.126 1.126 
0.534 0.864 0.864 
0.316 0.646 0.646 
0.350 0.667 0.667 
0.567 0.666 0.666 
0.301 1.214 1.214 
0.300 0.744 0.744 
0.551 0.634 0.634 
0.451 0.712 0.712 
0.267 0.788 0.788 
0.367 0.590 0.590 
0.350 0.569 0.569 
0.517 0.580 0.580 
0.217 1.018 1.018 
0.417 0.940 0.940 
0.300 0.514 0.514 
0.300 0.776 0.776 
0.501 0.755 0.755 
0.284 0.678 0.678 
0.600 0.896 0.896 
0.366 0.667 0.667 
0.234 0.591 0.591 
0.434 0.810 0.810 
0.533 0.711 0.711 
0.250 0.634 0.634 
0.417 1.017 1.017 
0.517 0.711 0.711 
0.517 0.656 0.656 
0.317 0.755 0.755 
0.467 1.062 1.062 
0.450 0.777 0.777 
0.233 0.820 0.820 
0.584 0.612 0.612 
0.584 0.689 0.689 
0.433 0.568 0.568 
0.384 0.623 0.623 
0.568 0.568 0.568 
0.317 0.569 0.569 
0.534 0.799 0.799 
0.517 1.095 1.095 
0.384 0.766 0.766 
0.484 0.722 0.722 
0.501 0.678 0.678 
0.400 2.002 2.002 
0.467 0.732 0.732 
0.267 0.678 0.678 
0.483 0.864 0.864 
0.334 0.973 0.973 
0.484 0.591 0.591 
0.300 0.666 0.666 
0.551 2.822 2.822 
