<><><><><><><><> 
Begin: 26-Jun-2014 13:58:36 
0.451 0.732 0.732 
0.250 0.963 0.963 
0.216 0.984 0.984 
0.234 0.755 0.755 
0.568 1.061 1.061 
0.383 0.853 0.853 
0.601 0.744 0.744 
0.400 0.766 0.766 
0.550 0.558 0.558 
0.533 0.798 0.798 
0.250 0.995 0.995 
0.349 0.755 0.755 
0.467 0.591 0.591 
0.467 0.962 0.962 
0.583 1.027 1.027 
0.318 1.007 1.007 
<><><><><><><><> 
RT (mean):  0.85 
Consistency:  0.13 
Self Consistency:  0.77 
<><><><><><><><> 
End: 26-Jun-2014 14:04:59 
