<><><><><><><><> 
Begin: 26-Jun-2014 14:39:12 
0.450 0.493 0.493 
0.250 0.591 0.591 
0.216 0.645 0.645 
0.234 0.623 0.623 
0.567 0.580 0.580 
0.384 0.679 0.679 
0.601 0.766 0.766 
0.400 0.678 0.678 
0.550 0.591 0.591 
0.534 0.492 0.492 
0.250 0.766 0.766 
0.350 0.711 0.711 
0.467 0.743 0.743 
0.467 0.623 0.623 
0.585 0.590 0.590 
0.317 0.525 0.525 
<><><><><><><><> 
RT (mean):  0.82 
Consistency:  -0.03 
Self Consistency:  0.84 
<><><><><><><><> 
End: 26-Jun-2014 14:45:26 
