<><><><><><><><> 
Begin: 26-Sep-2014 13:44:24 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s43 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.716 2.716 
0.534 1.620 1.620 
0.568 0.723 0.723 
0.250 0.887 0.887 
0.568 0.744 0.744 
0.451 0.689 0.689 
0.234 0.667 0.667 
0.318 0.799 0.799 
0.417 0.798 0.798 
0.583 0.678 0.678 
0.583 0.701 0.701 
0.267 0.831 0.831 
0.585 1.018 1.018 
0.585 0.898 0.898 
0.400 1.148 1.148 
0.517 0.788 0.788 
0.266 1.083 1.083 
0.368 1.138 1.138 
0.567 0.044 0.044 
0.517 0.678 0.678 
0.584 0.547 0.547 
0.468 0.678 0.678 
0.217 0.667 0.667 
0.534 2.287 2.287 
0.584 1.268 1.268 
0.467 2.440 2.440 
0.502 1.312 1.312 
0.501 3.993 4.989 
0.367 1.073 1.073 
0.467 1.312 1.312 
0.267 0.963 0.963 
0.483 2.242 2.242 
0.217 1.215 1.215 
0.317 1.368 1.368 
0.218 1.860 1.860 
0.233 0.394 0.394 
0.534 0.645 0.645 
0.485 2.343 2.343 
0.334 0.898 0.898 
0.583 1.017 1.017 
0.217 1.149 1.149 
0.383 0.887 0.887 
0.350 1.291 1.291 
0.517 1.149 1.149 
0.517 1.870 1.870 
0.283 1.248 1.248 
0.400 0.875 0.875 
0.384 0.766 0.766 
0.467 1.072 1.072 
0.484 1.849 1.849 
0.500 0.679 0.679 
0.317 0.973 0.973 
0.467 1.203 1.203 
0.468 0.722 0.722 
0.267 0.733 0.733 
0.250 1.312 1.312 
0.401 1.302 1.302 
0.584 1.455 1.455 
0.333 0.821 0.821 
0.434 0.777 0.777 
0.285 1.300 1.300 
0.501 0.689 0.689 
0.300 1.389 1.389 
0.401 0.799 0.799 
0.484 0.712 0.712 
0.552 0.733 0.733 
0.585 0.536 0.536 
0.417 1.959 1.959 
0.251 0.689 0.689 
0.268 1.083 1.083 
0.300 0.864 0.864 
0.533 0.569 0.569 
0.301 1.116 1.116 
0.534 1.038 1.038 
0.300 0.974 0.974 
0.567 0.668 0.668 
0.350 0.951 0.951 
0.285 0.842 0.842 
0.301 0.821 0.821 
0.451 1.062 1.062 
0.399 0.766 0.766 
0.350 1.521 1.521 
0.534 0.602 0.602 
0.433 0.645 0.645 
0.418 0.733 0.733 
0.567 0.897 0.897 
0.317 2.397 2.397 
0.500 0.853 0.853 
0.501 0.701 0.701 
0.350 1.269 1.269 
0.434 1.738 1.738 
0.233 0.667 0.667 
0.233 1.904 1.904 
0.417 1.849 1.849 
0.517 1.007 1.007 
0.584 0.963 0.963 
0.250 2.189 2.189 
0.434 0.952 0.952 
0.384 1.652 1.652 
0.200 0.744 0.744 
0.333 1.860 1.860 
0.266 0.689 0.689 
0.517 0.590 0.590 
0.334 0.722 0.722 
