<><><><><><><><> 
Begin: 26-Sep-2014 13:24:04 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s43 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.853 2.853 
0.533 0.777 0.777 
0.568 0.700 0.700 
0.250 0.613 0.613 
0.567 0.777 0.777 
0.451 0.711 0.711 
0.234 0.777 0.777 
0.318 0.744 0.744 
0.417 0.755 0.755 
0.584 0.602 0.602 
0.585 0.953 0.953 
0.267 0.634 0.634 
0.584 0.722 0.722 
0.584 0.734 0.734 
0.400 0.907 0.907 
0.517 0.623 0.623 
0.266 0.645 0.645 
0.367 0.623 0.623 
0.567 0.328 0.328 
0.517 0.405 0.405 
0.583 0.175 0.175 
0.468 0.252 0.252 
0.216 0.459 0.459 
0.550 0.317 0.317 
0.584 0.328 0.328 
0.467 0.678 0.678 
0.500 1.213 1.213 
0.501 0.679 0.679 
0.367 0.536 0.536 
0.467 0.470 0.470 
0.266 0.492 0.492 
0.484 0.372 0.372 
0.217 0.820 0.820 
0.317 1.040 1.040 
0.217 0.645 0.645 
0.235 1.805 1.805 
0.534 0.690 0.690 
0.484 0.876 0.876 
0.334 0.777 0.777 
0.585 0.745 0.745 
0.217 0.667 0.667 
0.384 0.875 0.875 
0.350 0.787 0.787 
0.501 0.722 0.722 
0.518 0.930 0.930 
0.284 0.711 0.711 
0.400 0.788 0.788 
0.384 0.733 0.733 
0.467 1.182 1.182 
0.484 1.662 1.662 
0.500 1.269 1.269 
0.317 0.656 0.656 
0.467 0.558 0.558 
0.467 0.635 0.635 
0.268 0.558 0.558 
0.250 0.853 0.853 
0.400 0.690 0.690 
0.584 0.613 0.613 
0.334 0.820 0.820 
0.434 1.336 1.336 
0.285 0.723 0.723 
0.500 0.645 0.645 
0.301 0.831 0.831 
0.401 0.591 0.591 
0.484 0.503 0.503 
0.567 0.590 0.590 
0.584 0.755 0.755 
0.417 0.887 0.887 
0.250 0.722 0.722 
0.266 0.624 0.624 
0.301 0.535 0.535 
0.534 0.558 0.558 
0.301 0.557 0.557 
0.534 0.493 0.493 
0.300 0.547 0.547 
0.567 0.678 0.678 
0.349 0.547 0.547 
0.283 0.645 0.645 
0.299 0.623 0.623 
0.451 0.733 0.733 
0.384 0.580 0.580 
0.350 0.798 0.798 
0.533 0.831 0.831 
0.434 1.017 1.017 
0.418 0.536 0.536 
0.567 0.405 0.405 
0.317 0.646 0.646 
0.501 0.492 0.492 
0.501 0.526 0.526 
0.351 0.689 0.689 
0.434 0.558 0.558 
0.234 1.017 1.017 
0.217 0.974 0.974 
0.417 2.002 2.002 
0.517 1.159 1.159 
0.584 0.930 0.930 
0.250 1.159 1.159 
0.434 0.941 0.941 
0.384 0.722 0.722 
0.200 0.864 0.864 
0.333 0.820 0.820 
0.266 0.689 0.689 
0.517 0.656 0.656 
0.334 0.657 0.657 
