60,4,NaN,NaN
26,31,NaN,NaN
21,30,1,1.2704
59,49,1,1.9728
10,35,2,1.4455
8,21,1,2.0036
54,46,1,1.4345
21,15,1,1.3037
28,45,2,0.942
6,5,2,1.0528
37,9,2,1.0747
30,35,2,2.1241
18,26,1,1.0297
48,54,2,0.96403
51,2,1,1.5124
21,27,1,1.3805
37,29,1,1.2154
36,7,2,1.3263
22,32,1,1.501
1,56,2,1.3136
28,59,2,1.1502
38,40,2,1.6765
6,15,1,1.0517
10,44,2,1.1176
25,54,2,1.1723
3,32,1,1.0957
31,18,2,1.3473
9,36,1,1.3469
30,52,1,1.2386
47,51,1,1.3373
40,13,1,1.447
46,11,1,0.96487
59,38,2,2.3231
54,16,1,1.0188
31,47,2,1.2267
59,39,1,0.90921
3,26,1,1.7545
60,20,2,1.3922
42,12,1,1.052
28,17,2,1.2819
42,30,2,2.0484
12,47,2,1.1287
1,26,1,1.7972
7,27,1,1.4568
40,44,2,0.84382
48,41,1,0.96472
45,37,1,1.5009
17,51,2,1.0179
29,10,2,1.4024
17,45,2,1.7532
1,37,2,1.5222
48,27,1,1.5448
16,19,2,1.2165
26,32,2,1.1611
15,12,2,1.3477
44,59,1,1.4902
50,37,1,1.7319
54,42,1,1.2271
22,49,1,1.6224
27,41,1,1.3472
28,14,1,1.5114
20,40,2,1.4027
6,52,1,1.457
38,41,1,0.89817
39,9,1,1.8295
24,19,2,1.5775
16,9,1,1.8289
55,59,2,2.3657
22,11,1,0.92074
49,24,1,1.4456
48,32,1,1.3477
36,25,1,1.3804
11,52,2,1.1398
36,15,1,1.2385
2,54,2,0.98578
1,49,1,1.2603
11,27,2,1.3154
17,42,2,1.3255
1,51,2,1.6105
8,22,1,1.0845
5,21,1,1.5217
22,31,1,2.06
20,26,1,1.314
28,49,1,2.4341
6,41,1,1.5449
56,9,1,1.4351
52,46,2,1.3687
23,57,2,1.4571
22,4,2,1.1288
56,25,1,1.0405
10,53,2,1.6206
9,34,2,1.5772
39,19,1,1.7855
53,60,2,1.9845
34,32,1,1.7747
24,20,2,1.3357
23,46,2,1.2602
10,19,1,1.0952
6,32,1,1.194
1,18,1,1.5663
39,33,1,0.95315
22,27,2,1.4348
39,45,2,1.7531
11,60,2,0.97562
39,22,2,1.4241
43,19,2,1.2499
27,57,2,0.96358
31,44,2,1.073
