<><><><><><><><> 
Begin: 16-Oct-2014 09:51:09 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s41 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.998 1.747 1.747 
0.532 1.605 1.605 
0.567 1.726 1.726 
0.249 1.608 1.608 
0.567 1.114 1.114 
0.451 1.082 1.082 
0.233 2.109 2.109 
0.317 2.010 2.010 
0.417 0.929 0.929 
0.583 1.442 1.442 
0.584 0.994 0.994 
0.267 2.034 2.034 
0.584 2.229 2.229 
0.584 0.929 0.929 
0.400 1.170 1.170 
0.517 1.104 1.104 
0.267 0.984 0.984 
0.367 0.952 0.952 
0.567 0.928 0.928 
0.517 0.941 0.941 
0.584 0.962 0.962 
0.467 1.082 1.082 
0.217 0.862 0.862 
0.534 1.509 1.509 
0.584 1.683 1.683 
0.468 0.699 0.699 
0.501 1.017 1.017 
0.500 0.863 0.863 
0.367 1.355 1.355 
0.467 1.629 1.629 
0.267 1.039 1.039 
0.484 1.465 1.465 
0.217 1.421 1.421 
0.317 1.006 1.006 
0.217 1.376 1.376 
0.234 1.519 1.519 
0.534 0.874 0.874 
0.483 1.027 1.027 
0.334 1.301 1.301 
0.584 1.355 1.355 
0.217 1.290 1.290 
0.384 1.717 1.717 
0.350 2.558 2.558 
0.501 2.679 2.679 
0.517 0.917 0.917 
0.284 1.018 1.018 
0.400 1.028 1.028 
0.383 1.289 1.289 
0.467 1.039 1.039 
0.484 0.984 0.984 
0.502 0.917 0.917 
0.317 1.103 1.103 
0.468 1.126 1.126 
0.467 2.275 2.275 
0.267 0.918 0.918 
0.250 1.028 1.028 
0.400 1.333 1.333 
0.584 1.235 1.235 
0.334 1.586 1.586 
0.434 1.039 1.039 
0.284 1.520 1.520 
0.501 0.996 0.996 
0.300 0.884 0.884 
0.400 1.946 1.946 
0.484 0.885 0.885 
0.567 1.158 1.158 
0.584 1.027 1.027 
0.417 0.984 0.984 
0.251 1.169 1.169 
0.267 2.340 2.340 
0.299 0.875 0.875 
0.533 1.136 1.136 
0.300 1.202 1.202 
0.534 1.147 1.147 
0.300 1.027 1.027 
0.567 1.016 1.016 
0.350 1.137 1.137 
0.283 1.616 1.616 
0.300 0.994 0.994 
0.450 0.962 0.962 
0.384 1.039 1.039 
0.349 0.917 0.917 
0.534 0.787 0.787 
0.434 0.809 0.809 
0.417 0.863 0.863 
0.567 0.819 0.819 
0.317 1.345 1.345 
0.501 0.896 0.896 
0.501 1.606 1.606 
0.350 1.607 1.607 
0.434 0.896 0.896 
0.234 1.355 1.355 
0.217 1.137 1.137 
0.417 1.017 1.017 
0.517 0.831 0.831 
0.584 0.897 0.897 
0.249 1.028 1.028 
0.435 0.831 0.831 
0.383 1.868 1.868 
0.200 0.929 0.929 
0.334 2.063 2.063 
0.267 1.344 1.344 
0.517 1.323 1.323 
0.334 0.895 0.895 
