<><><><><><><><> 
Begin: 18-Nov-2014 15:09:46 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s56 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.608 1.608 
0.534 0.930 0.930 
0.567 1.225 1.225 
0.250 1.346 1.346 
0.567 1.411 1.411 
0.450 0.996 0.996 
0.249 0.985 0.985 
0.317 0.929 0.929 
0.418 1.072 1.072 
0.584 1.116 1.116 
0.584 1.116 1.116 
0.267 2.012 2.012 
0.584 1.095 1.095 
0.584 1.767 1.767 
0.400 1.123 1.123 
0.517 1.031 1.031 
0.267 2.341 2.341 
0.367 1.706 1.706 
0.568 1.379 1.379 
0.518 1.181 1.181 
0.584 1.980 1.980 
0.468 1.213 1.213 
0.217 3.501 3.501 
0.550 1.115 1.115 
0.584 1.094 1.094 
0.467 1.050 1.050 
0.499 1.051 1.051 
0.500 1.489 1.489 
0.366 1.248 1.248 
0.467 1.050 1.050 
0.268 1.401 1.401 
0.484 2.343 2.343 
0.217 2.179 2.179 
0.318 1.084 1.084 
0.217 1.115 1.115 
0.234 0.973 0.973 
0.533 2.318 2.318 
0.483 1.039 1.039 
0.333 0.952 0.952 
0.584 1.401 1.401 
0.217 2.890 2.890 
0.384 1.555 1.555 
0.351 2.516 2.516 
0.517 1.827 1.827 
0.516 1.214 1.214 
0.284 1.181 1.181 
0.401 0.930 0.930 
0.384 2.318 2.318 
0.467 1.127 1.127 
0.484 1.478 1.478 
0.501 1.050 1.050 
0.317 1.399 1.399 
0.467 0.985 0.985 
0.468 3.773 3.773 
0.266 1.072 1.072 
0.250 2.089 2.089 
0.400 2.460 2.460 
0.584 1.115 1.115 
0.333 1.192 1.192 
0.433 1.411 1.411 
0.299 2.220 2.220 
0.501 3.009 3.009 
0.300 1.794 1.794 
0.401 0.996 0.996 
0.484 2.385 2.385 
0.551 1.990 1.990 
0.585 2.515 2.515 
0.417 1.323 1.323 
0.250 2.286 2.286 
0.267 1.574 1.574 
0.300 1.476 1.476 
0.534 1.772 1.772 
0.301 1.214 1.214 
0.534 2.164 2.164 
0.299 2.461 2.461 
0.567 4.002 6.007 
0.334 1.182 1.182 
0.284 3.993 5.994 
0.300 1.980 1.980 
0.451 1.706 1.706 
0.385 1.356 1.356 
0.350 1.279 1.279 
0.534 1.478 1.478 
0.433 2.242 2.242 
0.418 1.368 1.368 
0.567 2.700 2.700 
0.317 1.346 1.346 
0.500 1.007 1.007 
0.501 1.553 1.553 
0.350 2.079 2.079 
0.434 1.049 1.049 
0.234 1.105 1.105 
0.233 1.105 1.105 
0.417 2.407 2.407 
0.518 0.951 0.951 
0.584 1.039 1.039 
0.250 3.236 3.236 
0.434 2.079 2.079 
0.384 0.963 0.963 
0.201 1.050 1.050 
0.334 0.995 0.995 
0.267 0.995 0.995 
0.518 1.050 1.050 
0.334 0.985 0.985 
