<><><><><><><><> 
Begin: 18-Nov-2014 14:35:58 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s56 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.584 1.584 
0.534 1.291 1.291 
0.566 1.728 1.728 
0.250 1.116 1.116 
0.567 1.116 1.116 
0.451 1.169 1.169 
0.233 2.068 2.068 
0.317 1.847 1.847 
0.418 1.924 1.924 
0.584 1.105 1.105 
0.583 1.696 1.696 
0.268 1.192 1.192 
0.585 1.061 1.061 
0.584 0.962 0.962 
0.401 2.537 2.537 
0.517 1.203 1.203 
0.251 1.292 1.292 
0.367 1.673 1.673 
0.568 2.155 2.155 
0.518 2.198 2.198 
0.584 1.597 1.597 
0.468 1.115 1.115 
0.218 1.651 1.651 
0.534 1.794 1.794 
0.583 1.738 1.738 
0.468 1.850 1.850 
0.500 1.488 1.488 
0.500 2.701 2.701 
0.367 1.028 1.028 
0.467 1.542 1.542 
0.268 1.696 1.696 
0.484 1.487 1.487 
0.216 1.203 1.203 
0.316 1.149 1.149 
0.216 1.072 1.072 
0.249 2.843 2.843 
0.534 2.330 2.330 
0.483 3.729 3.729 
0.333 1.882 1.882 
0.584 3.490 3.490 
0.217 1.258 1.258 
0.384 1.149 1.149 
0.350 2.942 2.942 
0.517 1.728 1.728 
0.517 1.665 1.665 
0.283 3.129 3.129 
0.400 1.181 1.181 
0.384 0.984 0.984 
0.467 1.006 1.006 
0.483 0.984 0.984 
0.501 2.165 2.165 
0.317 1.521 1.521 
0.483 1.946 1.946 
0.467 1.552 1.552 
0.268 1.619 1.619 
0.250 1.061 1.061 
0.400 0.842 0.842 
0.583 1.248 1.248 
0.334 1.160 1.160 
0.434 1.781 1.781 
0.300 2.164 2.164 
0.501 1.608 1.608 
0.301 1.400 1.400 
0.401 1.137 1.137 
0.484 3.991 4.016 
0.567 1.454 1.454 
0.585 1.248 1.248 
0.417 1.411 1.411 
0.266 3.981 5.990 
0.267 2.657 2.657 
0.300 0.951 0.951 
0.534 1.433 1.433 
0.301 2.298 2.298 
0.533 1.410 1.410 
0.300 1.400 1.400 
0.568 2.691 2.691 
0.334 1.258 1.258 
0.284 2.396 2.396 
0.300 2.221 2.221 
0.451 1.488 1.488 
0.399 3.271 3.271 
0.350 1.313 1.313 
0.534 1.892 1.892 
0.434 1.127 1.127 
0.417 1.573 1.573 
0.566 3.491 3.491 
0.317 2.440 2.440 
0.500 1.411 1.411 
0.501 1.574 1.574 
0.350 2.034 2.034 
0.434 1.936 1.936 
0.235 1.258 1.258 
0.233 1.291 1.291 
0.418 1.804 1.804 
0.518 3.872 3.872 
0.583 2.067 2.067 
0.250 1.302 1.302 
0.434 1.804 1.804 
0.383 1.203 1.203 
0.201 1.084 1.084 
0.334 1.728 1.728 
0.267 2.822 2.822 
0.517 1.619 1.619 
0.334 2.822 2.822 
