<><><><><><><><> 
Begin: 18-Nov-2014 14:25:15 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s56 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.396 1.396 
0.534 1.247 1.247 
0.568 1.925 1.925 
0.251 1.192 1.192 
0.567 1.685 1.685 
0.450 0.853 0.853 
0.250 2.220 2.220 
0.317 1.017 1.017 
0.418 1.027 1.027 
0.584 1.609 1.609 
0.584 1.301 1.301 
0.267 1.061 1.061 
0.583 1.389 1.389 
0.585 2.538 2.538 
0.401 1.751 1.751 
0.517 1.345 1.345 
0.267 1.520 1.520 
0.367 1.466 1.466 
0.567 1.323 1.323 
0.517 2.407 2.407 
0.584 2.057 2.057 
0.468 1.039 1.039 
0.216 1.279 1.279 
0.550 1.039 1.039 
0.584 0.941 0.941 
0.466 1.651 1.651 
0.501 1.172 1.172 
0.501 1.771 1.771 
0.367 1.401 1.401 
0.467 1.509 1.509 
0.268 2.001 2.001 
0.484 1.290 1.290 
0.216 1.640 1.640 
0.317 1.094 1.094 
0.217 3.969 3.969 
0.235 0.973 0.973 
0.533 1.367 1.367 
0.484 1.410 1.410 
0.333 1.488 1.488 
0.584 1.334 1.334 
0.217 1.215 1.215 
0.383 2.059 2.059 
0.350 1.260 1.260 
0.517 1.216 1.216 
0.517 1.149 1.149 
0.284 2.507 2.507 
0.400 1.860 1.860 
0.384 1.192 1.192 
0.467 3.225 3.225 
0.484 0.941 0.941 
0.501 1.443 1.443 
0.318 1.138 1.138 
0.468 1.662 1.662 
0.467 1.378 1.378 
0.266 2.362 2.362 
0.250 1.225 1.225 
0.400 1.871 1.871 
0.585 1.521 1.521 
0.334 2.573 2.573 
0.434 2.243 2.243 
0.284 1.422 1.422 
0.501 1.071 1.071 
0.300 1.095 1.095 
0.400 2.201 2.201 
0.483 1.182 1.182 
0.567 0.897 0.897 
0.584 1.171 1.171 
0.417 1.105 1.105 
0.251 1.532 1.532 
0.267 2.209 2.209 
0.300 1.301 1.301 
0.533 1.509 1.509 
0.301 2.001 2.001 
0.534 3.238 3.238 
0.301 1.849 1.849 
0.567 1.204 1.204 
0.334 1.586 1.586 
0.284 1.006 1.006 
0.300 1.225 1.225 
0.450 1.980 1.980 
0.400 3.205 3.205 
0.350 0.996 0.996 
0.534 0.952 0.952 
0.434 1.826 1.826 
0.418 1.421 1.421 
0.567 1.279 1.279 
0.317 1.225 1.225 
0.501 0.995 0.995 
0.501 0.886 0.886 
0.351 1.816 1.816 
0.434 1.443 1.443 
0.234 3.532 3.532 
0.217 1.181 1.181 
0.417 0.820 0.820 
0.517 1.203 1.203 
0.584 0.973 0.973 
0.250 1.322 1.322 
0.433 1.367 1.367 
0.384 1.006 1.006 
0.200 1.149 1.149 
0.334 1.543 1.543 
0.267 1.487 1.487 
0.517 1.203 1.203 
0.334 0.963 0.963 
