<><><><><><><><> 
Begin: 26-Sep-2014 15:59:10 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s24 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.963 0.963 
0.267 0.973 0.973 
0.600 0.929 0.929 
0.484 0.799 0.799 
0.400 0.919 0.919 
0.384 0.952 0.952 
0.234 1.214 1.214 
0.483 0.776 0.776 
0.216 1.258 1.258 
0.233 1.006 1.006 
0.417 1.018 1.018 
0.234 1.104 1.104 
0.534 0.963 0.963 
0.534 1.127 1.127 
0.500 1.094 1.094 
0.267 1.313 1.313 
0.468 1.357 1.357 
0.417 1.007 1.007 
0.585 1.105 1.105 
0.467 0.986 0.986 
0.517 0.733 0.733 
0.384 1.433 1.433 
0.367 1.432 1.432 
0.534 1.018 1.018 
0.234 0.995 0.995 
0.250 1.018 1.018 
0.283 1.061 1.061 
0.367 0.952 0.952 
0.535 1.040 1.040 
0.518 0.920 0.920 
0.234 1.237 1.237 
0.367 0.963 0.963 
0.417 1.369 1.369 
0.367 1.127 1.127 
0.467 1.095 1.095 
0.451 1.062 1.062 
0.317 1.116 1.116 
0.383 1.029 1.029 
0.201 0.886 0.886 
0.601 1.018 1.018 
0.267 0.875 0.875 
0.250 0.799 0.799 
0.350 2.057 2.057 
0.283 0.920 0.920 
0.400 0.853 0.853 
0.335 1.248 1.248 
0.584 0.733 0.733 
0.567 0.951 0.951 
0.217 1.105 1.105 
0.501 1.028 1.028 
0.316 1.017 1.017 
0.367 0.897 0.897 
0.417 0.909 0.909 
0.584 1.094 1.094 
0.367 0.897 0.897 
0.601 0.755 0.755 
0.318 1.149 1.149 
0.484 0.799 0.799 
0.467 0.755 0.755 
0.418 0.733 0.733 
0.484 0.854 0.854 
0.467 0.875 0.875 
0.267 1.401 1.401 
0.250 0.930 0.930 
0.601 1.225 1.225 
0.267 1.116 1.116 
0.217 1.598 1.598 
0.434 0.865 0.865 
0.551 1.051 1.051 
0.468 0.898 0.898 
0.284 1.171 1.171 
0.351 0.930 0.930 
0.383 0.985 0.985 
0.601 1.291 1.291 
0.268 1.410 1.410 
0.551 1.433 1.433 
0.467 1.138 1.138 
0.350 1.793 1.793 
0.284 1.280 1.280 
0.368 1.172 1.172 
0.400 1.892 1.892 
0.250 1.760 1.760 
0.434 1.007 1.007 
0.300 1.105 1.105 
0.349 1.905 1.905 
0.434 1.028 1.028 
0.300 1.652 1.652 
0.317 1.028 1.028 
0.450 0.952 0.952 
0.301 0.755 0.755 
0.534 1.039 1.039 
0.601 0.788 0.788 
0.500 1.159 1.159 
0.334 1.576 1.576 
0.433 1.171 1.171 
0.251 0.995 0.995 
0.568 1.400 1.400 
0.551 1.159 1.159 
0.533 1.006 1.006 
0.300 1.182 1.182 
0.433 0.886 0.886 
0.217 0.842 0.842 
0.368 1.116 1.116 
0.333 0.963 0.963 
