1,82,2,6,2.518
0,28,1,1,0.73338
1,4,1,1,0.57962
0,25,1,2,0.98436
0,77,2,5,1.1158
0,100,2,6,0.47023
1,101,2,5,0.97393
0,109,2,6,0.84204
1,50,1,2,0.68996
0,11,1,4,1.4337
1,87,2,6,0.95265
0,30,1,1,0.74415
1,23,1,1,0.657
0,89,2,5,0.95211
1,17,1,2,1.0301
0,44,1,1,0.73252
1,38,1,1,0.52579
1,98,2,5,1.161
0,22,1,1,1.1163
0,58,1,1,0.57985
1,8,1,1,0.47095
1,55,1,1,0.5252
1,110,2,6,0.78794
1,58,1,5,1.0505
0,52,1,1,0.90803
1,84,2,6,1.0836
0,117,2,5,1.0618
0,49,1,1,0.8102
1,93,2,6,1.6292
1,95,2,6,1.1831
0,60,1,1,0.591
0,117,2,6,0.77697
1,24,1,5,1.1381
1,18,1,1,0.54709
0,36,1,1,0.87576
0,43,1,2,0.8534
0,24,1,4,2.3529
0,66,2,5,1.5538
0,67,2,5,0.83134
0,75,2,7,1.5972
1,25,1,1,1.0841
1,74,2,5,1.9261
0,45,1,1,0.60175
1,78,2,2,1.2472
1,12,1,4,1.7275
1,92,2,1,0.62371
1,105,2,6,1.1267
0,56,1,1,0.63423
1,3,1,1,0.78701
1,91,2,6,1.5425
0,107,2,6,1.6427
1,83,2,5,0.97397
1,70,2,6,1.1927
0,116,2,5,1.2692
1,86,2,5,1.0724
1,99,2,2,1.3122
0,40,1,1,0.87571
1,120,2,5,1.8824
1,98,2,6,0.85292
1,54,1,1,1.5874
1,97,2,4,1.1379
1,116,2,5,1.203
0,68,2,4,1.5093
0,42,1,1,1.2366
0,104,2,6,1.1495
0,102,2,5,0.99534
0,21,1,1,1.2366
1,45,1,1,1.3127
1,47,1,1,1.1493
1,79,2,6,1.1051
0,38,1,1,0.79873
1,7,1,1,0.72266
0,114,2,5,0.71152
0,63,2,5,1.7069
0,30,1,1,0.65671
0,67,2,6,0.89741
1,29,1,1,1.3568
1,89,2,5,1.1054
1,80,2,5,0.63469
1,111,2,6,0.6456
1,31,1,1,0.54695
0,115,2,6,0.70008
0,49,1,1,0.69048
1,21,1,2,0.61241
0,9,1,1,0.6347
1,46,1,1,0.73382
0,8,1,2,0.65669
0,48,1,1,0.52516
1,4,1,1,0.61289
1,29,1,1,1.5103
0,94,2,4,1.4346
1,118,2,5,1.6197
1,85,2,6,1.8028
1,48,1,2,1.5272
1,50,1,3,1.3987
0,19,1,2,1.311
0,85,2,6,1.1146
1,5,1,2,1.2813
0,14,1,2,1.2021
1,60,1,1,0.71041
1,111,2,6,2.4502
1,6,1,2,1.1702
1,82,2,5,1.3781
1,70,2,7,0.9297
0,88,2,7,0.7221
1,43,1,1,0.85345
1,40,1,2,1.0506
1,73,2,6,0.85461
1,105,2,6,0.79944
1,53,1,1,0.71205
0,106,2,6,0.67894
1,35,1,2,0.77747
0,112,2,7,1.0731
0,101,2,5,1.0507
1,86,2,6,1.3134
0,54,1,2,0.79848
1,107,2,5,1.8817
0,81,2,4,1.8716
1,91,2,5,1.1812
0,2,1,4,1.2814
0,53,1,3,1.3357
1,33,1,2,0.99662
1,108,2,6,1.6097
0,37,1,2,1.5423
1,16,1,1,0.80985
0,77,2,4,1.2905
0,46,1,2,1.2695
1,120,2,5,1.6186
1,10,1,2,1.7396
1,26,1,1,0.71174
1,90,2,4,1.5969
0,59,1,1,1.3129
0,34,1,2,1.0617
1,15,1,1,1.3247
0,119,2,5,1.4006
0,26,1,3,1.3248
1,84,2,6,1.324
0,95,2,6,1.5759
0,113,2,5,1.3025
1,109,2,6,1.411
1,112,2,5,1.0501
0,13,1,3,1.3032
0,22,1,1,1.5753
1,51,1,1,0.78784
1,76,2,5,1.4432
0,64,2,4,1.3353
0,33,1,1,1.3465
1,90,2,5,1.6191
1,6,1,1,0.67868
0,62,2,5,1.1484
1,14,1,1,0.6894
0,19,1,2,0.63546
1,114,2,6,1.6427
1,103,2,6,0.88665
1,32,1,1,1.1163
0,93,2,6,1.0947
1,47,1,1,1.3026
0,27,1,1,0.97423
1,44,1,2,0.82145
1,103,2,5,0.79916
0,27,1,1,1.0835
0,35,1,1,0.64561
0,36,1,1,0.95155
0,16,1,2,0.70045
0,115,2,5,1.4669
0,56,1,1,0.82229
1,73,2,5,0.96408
0,106,2,5,1.597
0,68,2,6,1.0726
0,20,1,1,1.2698
0,81,2,5,0.80971
0,64,2,5,1.0176
1,65,2,4,1.477
1,119,2,5,1.303
0,34,1,2,1.3344
1,13,1,2,0.71117
0,102,2,5,1.1172
0,96,2,5,0.64583
0,23,1,2,0.71117
0,78,2,5,0.71115
0,41,1,1,1.2914
0,59,1,2,0.75527
