<><><><><><><><> 
Begin: 30-Sep-2014 09:11:13 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s43 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.997 1.573 1.573 
0.532 1.268 1.268 
0.567 1.147 1.147 
0.250 1.389 1.389 
0.567 0.972 0.972 
0.450 0.896 0.896 
0.249 1.168 1.168 
0.318 0.951 0.951 
0.417 1.093 1.093 
0.584 0.884 0.884 
0.584 1.269 1.269 
0.268 1.289 1.289 
0.583 1.125 1.125 
0.584 1.662 1.662 
0.401 1.050 1.050 
0.517 0.818 0.818 
0.266 2.721 2.721 
0.367 1.333 1.333 
0.567 1.377 1.377 
0.517 1.629 1.629 
0.584 1.420 1.420 
0.467 0.852 0.852 
0.218 1.770 1.770 
0.534 1.180 1.180 
0.584 1.628 1.628 
0.467 1.699 1.699 
0.501 1.272 1.272 
0.501 0.927 0.927 
0.367 1.049 1.049 
0.467 1.465 1.465 
0.266 1.301 1.301 
0.484 0.786 0.786 
0.217 1.378 1.378 
0.317 0.994 0.994 
0.217 1.059 1.059 
0.234 1.114 1.114 
0.534 1.400 1.400 
0.484 1.835 1.835 
0.334 2.416 2.416 
0.584 1.257 1.257 
0.217 1.890 1.890 
0.384 1.497 1.497 
0.350 1.038 1.038 
0.501 1.465 1.465 
0.517 1.279 1.279 
0.284 0.896 0.896 
0.400 1.072 1.072 
0.384 1.312 1.312 
0.467 1.081 1.081 
0.483 0.820 0.820 
0.501 1.313 1.313 
0.317 0.797 0.797 
0.468 1.344 1.344 
0.467 0.907 0.907 
0.267 0.971 0.971 
0.250 1.169 1.169 
0.400 1.071 1.071 
0.583 0.798 0.798 
0.334 1.049 1.049 
0.434 0.776 0.776 
0.284 0.830 0.830 
0.500 0.831 0.831 
0.299 1.016 1.016 
0.401 1.027 1.027 
0.483 1.093 1.093 
0.567 1.137 1.137 
0.585 0.993 0.993 
0.416 1.038 1.038 
0.251 0.864 0.864 
0.267 0.907 0.907 
0.300 1.224 1.224 
0.534 0.863 0.863 
0.299 0.995 0.995 
0.533 1.640 1.640 
0.301 0.885 0.885 
0.567 0.972 0.972 
0.350 1.399 1.399 
0.283 1.257 1.257 
0.300 1.103 1.103 
0.451 1.279 1.279 
0.384 0.897 0.897 
0.350 0.984 0.984 
0.534 1.760 1.760 
0.434 0.863 0.863 
0.417 1.060 1.060 
0.567 0.951 0.951 
0.317 1.716 1.716 
0.501 1.835 1.835 
0.501 1.104 1.104 
0.350 0.995 0.995 
0.434 0.994 0.994 
0.234 1.562 1.562 
0.217 1.311 1.311 
0.417 0.875 0.875 
0.517 0.863 0.863 
0.584 0.928 0.928 
0.250 0.689 0.689 
0.434 0.994 0.994 
0.383 0.863 0.863 
0.201 0.820 0.820 
0.334 0.994 0.994 
0.266 1.398 1.398 
0.517 1.103 1.103 
0.334 0.667 0.667 
