<><><><><><><><> 
Begin: 30-Sep-2014 09:41:14 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s43 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.338 2.338 
0.533 1.291 1.291 
0.567 0.810 0.810 
0.251 0.809 0.809 
0.568 0.635 0.635 
0.451 0.548 0.548 
0.234 1.127 1.127 
0.317 0.646 0.646 
0.417 1.138 1.138 
0.584 0.645 0.645 
0.584 0.919 0.919 
0.267 0.821 0.821 
0.584 0.723 0.723 
0.584 0.657 0.657 
0.401 0.688 0.688 
0.517 0.635 0.635 
0.267 0.711 0.711 
0.367 0.767 0.767 
0.567 0.580 0.580 
0.518 0.722 0.722 
0.584 0.657 0.657 
0.468 1.138 1.138 
0.217 1.488 1.488 
0.535 3.369 3.369 
0.569 2.155 2.155 
0.468 0.766 0.766 
0.501 0.919 0.919 
0.501 1.083 1.083 
0.366 0.656 0.656 
0.467 1.586 1.586 
0.268 0.798 0.798 
0.483 0.700 0.700 
0.217 0.842 0.842 
0.318 2.715 2.715 
0.217 0.558 0.558 
0.233 0.656 0.656 
0.534 0.678 0.678 
0.484 0.634 0.634 
0.334 0.843 0.843 
0.584 0.613 0.613 
0.217 0.898 0.898 
0.383 0.755 0.755 
0.350 0.929 0.929 
0.517 1.312 1.312 
0.518 0.909 0.909 
0.284 0.645 0.645 
0.400 0.854 0.854 
0.384 1.225 1.225 
0.467 1.204 1.204 
0.484 0.810 0.810 
0.500 1.072 1.072 
0.317 1.019 1.019 
0.468 4.003 5.234 
0.468 1.269 1.269 
0.267 0.798 0.798 
0.250 0.930 0.930 
0.400 1.280 1.280 
0.583 0.875 0.875 
0.334 0.853 0.853 
0.434 1.017 1.017 
0.284 0.963 0.963 
0.502 0.874 0.874 
0.301 1.138 1.138 
0.401 1.425 1.425 
0.484 1.105 1.105 
0.567 1.214 1.214 
0.583 1.456 1.456 
0.418 1.258 1.258 
0.251 0.756 0.756 
0.267 0.733 0.733 
0.301 0.690 0.690 
0.534 0.656 0.656 
0.300 1.772 1.772 
0.533 0.820 0.820 
0.301 1.707 1.707 
0.567 1.006 1.006 
0.350 0.929 0.929 
0.284 1.905 1.905 
0.300 0.645 0.645 
0.451 0.634 0.634 
0.384 1.029 1.029 
0.350 1.149 1.149 
0.534 1.160 1.160 
0.434 1.170 1.170 
0.417 1.073 1.073 
0.567 0.809 0.809 
0.317 1.204 1.204 
0.501 0.722 0.722 
0.501 0.908 0.908 
0.350 1.226 1.226 
0.434 1.203 1.203 
0.234 0.733 0.733 
0.217 0.875 0.875 
0.418 1.061 1.061 
0.517 3.720 3.720 
0.584 0.929 0.929 
0.250 1.138 1.138 
0.434 1.083 1.083 
0.384 0.799 0.799 
0.201 0.754 0.754 
0.334 1.192 1.192 
0.267 1.115 1.115 
0.517 1.599 1.599 
0.334 1.488 1.488 
