<><><><><><><><> 
Begin: 30-Sep-2014 09:50:17 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s43 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.920 2.920 
0.534 1.695 1.695 
0.568 0.678 0.678 
0.250 1.608 1.608 
0.568 0.843 0.843 
0.451 0.702 0.702 
0.234 0.732 0.732 
0.318 1.367 1.367 
0.417 1.421 1.421 
0.583 1.072 1.072 
0.584 0.831 0.831 
0.267 2.530 2.530 
0.585 1.225 1.225 
0.584 0.635 0.635 
0.400 1.128 1.128 
0.517 1.139 1.139 
0.266 1.171 1.171 
0.366 1.686 1.686 
0.567 1.062 1.062 
0.516 1.039 1.039 
0.583 1.017 1.017 
0.468 1.237 1.237 
0.216 1.106 1.106 
0.550 1.215 1.215 
0.584 0.941 0.941 
0.468 1.083 1.083 
0.501 1.171 1.171 
0.500 2.167 2.167 
0.367 3.992 5.986 
0.467 1.848 1.848 
0.268 0.940 0.940 
0.484 0.711 0.711 
0.216 1.411 1.411 
0.317 1.049 1.049 
0.217 1.093 1.093 
0.234 0.995 0.995 
0.534 1.269 1.269 
0.484 0.733 0.733 
0.334 0.886 0.886 
0.584 1.040 1.040 
0.217 0.951 0.951 
0.384 1.488 1.488 
0.350 1.400 1.400 
0.501 1.115 1.115 
0.517 1.192 1.192 
0.283 0.810 0.810 
0.399 1.368 1.368 
0.384 1.192 1.192 
0.467 1.357 1.357 
0.483 1.280 1.280 
0.501 1.160 1.160 
0.318 0.963 0.963 
0.468 1.083 1.083 
0.468 0.951 0.951 
0.267 1.301 1.301 
0.251 0.919 0.919 
0.399 0.700 0.700 
0.585 1.971 1.971 
0.334 1.424 1.424 
0.435 1.039 1.039 
0.284 0.866 0.866 
0.501 1.412 1.412 
0.300 1.433 1.433 
0.400 1.061 1.061 
0.484 0.810 0.810 
0.566 1.937 1.937 
0.583 1.773 1.773 
0.418 1.346 1.346 
0.251 1.598 1.598 
0.267 2.364 2.364 
0.300 1.127 1.127 
0.534 1.969 1.969 
0.301 0.875 0.875 
0.534 2.965 2.965 
0.301 1.126 1.126 
0.568 1.248 1.248 
0.350 0.996 0.996 
0.284 1.259 1.259 
0.300 0.985 0.985 
0.451 2.605 2.605 
0.400 1.061 1.061 
0.350 0.799 0.799 
0.534 1.924 1.924 
0.433 0.876 0.876 
0.417 0.931 0.931 
0.568 1.072 1.072 
0.317 0.908 0.908 
0.501 2.002 2.002 
0.501 1.235 1.235 
0.351 1.695 1.695 
0.434 0.919 0.919 
0.233 3.991 5.996 
0.233 1.028 1.028 
0.417 1.214 1.214 
0.518 1.083 1.083 
0.584 1.586 1.586 
0.250 0.920 0.920 
0.434 1.040 1.040 
0.383 0.974 0.974 
0.200 1.050 1.050 
0.334 0.908 0.908 
0.267 1.630 1.630 
0.517 0.961 0.961 
0.333 1.126 1.126 
