<><><><><><><><> 
Begin: 24-Nov-2014 15:19:21 
0.417 1.270 1.270 
0.267 1.510 1.510 
0.451 1.236 1.236 
0.300 1.105 1.105 
0.467 1.454 1.454 
0.484 1.050 1.050 
0.501 1.510 1.510 
0.384 1.739 1.739 
0.234 1.466 1.466 
0.300 1.814 1.814 
0.567 1.697 1.697 
0.267 1.465 1.465 
0.534 0.897 0.897 
0.418 1.849 1.849 
0.601 1.564 1.564 
0.234 1.313 1.313 
0.384 2.047 2.047 
0.250 1.915 1.915 
0.584 2.582 2.582 
0.201 1.969 1.969 
0.517 2.889 2.889 
0.533 2.111 2.111 
0.551 3.215 3.215 
0.233 1.149 1.149 
0.367 2.384 2.384 
0.301 2.287 2.287 
0.517 3.226 3.226 
0.383 1.607 1.607 
0.567 1.606 1.606 
0.283 1.368 1.368 
0.300 1.379 1.379 
0.266 2.408 2.408 
0.250 1.182 1.182 
0.551 1.378 1.378 
0.434 1.290 1.290 
0.417 2.506 2.506 
0.266 1.739 1.739 
0.550 1.705 1.705 
0.451 2.133 2.133 
0.350 1.423 1.423 
0.400 1.292 1.292 
0.367 2.101 2.101 
0.234 1.838 1.838 
0.301 1.149 1.149 
0.250 1.642 1.642 
0.283 2.221 2.221 
0.300 2.014 2.014 
0.368 1.422 1.422 
0.216 1.345 1.345 
0.567 1.301 1.301 
0.585 2.047 2.047 
0.400 1.051 1.051 
0.400 0.951 0.951 
0.334 1.433 1.433 
0.567 1.116 1.116 
0.350 1.006 1.006 
0.250 0.940 0.940 
0.518 2.593 2.593 
0.350 2.264 2.264 
0.300 1.204 1.204 
0.368 1.335 1.335 
0.234 4.005 4.074 
0.250 1.203 1.203 
0.584 1.728 1.728 
0.584 1.104 1.104 
0.434 2.441 2.441 
0.233 1.204 1.204 
0.301 2.035 2.035 
0.350 0.755 0.755 
0.535 1.498 1.498 
0.201 1.259 1.259 
0.217 0.920 0.920 
0.267 1.379 1.379 
0.467 1.313 1.313 
0.500 1.127 1.127 
0.466 1.138 1.138 
0.383 1.225 1.225 
0.417 0.973 0.973 
0.317 1.171 1.171 
0.501 1.259 1.259 
0.284 0.766 0.766 
0.484 1.051 1.051 
0.284 1.214 1.214 
0.350 1.248 1.248 
0.450 1.148 1.148 
0.518 1.564 1.564 
0.234 1.411 1.411 
0.568 1.181 1.181 
0.517 1.170 1.170 
0.401 1.039 1.039 
0.383 1.270 1.270 
0.383 1.422 1.422 
0.317 1.302 1.302 
0.400 1.279 1.279 
0.401 2.494 2.494 
0.534 0.722 0.722 
0.518 1.750 1.750 
0.467 1.237 1.237 
0.351 1.716 1.716 
0.533 1.771 1.771 
0.417 0.996 0.996 
0.349 2.911 2.911 
0.583 1.040 1.040 
0.551 3.992 4.244 
0.418 1.750 1.750 
0.451 2.100 2.100 
0.433 1.258 1.258 
0.284 1.105 1.105 
0.317 1.521 1.521 
0.383 1.072 1.072 
0.300 1.149 1.149 
0.534 2.669 2.669 
0.284 0.973 0.973 
0.300 2.703 2.703 
0.267 1.347 1.347 
0.300 1.674 1.674 
0.384 1.936 1.936 
0.334 1.467 1.467 
0.568 3.478 3.478 
0.368 1.116 1.116 
0.284 1.302 1.302 
0.567 3.196 3.196 
0.600 0.798 0.798 
0.384 2.080 2.080 
0.251 2.178 2.178 
0.300 1.411 1.411 
0.367 1.520 1.520 
0.435 1.587 1.587 
0.300 1.116 1.116 
0.450 1.389 1.389 
0.483 2.178 2.178 
0.284 1.335 1.335 
0.250 0.810 0.810 
0.317 2.156 2.156 
0.333 2.725 2.725 
0.366 1.060 1.060 
0.400 2.022 2.022 
0.234 1.510 1.510 
0.316 1.806 1.806 
0.518 0.952 0.952 
0.217 1.259 1.259 
0.568 1.510 1.510 
0.500 1.750 1.750 
0.401 1.466 1.466 
0.434 1.236 1.236 
0.300 1.554 1.554 
0.383 1.050 1.050 
0.585 0.941 0.941 
0.417 0.777 0.777 
0.417 0.843 0.843 
0.300 0.635 0.635 
0.400 1.510 1.510 
0.450 2.123 2.123 
0.467 1.432 1.432 
0.366 2.791 2.791 
0.350 0.853 0.853 
0.601 0.874 0.874 
0.217 1.958 1.958 
0.550 1.521 1.521 
0.567 2.165 2.165 
0.517 1.422 1.422 
0.234 1.543 1.543 
0.301 1.323 1.323 
0.334 2.582 2.582 
0.467 3.183 3.183 
0.251 1.718 1.718 
0.484 2.067 2.067 
0.250 3.095 3.095 
0.467 1.335 1.335 
0.400 1.182 1.182 
0.517 0.843 0.843 
0.484 1.182 1.182 
0.566 1.914 1.914 
0.551 0.853 0.853 
0.333 1.137 1.137 
0.484 1.214 1.214 
0.284 0.842 0.842 
0.217 1.050 1.050 
0.500 1.794 1.794 
0.400 1.335 1.335 
0.400 1.609 1.609 
0.567 0.974 0.974 
0.451 1.685 1.685 
0.450 1.652 1.652 
0.551 1.105 1.105 
0.517 1.652 1.652 
0.434 1.225 1.225 
0.283 2.352 2.352 
0.300 1.860 1.860 
0.551 0.799 0.799 
0.217 1.499 1.499 
<><><><><><><><> 
RT (mean):  1.64 
Consistency:  0.05 
Self Consistency:  0.78 
<><><><><><><><> 
End: 24-Nov-2014 15:29:32 
