<><><><><><><><> 
Begin: 24-Nov-2014 15:46:59 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s60 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.122 1.122 
0.534 0.973 0.973 
0.567 1.214 1.214 
0.250 1.051 1.051 
0.567 1.324 1.324 
0.450 1.017 1.017 
0.234 1.291 1.291 
0.317 1.269 1.269 
0.418 1.050 1.050 
0.584 0.853 0.853 
0.585 0.634 0.634 
0.268 1.029 1.029 
0.584 0.907 0.907 
0.584 0.843 0.843 
0.400 0.678 0.678 
0.517 0.678 0.678 
0.251 0.974 0.974 
0.367 0.755 0.755 
0.567 0.689 0.689 
0.518 1.291 1.291 
0.584 0.580 0.580 
0.467 0.842 0.842 
0.217 0.897 0.897 
0.535 1.018 1.018 
0.584 1.160 1.160 
0.468 1.039 1.039 
0.500 0.842 0.842 
0.501 1.038 1.038 
0.367 1.345 1.345 
0.467 1.084 1.084 
0.266 1.281 1.281 
0.484 2.122 2.122 
0.217 2.505 2.505 
0.317 0.932 0.932 
0.217 1.281 1.281 
0.234 0.996 0.996 
0.534 1.170 1.170 
0.484 0.930 0.930 
0.334 1.510 1.510 
0.585 1.269 1.269 
0.217 1.280 1.280 
0.384 1.510 1.510 
0.350 1.400 1.400 
0.502 0.920 0.920 
0.517 1.006 1.006 
0.283 0.952 0.952 
0.401 1.006 1.006 
0.383 2.516 2.516 
0.467 1.432 1.432 
0.483 1.050 1.050 
0.501 1.082 1.082 
0.318 0.755 0.755 
0.467 1.259 1.259 
0.468 1.060 1.060 
0.267 0.754 0.754 
0.250 1.411 1.411 
0.400 1.127 1.127 
0.585 0.809 0.809 
0.333 1.302 1.302 
0.434 1.180 1.180 
0.284 1.400 1.400 
0.500 0.918 0.918 
0.300 0.875 0.875 
0.400 1.269 1.269 
0.484 1.095 1.095 
0.551 1.553 1.553 
0.584 1.159 1.159 
0.417 1.455 1.455 
0.250 1.105 1.105 
0.267 1.607 1.607 
0.301 0.941 0.941 
0.533 1.171 1.171 
0.300 1.094 1.094 
0.534 1.116 1.116 
0.300 1.171 1.171 
0.567 1.444 1.444 
0.350 0.962 0.962 
0.284 1.138 1.138 
0.300 0.930 0.930 
0.450 1.039 1.039 
0.384 1.028 1.028 
0.350 1.040 1.040 
0.534 1.170 1.170 
0.434 1.467 1.467 
0.417 0.777 0.777 
0.568 1.126 1.126 
0.318 1.007 1.007 
0.500 1.456 1.456 
0.501 1.137 1.137 
0.351 1.072 1.072 
0.434 0.821 0.821 
0.234 1.062 1.062 
0.218 1.520 1.520 
0.418 1.115 1.115 
0.517 1.389 1.389 
0.583 1.094 1.094 
0.250 1.290 1.290 
0.433 2.538 2.538 
0.384 0.646 0.646 
0.199 1.204 1.204 
0.334 1.544 1.544 
0.267 0.810 0.810 
0.518 0.800 0.800 
0.333 1.465 1.465 
