<><><><><><><><> 
Begin: 05-Jun-2014 13:36:47 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s04 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.479 1.479 
0.234 0.869 0.869 
0.367 0.843 0.843 
0.316 0.964 0.964 
0.333 0.865 0.865 
0.250 0.887 0.887 
0.434 0.799 0.799 
0.318 0.876 0.876 
0.266 1.029 1.029 
0.201 1.084 1.084 
0.317 0.940 0.940 
0.417 0.712 0.712 
0.551 1.074 1.074 
0.217 1.182 1.182 
0.567 0.930 0.930 
0.250 0.919 0.919 
0.533 0.833 0.833 
0.518 0.635 0.635 
0.567 1.084 1.084 
0.250 1.072 1.072 
0.401 0.920 0.920 
0.366 0.920 0.920 
0.283 0.734 0.734 
0.434 0.996 0.996 
0.450 0.602 0.602 
0.284 0.876 0.876 
0.417 1.029 1.029 
0.600 1.138 1.138 
0.400 1.117 1.117 
0.484 1.128 1.128 
0.368 0.898 0.898 
0.216 1.171 1.171 
0.316 1.029 1.029 
0.517 1.740 1.740 
0.333 0.832 0.832 
0.234 1.216 1.216 
0.401 1.204 1.204 
0.349 1.073 1.073 
0.501 0.930 0.930 
0.417 0.700 0.700 
0.517 1.029 1.029 
0.534 0.919 0.919 
0.283 1.369 1.369 
0.251 0.974 0.974 
0.534 1.576 1.576 
0.450 0.701 0.701 
0.201 1.150 1.150 
0.567 1.981 1.981 
0.417 1.379 1.379 
0.417 1.138 1.138 
0.450 0.865 0.865 
0.502 1.172 1.172 
0.550 0.997 0.997 
0.350 1.204 1.204 
0.234 1.215 1.215 
0.500 1.599 1.599 
0.334 0.865 0.865 
0.534 1.051 1.051 
0.351 1.388 1.388 
0.533 0.755 0.755 
0.267 1.127 1.127 
0.251 1.030 1.030 
0.550 0.645 0.645 
0.217 1.401 1.401 
0.484 0.833 0.833 
0.501 1.215 1.215 
0.383 0.570 0.570 
0.350 1.215 1.215 
0.601 0.942 0.942 
0.367 0.844 0.844 
0.384 1.150 1.150 
0.267 0.965 0.965 
0.333 0.898 0.898 
0.334 1.315 1.315 
0.567 1.018 1.018 
0.300 1.094 1.094 
0.334 0.985 0.985 
0.367 0.831 0.831 
0.483 1.194 1.194 
0.266 1.270 1.270 
0.551 1.466 1.466 
0.234 0.822 0.822 
0.384 1.644 1.644 
0.216 1.512 1.512 
0.501 1.085 1.085 
0.485 1.271 1.271 
0.283 1.226 1.226 
0.467 1.084 1.084 
0.432 1.501 1.501 
0.551 1.238 1.238 
0.433 1.227 1.227 
0.567 1.259 1.259 
0.367 0.997 0.997 
0.350 0.832 0.832 
0.400 0.766 0.766 
0.300 2.004 2.004 
0.568 1.391 1.391 
0.383 1.095 1.095 
0.300 0.799 0.799 
0.367 1.018 1.018 
0.484 0.778 0.778 
0.367 0.744 0.744 
0.283 1.248 1.248 
0.551 1.270 1.270 
0.433 1.149 1.149 
0.350 0.865 0.865 
0.300 0.788 0.788 
0.284 1.051 1.051 
0.417 1.161 1.161 
0.383 1.240 1.240 
0.501 0.789 0.789 
0.234 1.160 1.160 
0.534 0.977 0.977 
0.467 1.150 1.150 
0.251 0.011 0.011 
0.551 0.767 0.767 
0.284 0.810 0.810 
0.451 0.942 0.942 
0.418 1.489 1.489 
0.267 1.653 1.653 
0.201 1.292 1.292 
0.517 1.314 1.314 
0.501 0.941 0.941 
0.367 1.368 1.368 
0.233 1.545 1.545 
0.434 1.050 1.050 
0.267 1.347 1.347 
0.500 0.887 0.887 
0.417 1.730 1.730 
0.300 1.424 1.424 
0.567 1.161 1.161 
0.500 1.073 1.073 
0.550 0.963 0.963 
0.233 1.315 1.315 
0.284 1.042 1.042 
0.501 1.172 1.172 
0.483 1.117 1.117 
0.517 1.062 1.062 
0.401 1.249 1.249 
0.368 0.897 0.897 
0.452 1.763 1.763 
0.550 1.588 1.588 
0.467 1.138 1.138 
0.417 0.778 0.778 
0.317 1.106 1.106 
0.484 0.985 0.985 
0.351 0.776 0.776 
0.434 1.007 1.007 
0.551 0.668 0.668 
0.535 0.722 0.722 
0.568 0.919 0.919 
0.584 0.690 0.690 
0.533 0.985 0.985 
0.201 1.205 1.205 
0.200 1.019 1.019 
0.235 1.970 1.970 
0.301 1.182 1.182 
0.216 1.565 1.565 
0.368 1.238 1.238 
0.334 1.248 1.248 
0.417 1.105 1.105 
0.567 0.810 0.810 
0.316 1.018 1.018 
0.334 0.865 0.865 
0.551 1.204 1.204 
0.333 1.215 1.215 
0.251 1.084 1.084 
0.399 1.763 1.763 
0.550 1.062 1.062 
0.350 1.073 1.073 
0.485 0.930 0.930 
0.450 0.810 0.810 
0.384 1.336 1.336 
0.385 1.401 1.401 
0.584 1.160 1.160 
0.234 1.270 1.270 
0.317 1.029 1.029 
0.383 1.116 1.116 
0.434 0.865 0.865 
0.551 1.477 1.477 
0.384 1.029 1.029 
0.384 1.642 1.642 
0.501 1.379 1.379 
0.384 0.899 0.899 
0.551 1.248 1.248 
0.384 1.587 1.587 
0.400 1.161 1.161 
0.400 0.864 0.864 
0.300 1.434 1.434 
0.234 0.952 0.952 
0.234 1.510 1.510 
0.551 1.665 1.665 
0.300 0.931 0.931 
0.551 1.072 1.072 
0.484 1.128 1.128 
0.551 1.248 1.248 
0.584 0.756 0.756 
0.251 0.810 0.810 
0.367 0.799 0.799 
0.601 0.942 0.942 
0.467 0.909 0.909 
0.567 0.887 0.887 
0.400 0.942 0.942 
0.200 1.390 1.390 
0.450 0.985 0.985 
0.300 1.347 1.347 
0.417 2.212 2.212 
0.500 1.051 1.051 
0.451 0.668 0.668 
0.434 0.921 0.921 
0.383 0.854 0.854 
0.300 0.931 0.931 
0.368 1.127 1.127 
0.200 0.888 0.888 
0.450 1.040 1.040 
0.583 1.028 1.028 
0.234 1.927 1.927 
0.216 1.335 1.335 
0.550 0.975 0.975 
0.300 1.226 1.226 
0.200 1.160 1.160 
0.534 1.040 1.040 
0.266 1.160 1.160 
0.550 1.303 1.303 
0.234 1.446 1.446 
0.351 1.302 1.302 
0.434 0.765 0.765 
0.434 1.073 1.073 
0.467 1.346 1.346 
0.467 0.701 0.701 
0.383 0.833 0.833 
0.251 0.986 0.986 
0.500 1.271 1.271 
0.300 1.653 1.653 
0.467 0.942 0.942 
0.550 0.843 0.843 
0.233 1.631 1.631 
0.584 1.095 1.095 
0.217 1.260 1.260 
0.533 1.107 1.107 
0.534 1.216 1.216 
0.217 1.195 1.195 
0.417 1.117 1.117 
0.584 1.730 1.730 
0.334 1.128 1.128 
0.533 0.920 0.920 
0.449 0.931 0.931 
0.517 1.018 1.018 
0.518 1.227 1.227 
0.217 0.755 0.755 
0.317 1.652 1.652 
0.467 0.701 0.701 
0.400 1.172 1.172 
0.584 1.051 1.051 
0.500 1.271 1.271 
0.433 1.216 1.216 
0.317 0.866 0.866 
0.301 1.368 1.368 
0.551 0.778 0.778 
0.384 0.832 0.832 
0.534 1.030 1.030 
0.250 0.975 0.975 
0.551 0.865 0.865 
0.217 1.194 1.194 
0.567 0.910 0.910 
0.567 1.105 1.105 
0.417 0.766 0.766 
0.251 0.678 0.678 
0.267 1.138 1.138 
0.484 1.391 1.391 
0.534 1.248 1.248 
0.218 1.183 1.183 
0.501 1.390 1.390 
0.585 1.139 1.139 
0.334 1.128 1.128 
0.451 1.039 1.039 
0.333 1.839 1.839 
0.285 1.150 1.150 
0.516 0.777 0.777 
