<><><><><><><><> 
Begin: 05-Jun-2014 13:27:46 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s04 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 0.933 0.933 
0.234 1.040 1.040 
0.367 1.140 1.140 
0.317 0.898 0.898 
0.333 1.030 1.030 
0.250 0.986 0.986 
0.434 0.821 0.821 
0.317 0.854 0.854 
0.267 1.281 1.281 
0.200 1.062 1.062 
0.318 1.062 1.062 
0.417 1.117 1.117 
0.551 1.040 1.040 
0.216 1.499 1.499 
0.567 0.844 0.844 
0.249 1.205 1.205 
0.534 1.095 1.095 
0.517 0.931 0.931 
0.568 0.974 0.974 
0.250 0.778 0.778 
0.400 0.887 0.887 
0.367 1.523 1.523 
0.267 1.172 1.172 
0.434 1.226 1.226 
0.450 1.019 1.019 
0.284 1.434 1.434 
0.417 1.140 1.140 
0.601 1.305 1.305 
0.400 1.609 1.609 
0.484 1.149 1.149 
0.367 1.500 1.500 
0.216 1.237 1.237 
0.318 1.226 1.226 
0.517 0.920 0.920 
0.334 1.040 1.040 
0.234 1.019 1.019 
0.400 1.150 1.150 
0.350 1.095 1.095 
0.501 0.887 0.887 
0.417 1.173 1.173 
0.518 0.975 0.975 
0.533 1.040 1.040 
0.284 1.840 1.840 
0.249 1.073 1.073 
0.534 0.799 0.799 
0.451 1.171 1.171 
0.217 1.063 1.063 
0.567 1.215 1.215 
0.416 1.117 1.117 
0.417 1.214 1.214 
0.450 1.007 1.007 
0.501 1.195 1.195 
0.550 1.129 1.129 
0.351 1.184 1.184 
0.234 1.927 1.927 
0.500 0.799 0.799 
0.333 1.500 1.500 
0.534 1.621 1.621 
0.350 1.028 1.028 
0.534 1.402 1.402 
0.266 1.489 1.489 
0.250 1.206 1.206 
0.551 1.588 1.588 
0.217 1.280 1.280 
0.484 1.326 1.326 
0.501 0.974 0.974 
0.384 1.795 1.795 
0.350 0.854 0.854 
0.600 1.841 1.841 
0.367 0.888 0.888 
0.384 1.423 1.423 
0.266 1.424 1.424 
0.334 0.986 0.986 
0.333 1.237 1.237 
0.566 1.271 1.271 
0.300 1.085 1.085 
0.334 1.272 1.272 
0.368 1.598 1.598 
0.483 1.117 1.117 
0.267 1.511 1.511 
0.551 1.270 1.270 
0.234 1.446 1.446 
0.383 1.389 1.389 
0.217 1.839 1.839 
0.502 0.931 0.931 
0.484 1.064 1.064 
0.284 1.228 1.228 
0.468 1.249 1.249 
0.433 1.838 1.838 
0.551 1.019 1.019 
0.434 1.674 1.674 
0.567 1.007 1.007 
0.367 1.139 1.139 
0.350 1.029 1.029 
0.400 0.996 0.996 
0.301 1.040 1.040 
0.567 0.931 0.931 
0.383 0.811 0.811 
0.300 0.887 0.887 
0.367 1.259 1.259 
0.484 0.745 0.745 
0.367 1.160 1.160 
0.283 1.511 1.511 
0.550 1.106 1.106 
0.434 0.865 0.865 
0.350 0.974 0.974 
0.283 1.215 1.215 
0.284 1.150 1.150 
0.417 1.019 1.019 
0.383 1.096 1.096 
0.500 1.017 1.017 
0.234 1.577 1.577 
0.534 1.008 1.008 
0.468 1.018 1.018 
0.251 1.083 1.083 
0.551 1.511 1.511 
0.284 0.876 0.876 
0.451 1.226 1.226 
0.417 1.193 1.193 
0.267 1.216 1.216 
0.201 1.171 1.171 
0.517 1.051 1.051 
0.500 1.127 1.127 
0.367 1.281 1.281 
0.234 1.271 1.271 
0.434 1.138 1.138 
0.267 0.811 0.811 
0.500 1.007 1.007 
0.418 0.756 0.756 
0.301 1.128 1.128 
0.567 0.701 0.701 
0.501 0.788 0.788 
0.551 0.954 0.954 
0.234 0.865 0.865 
0.284 0.778 0.778 
0.501 0.909 0.909 
0.483 0.800 0.800 
0.517 0.810 0.810 
0.400 1.227 1.227 
0.367 1.139 1.139 
0.450 1.194 1.194 
0.551 1.259 1.259 
0.467 1.052 1.052 
0.417 1.345 1.345 
0.317 0.919 0.919 
0.483 1.140 1.140 
0.350 1.160 1.160 
0.434 1.106 1.106 
0.550 1.379 1.379 
0.534 0.876 0.876 
0.568 1.237 1.237 
0.583 1.051 1.051 
0.534 1.162 1.162 
0.200 1.337 1.337 
0.200 1.313 1.313 
0.233 1.489 1.489 
0.301 1.029 1.029 
0.216 0.887 0.887 
0.367 0.854 0.854 
0.334 1.347 1.347 
0.417 1.269 1.269 
0.567 0.876 0.876 
0.318 1.182 1.182 
0.333 1.007 1.007 
0.551 1.148 1.148 
0.334 0.745 0.745 
0.251 0.975 0.975 
0.400 0.658 0.658 
0.550 0.778 0.778 
0.350 0.734 0.734 
0.484 1.051 1.051 
0.451 1.052 1.052 
0.384 1.204 1.204 
0.384 1.588 1.588 
0.584 0.613 0.613 
0.234 0.810 0.810 
0.317 1.041 1.041 
0.384 1.204 1.204 
0.434 0.919 0.919 
0.551 1.348 1.348 
0.384 2.245 2.245 
0.384 1.357 1.357 
0.501 1.313 1.313 
0.384 2.068 2.068 
0.551 1.347 1.347 
0.384 1.315 1.315 
0.401 1.215 1.215 
0.400 1.138 1.138 
0.300 1.566 1.566 
0.233 2.618 2.618 
0.234 2.749 2.749 
0.550 1.644 1.644 
0.301 1.325 1.325 
0.550 0.777 0.777 
0.484 2.342 2.342 
0.551 1.479 1.479 
0.584 3.262 3.262 
0.266 1.741 1.741 
0.367 1.576 1.576 
0.600 1.477 1.477 
0.467 0.985 0.985 
0.567 1.140 1.140 
0.400 1.862 1.862 
0.217 0.996 0.996 
0.450 0.942 0.942 
0.299 1.149 1.149 
0.417 1.193 1.193 
0.500 0.996 0.996 
0.451 1.030 1.030 
0.433 0.722 0.722 
0.384 1.062 1.062 
0.300 1.105 1.105 
0.367 1.270 1.270 
0.200 1.478 1.478 
0.450 1.358 1.358 
0.584 1.665 1.665 
0.234 2.452 2.452 
0.217 1.029 1.029 
0.550 1.391 1.391 
0.301 1.039 1.039 
0.200 1.007 1.007 
0.533 2.288 2.288 
0.266 1.784 1.784 
0.550 0.766 0.766 
0.234 3.012 3.012 
0.350 0.975 0.975 
0.434 0.920 0.920 
0.433 2.255 2.255 
0.468 1.228 1.228 
0.467 1.906 1.906 
0.383 1.972 1.972 
0.251 1.118 1.118 
0.501 1.829 1.829 
0.300 1.927 1.927 
0.467 1.676 1.676 
0.551 1.523 1.523 
0.234 1.807 1.807 
0.585 0.920 0.920 
0.217 1.041 1.041 
0.534 2.418 2.418 
0.534 1.204 1.204 
0.218 1.730 1.730 
0.417 1.139 1.139 
0.584 1.369 1.369 
0.334 1.707 1.707 
0.518 0.953 0.953 
0.450 1.073 1.073 
0.518 0.963 0.963 
0.517 0.801 0.801 
0.217 1.161 1.161 
0.317 1.797 1.797 
0.467 1.030 1.030 
0.400 0.974 0.974 
0.600 1.237 1.237 
0.501 0.997 0.997 
0.434 2.650 2.650 
0.317 1.292 1.292 
0.301 1.051 1.051 
0.550 1.565 1.565 
0.383 0.799 0.799 
0.535 1.029 1.029 
0.249 1.346 1.346 
0.552 1.380 1.380 
0.217 1.117 1.117 
0.567 1.884 1.884 
0.567 0.821 0.821 
0.416 1.171 1.171 
0.251 1.598 1.598 
0.268 1.335 1.335 
0.484 1.204 1.204 
0.534 1.084 1.084 
0.218 0.821 0.821 
0.500 0.909 0.909 
0.584 0.974 0.974 
0.333 1.018 1.018 
0.451 1.117 1.117 
0.334 0.931 0.931 
0.300 1.467 1.467 
0.517 1.927 1.927 
