<><><><><><><><> 
Begin: 05-Jun-2014 13:13:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s04 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.128 1.128 
0.234 1.150 1.150 
0.368 1.072 1.072 
0.317 1.084 1.084 
0.317 1.106 1.106 
0.250 0.810 0.810 
0.434 0.723 0.723 
0.317 0.788 0.788 
0.266 1.095 1.095 
0.200 0.744 0.744 
0.317 0.941 0.941 
0.417 0.909 0.909 
0.550 0.920 0.920 
0.217 0.853 0.853 
0.567 0.853 0.853 
0.251 0.854 0.854 
0.534 0.745 0.745 
0.518 0.657 0.657 
0.567 0.722 0.722 
0.251 0.733 0.733 
0.401 0.701 0.701 
0.367 1.018 1.018 
0.266 1.018 1.018 
0.434 0.625 0.625 
0.450 0.821 0.821 
0.283 0.996 0.996 
0.417 1.347 1.347 
0.601 0.778 0.778 
0.399 1.085 1.085 
0.484 1.390 1.390 
0.368 0.789 0.789 
0.217 0.778 0.778 
0.317 0.668 0.668 
0.517 0.789 0.789 
0.334 0.646 0.646 
0.234 0.789 0.789 
0.401 1.051 1.051 
0.351 1.149 1.149 
0.502 0.657 0.657 
0.417 0.865 0.865 
0.517 0.612 0.612 
0.534 0.603 0.603 
0.284 0.822 0.822 
0.251 1.204 1.204 
0.533 1.094 1.094 
0.450 1.051 1.051 
0.217 0.777 0.777 
0.567 1.007 1.007 
0.401 0.722 0.722 
0.417 1.238 1.238 
0.450 0.756 0.756 
0.501 1.205 1.205 
0.551 2.265 2.265 
0.351 1.029 1.029 
0.234 1.248 1.248 
0.501 1.062 1.062 
0.333 1.423 1.423 
0.533 1.084 1.084 
0.351 1.051 1.051 
0.534 0.756 0.756 
0.283 0.865 0.865 
0.249 0.898 0.898 
0.551 1.611 1.611 
0.217 0.886 0.886 
0.484 0.733 0.733 
0.501 1.270 1.270 
0.383 0.778 0.778 
0.350 1.029 1.029 
0.600 1.207 1.207 
0.367 1.161 1.161 
0.384 0.996 0.996 
0.266 0.898 0.898 
0.333 0.801 0.801 
0.334 1.282 1.282 
0.567 1.083 1.083 
0.300 1.314 1.314 
0.334 1.501 1.501 
0.367 1.117 1.117 
0.484 0.723 0.723 
0.267 1.171 1.171 
0.551 0.942 0.942 
0.234 1.314 1.314 
0.383 0.777 0.777 
0.216 0.975 0.975 
0.501 1.171 1.171 
0.484 1.051 1.051 
0.284 0.854 0.854 
0.467 1.303 1.303 
0.417 0.996 0.996 
0.550 1.084 1.084 
0.434 0.701 0.701 
0.567 0.689 0.689 
0.368 1.117 1.117 
0.350 1.063 1.063 
0.400 1.171 1.171 
0.301 1.127 1.127 
0.567 1.456 1.456 
0.384 1.522 1.522 
0.300 1.128 1.128 
0.367 1.446 1.446 
0.484 1.139 1.139 
0.367 1.304 1.304 
0.283 0.908 0.908 
0.550 1.259 1.259 
0.434 1.336 1.336 
0.350 2.627 2.627 
0.284 0.866 0.866 
0.284 0.975 0.975 
0.417 1.150 1.150 
0.383 1.096 1.096 
0.500 1.271 1.271 
0.233 1.019 1.019 
0.534 1.827 1.827 
0.467 0.997 0.997 
0.251 1.074 1.074 
0.550 1.170 1.170 
0.284 0.996 0.996 
0.450 1.402 1.402 
0.417 0.691 0.691 
0.267 1.096 1.096 
0.201 1.095 1.095 
0.517 0.591 0.591 
0.501 0.767 0.767 
0.368 0.854 0.854 
0.217 0.712 0.712 
0.435 1.150 1.150 
0.268 1.150 1.150 
0.500 1.292 1.292 
0.418 1.073 1.073 
0.300 0.636 0.636 
0.567 1.063 1.063 
0.501 1.095 1.095 
0.551 1.193 1.193 
0.234 0.767 0.767 
0.283 1.325 1.325 
0.501 0.701 0.701 
0.484 1.171 1.171 
0.518 0.854 0.854 
0.400 0.985 0.985 
0.368 1.128 1.128 
0.450 1.774 1.774 
0.551 1.096 1.096 
0.468 1.555 1.555 
0.417 1.391 1.391 
0.317 1.150 1.150 
0.484 1.029 1.029 
0.350 0.974 0.974 
0.433 0.974 0.974 
0.551 1.073 1.073 
0.534 0.832 0.832 
0.568 1.238 1.238 
0.584 0.864 0.864 
0.534 0.996 0.996 
0.200 1.391 1.391 
0.201 1.336 1.336 
0.233 1.117 1.117 
0.300 1.162 1.162 
0.216 1.172 1.172 
0.366 2.146 2.146 
0.334 0.833 0.833 
0.417 1.225 1.225 
0.567 1.183 1.183 
0.318 1.139 1.139 
0.334 0.810 0.810 
0.551 1.467 1.467 
0.334 1.324 1.324 
0.251 0.952 0.952 
0.400 1.358 1.358 
0.550 0.799 0.799 
0.351 0.985 0.985 
0.484 1.205 1.205 
0.451 1.074 1.074 
0.384 1.095 1.095 
0.400 1.216 1.216 
0.585 1.730 1.730 
0.233 0.964 0.964 
0.317 1.269 1.269 
0.384 1.026 1.026 
0.434 1.235 1.235 
0.551 0.777 0.777 
0.384 1.161 1.161 
0.384 0.909 0.909 
0.500 1.380 1.380 
0.383 1.084 1.084 
0.551 0.822 0.822 
0.383 1.643 1.643 
0.400 1.380 1.380 
0.400 1.183 1.183 
0.300 1.291 1.291 
0.234 1.193 1.193 
0.234 1.127 1.127 
0.550 0.921 0.921 
0.301 0.680 0.680 
0.550 0.998 0.998 
0.484 1.051 1.051 
0.551 1.029 1.029 
0.583 1.127 1.127 
0.267 1.150 1.150 
0.367 0.909 0.909 
0.601 0.756 0.756 
0.466 1.163 1.163 
0.567 1.106 1.106 
0.400 1.193 1.193 
0.216 0.822 0.822 
0.450 1.325 1.325 
0.300 0.876 0.876 
0.417 1.061 1.061 
0.501 1.106 1.106 
0.451 0.810 0.810 
0.434 1.576 1.576 
0.384 0.767 0.767 
0.300 1.204 1.204 
0.367 0.723 0.723 
0.200 0.591 0.591 
0.450 0.548 0.548 
0.584 1.051 1.051 
0.234 0.690 0.690 
0.216 0.919 0.919 
0.550 1.183 1.183 
0.301 1.828 1.828 
0.201 1.478 1.478 
0.533 1.424 1.424 
0.266 1.041 1.041 
0.551 1.424 1.424 
0.234 1.478 1.478 
0.350 1.259 1.259 
0.433 1.259 1.259 
0.434 1.281 1.281 
0.468 1.019 1.019 
0.467 1.674 1.674 
0.367 1.030 1.030 
0.251 1.074 1.074 
0.500 0.941 0.941 
0.300 1.084 1.084 
0.467 1.205 1.205 
0.551 1.260 1.260 
0.234 2.126 2.126 
0.584 1.095 1.095 
0.216 0.789 0.789 
0.533 0.810 0.810 
0.534 0.789 0.789 
0.217 1.818 1.818 
0.418 1.106 1.106 
0.583 1.172 1.172 
0.333 1.423 1.423 
0.517 1.139 1.139 
0.450 2.212 2.212 
0.517 1.129 1.129 
0.517 0.932 0.932 
0.218 1.128 1.128 
0.317 1.335 1.335 
0.467 1.029 1.029 
0.400 1.062 1.062 
0.600 0.898 0.898 
0.500 0.766 0.766 
0.434 1.040 1.040 
0.317 1.489 1.489 
0.300 1.271 1.271 
0.551 1.205 1.205 
0.383 1.587 1.587 
0.534 1.271 1.271 
0.234 1.073 1.073 
0.551 0.930 0.930 
0.217 1.936 1.936 
0.567 1.281 1.281 
0.567 2.146 2.146 
0.417 0.964 0.964 
0.250 1.467 1.467 
0.267 1.512 1.512 
0.483 1.127 1.127 
0.533 1.653 1.653 
0.217 2.223 2.223 
0.501 0.745 0.745 
0.585 1.094 1.094 
0.333 1.051 1.051 
0.450 1.204 1.204 
0.333 0.821 0.821 
0.284 1.357 1.357 
0.517 1.708 1.708 
