1,114,2,2,1,0.46489
0,95,2,2,1,0.44234
0,97,2,2,1,0.44175
0,51,1,2,0,0.2405
0,82,2,NaN,NaN,NaN
1,76,2,NaN,NaN,NaN
1,61,2,2,1,0.41033
0,31,1,NaN,NaN,NaN
1,92,2,NaN,NaN,NaN
0,78,2,2,1,0.48137
0,40,1,NaN,NaN,NaN
1,88,2,2,1,0.46565
0,100,2,2,1,0.45417
0,82,2,2,1,0.28425
1,47,1,NaN,NaN,NaN
1,12,1,NaN,NaN,NaN
1,118,2,2,1,0.49824
1,18,1,NaN,NaN,NaN
0,44,1,NaN,NaN,NaN
0,54,1,NaN,NaN,NaN
0,116,2,NaN,NaN,NaN
0,63,2,2,1,0.496
1,22,1,NaN,NaN,NaN
1,74,2,NaN,NaN,NaN
1,16,1,NaN,NaN,NaN
1,69,2,2,1,0.46567
0,116,2,2,1,0.50822
0,42,1,NaN,NaN,NaN
0,120,2,NaN,NaN,NaN
0,19,1,2,0,0.46397
1,65,2,2,1,0.51909
0,30,1,NaN,NaN,NaN
0,9,1,NaN,NaN,NaN
1,29,1,2,0,0.44304
1,85,2,2,1,0.41998
0,62,2,2,1,0.39886
0,49,1,2,0,0.29522
0,118,2,NaN,NaN,NaN
0,92,2,2,1,0.43152
1,39,1,NaN,NaN,NaN
1,119,2,2,1,0.62859
0,63,2,2,1,0.42141
1,54,1,NaN,NaN,NaN
0,17,1,2,0,0.31143
1,93,2,2,1,0.48585
0,46,1,NaN,NaN,NaN
0,55,1,NaN,NaN,NaN
1,96,2,NaN,NaN,NaN
1,1,1,NaN,NaN,NaN
1,5,1,NaN,NaN,NaN
1,90,2,NaN,NaN,NaN
1,35,1,NaN,NaN,NaN
0,40,1,2,0,0.33288
1,101,2,NaN,NaN,NaN
1,35,1,NaN,NaN,NaN
0,119,2,2,1,0.38742
0,102,2,2,1,0.33211
0,111,2,2,1,0.31142
0,115,2,2,1,0.25166
1,36,1,NaN,NaN,NaN
0,38,1,2,0,0.31192
1,26,1,NaN,NaN,NaN
1,53,1,NaN,NaN,NaN
1,108,2,NaN,NaN,NaN
0,70,2,2,1,0.41002
1,21,1,NaN,NaN,NaN
1,42,1,NaN,NaN,NaN
0,17,1,2,0,0.31231
1,109,2,NaN,NaN,NaN
1,14,1,NaN,NaN,NaN
0,11,1,NaN,NaN,NaN
0,110,2,2,1,0.36695
0,4,1,NaN,NaN,NaN
0,77,2,NaN,NaN,NaN
0,20,1,2,0,0.29584
1,85,2,2,1,0.56247
1,2,1,2,0,0.32217
1,59,1,NaN,NaN,NaN
1,57,1,NaN,NaN,NaN
1,18,1,NaN,NaN,NaN
1,95,2,2,1,0.46468
0,41,1,NaN,NaN,NaN
0,103,2,2,1,0.57362
1,24,1,NaN,NaN,NaN
0,60,1,NaN,NaN,NaN
1,115,2,NaN,NaN,NaN
1,73,2,NaN,NaN,NaN
0,90,2,2,1,0.43153
1,52,1,NaN,NaN,NaN
1,8,1,NaN,NaN,NaN
1,108,2,NaN,NaN,NaN
1,57,1,NaN,NaN,NaN
0,112,2,2,1,0.47582
0,25,1,NaN,NaN,NaN
0,6,1,NaN,NaN,NaN
1,106,2,2,1,0.45455
1,52,1,NaN,NaN,NaN
0,101,2,2,1,0.4485
0,71,2,2,1,0.32234
1,102,2,NaN,NaN,NaN
1,9,1,NaN,NaN,NaN
0,33,1,2,0,0.49671
1,72,2,NaN,NaN,NaN
0,8,1,2,0,0.065832
0,29,1,2,0,0.48761
0,5,1,NaN,NaN,NaN
1,24,1,NaN,NaN,NaN
1,99,2,NaN,NaN,NaN
0,31,1,2,0,0.3553
0,19,1,NaN,NaN,NaN
0,10,1,NaN,NaN,NaN
0,87,2,NaN,NaN,NaN
1,4,1,2,0,0.4431
1,94,2,2,1,0.57403
0,81,2,NaN,NaN,NaN
0,87,2,2,1,0.43187
1,32,1,NaN,NaN,NaN
0,83,2,NaN,NaN,NaN
0,33,1,NaN,NaN,NaN
0,49,1,2,0,0.55298
1,84,2,2,1,0.46462
1,109,2,2,1,0.35502
0,120,2,NaN,NaN,NaN
0,44,1,NaN,NaN,NaN
0,77,2,NaN,NaN,NaN
1,6,1,NaN,NaN,NaN
0,13,1,NaN,NaN,NaN
1,104,2,2,1,0.42186
1,79,2,2,1,0.35496
0,93,2,NaN,NaN,NaN
1,11,1,NaN,NaN,NaN
0,98,2,2,1,0.443
1,104,2,2,1,0.4329
0,16,1,2,0,0.28444
0,41,1,2,0,0.44178
0,15,1,2,0,0.47102
0,14,1,NaN,NaN,NaN
1,71,2,2,1,0.61775
1,36,1,2,0,0.37721
0,106,2,2,1,0.52956
1,103,2,2,1,0.51856
1,105,2,NaN,NaN,NaN
0,28,1,2,0,0.44192
1,51,1,NaN,NaN,NaN
0,105,2,2,1,0.44318
1,30,1,NaN,NaN,NaN
0,26,1,NaN,NaN,NaN
1,67,2,NaN,NaN,NaN
0,28,1,NaN,NaN,NaN
1,72,2,NaN,NaN,NaN
1,80,2,2,1,0.43092
1,69,2,2,1,0.38812
0,67,2,2,1,0.32194
1,58,1,NaN,NaN,NaN
1,56,1,NaN,NaN,NaN
0,68,2,NaN,NaN,NaN
0,23,1,NaN,NaN,NaN
0,58,1,2,0,0.49742
1,107,2,2,1,0.541
0,75,2,2,1,0.29524
0,15,1,2,0,0.3658
1,75,2,2,1,0.50817
0,3,1,2,0,0.40858
1,32,1,2,0,0.50838
0,114,2,2,1,0.49755
1,38,1,NaN,NaN,NaN
1,61,2,NaN,NaN,NaN
1,100,2,2,1,0.45856
0,83,2,2,1,0.44286
1,78,2,2,1,0.34937
1,7,1,NaN,NaN,NaN
0,60,1,NaN,NaN,NaN
0,99,2,2,1,0.58488
0,13,1,NaN,NaN,NaN
0,113,2,NaN,NaN,NaN
1,81,2,2,1,0.39886
1,2,1,2,0,0.36616
0,22,1,NaN,NaN,NaN
0,25,1,NaN,NaN,NaN
1,73,2,2,1,0.45438
1,27,1,NaN,NaN,NaN
1,89,2,2,1,0.51891
1,86,2,2,1,0.42184
0,98,2,2,1,0.40994
0,47,1,NaN,NaN,NaN
1,34,1,2,0,0.48733
1,88,2,2,1,0.42162
1,20,1,NaN,NaN,NaN
1,70,2,2,1,0.46433
1,91,2,2,1,0.45385
1,48,1,NaN,NaN,NaN
1,65,2,NaN,NaN,NaN
1,46,1,2,0,0.08769
1,39,1,NaN,NaN,NaN
1,21,1,NaN,NaN,NaN
0,112,2,2,1,0.66106
0,55,1,NaN,NaN,NaN
0,96,2,NaN,NaN,NaN
0,43,1,2,0,0.50923
0,50,1,NaN,NaN,NaN
1,66,2,2,1,0.51821
1,107,2,2,1,0.50304
1,94,2,2,1,0.46564
0,62,2,2,1,0.4753
0,12,1,NaN,NaN,NaN
1,3,1,2,0,0.43087
1,50,1,2,0,0.49693
0,74,2,2,1,0.49707
1,117,2,2,1,0.45426
0,68,2,2,1,0.50754
0,1,1,2,0,0.32215
0,34,1,NaN,NaN,NaN
