<><><><><><><><> 
Begin: 22-Sep-2014 19:15:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s15 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.363 1.363 
0.534 1.401 1.401 
0.568 1.019 1.019 
0.250 0.723 0.723 
0.567 0.766 0.766 
0.450 0.865 0.865 
0.234 0.941 0.941 
0.317 1.446 1.446 
0.417 0.898 0.898 
0.584 0.866 0.866 
0.584 1.184 1.184 
0.266 1.008 1.008 
0.584 1.161 1.161 
0.585 1.095 1.095 
0.400 1.347 1.347 
0.518 1.742 1.742 
0.266 1.249 1.249 
0.366 0.887 0.887 
0.568 0.800 0.800 
0.517 1.150 1.150 
0.584 1.249 1.249 
0.467 1.577 1.577 
0.217 1.019 1.019 
0.534 1.117 1.117 
0.584 1.796 1.796 
0.468 1.139 1.139 
0.500 1.523 1.523 
0.500 1.764 1.764 
0.366 1.533 1.533 
0.467 1.183 1.183 
0.266 1.183 1.183 
0.484 0.942 0.942 
0.217 1.511 1.511 
0.316 0.964 0.964 
0.216 1.457 1.457 
0.233 0.975 0.975 
0.533 1.413 1.413 
0.483 1.566 1.566 
0.334 1.063 1.063 
0.584 1.151 1.151 
0.217 1.194 1.194 
0.384 1.117 1.117 
0.350 0.997 0.997 
0.517 1.019 1.019 
0.517 0.844 0.844 
0.283 1.785 1.785 
0.400 1.304 1.304 
0.384 1.697 1.697 
0.467 1.096 1.096 
0.484 1.347 1.347 
0.501 1.030 1.030 
0.316 1.217 1.217 
0.468 1.489 1.489 
0.467 0.985 0.985 
0.266 1.064 1.064 
0.251 1.532 1.532 
0.401 1.916 1.916 
0.583 1.403 1.403 
0.334 1.468 1.468 
0.434 0.997 0.997 
0.300 1.807 1.807 
0.501 1.884 1.884 
0.301 1.183 1.183 
0.401 1.073 1.073 
0.483 1.512 1.512 
0.551 1.271 1.271 
0.584 1.545 1.545 
0.418 2.039 2.039 
0.251 1.019 1.019 
0.267 1.009 1.009 
0.300 1.458 1.458 
0.533 1.403 1.403 
0.300 1.468 1.468 
0.534 1.379 1.379 
0.300 1.281 1.281 
0.568 1.458 1.458 
0.350 1.939 1.939 
0.283 1.369 1.369 
0.300 1.172 1.172 
0.451 1.139 1.139 
0.400 1.172 1.172 
0.350 1.206 1.206 
0.534 1.051 1.051 
0.434 1.237 1.237 
0.418 1.040 1.040 
0.568 1.084 1.084 
0.317 1.270 1.270 
0.501 1.501 1.501 
0.501 1.631 1.631 
0.350 1.435 1.435 
0.434 1.851 1.851 
0.234 1.708 1.708 
0.217 1.797 1.797 
0.417 1.019 1.019 
0.518 1.128 1.128 
0.583 1.292 1.292 
0.251 1.884 1.884 
0.433 1.490 1.490 
0.383 1.643 1.643 
0.200 1.686 1.686 
0.334 1.611 1.611 
0.267 0.986 0.986 
0.518 1.029 1.029 
0.333 1.040 1.040 
0.417 2.158 2.158 
0.266 1.381 1.381 
0.451 1.884 1.884 
0.301 1.194 1.194 
0.466 2.015 2.015 
0.483 1.390 1.390 
0.500 1.238 1.238 
0.384 1.139 1.139 
0.233 1.599 1.599 
0.299 1.315 1.315 
0.566 1.040 1.040 
0.267 1.194 1.194 
0.534 1.205 1.205 
0.417 1.259 1.259 
0.601 1.270 1.270 
0.234 1.621 1.621 
0.383 2.651 2.651 
0.250 1.161 1.161 
0.584 1.128 1.128 
0.201 1.391 1.391 
0.518 1.599 1.599 
0.534 1.073 1.073 
0.551 1.368 1.368 
0.233 1.895 1.895 
0.367 1.457 1.457 
0.300 1.401 1.401 
0.518 0.976 0.976 
0.383 1.129 1.129 
0.567 1.490 1.490 
0.267 0.942 0.942 
0.300 0.887 0.887 
0.267 1.829 1.829 
0.250 1.259 1.259 
0.551 2.025 2.025 
0.433 1.194 1.194 
0.417 2.071 2.071 
0.266 1.041 1.041 
0.551 0.887 0.887 
0.450 2.300 2.300 
0.350 1.381 1.381 
0.401 1.688 1.688 
0.367 1.631 1.631 
0.234 1.315 1.315 
0.301 1.030 1.030 
0.250 1.292 1.292 
0.284 1.216 1.216 
0.299 1.282 1.282 
0.366 1.205 1.205 
0.217 1.994 1.994 
0.567 1.172 1.172 
0.584 1.083 1.083 
0.401 1.304 1.304 
0.401 2.344 2.344 
0.334 1.534 1.534 
0.567 1.238 1.238 
0.350 1.358 1.358 
0.250 1.293 1.293 
0.517 1.490 1.490 
0.351 1.248 1.248 
0.300 1.862 1.862 
0.368 1.205 1.205 
0.250 2.322 2.322 
0.250 1.007 1.007 
0.584 1.413 1.413 
0.583 1.533 1.533 
0.433 1.577 1.577 
0.233 1.588 1.588 
0.300 1.249 1.249 
0.351 1.030 1.030 
0.534 1.621 1.621 
0.200 1.446 1.446 
0.216 2.004 2.004 
0.266 1.205 1.205 
0.467 0.996 0.996 
0.501 0.953 0.953 
0.467 0.986 0.986 
0.383 1.468 1.468 
0.418 1.139 1.139 
0.317 1.677 1.677 
0.500 1.807 1.807 
0.283 1.752 1.752 
0.484 1.207 1.207 
0.283 1.260 1.260 
0.350 1.281 1.281 
0.450 2.256 2.256 
0.517 1.380 1.380 
0.233 1.040 1.040 
0.567 1.313 1.313 
0.518 1.150 1.150 
0.399 1.434 1.434 
0.383 0.877 0.877 
0.384 1.653 1.653 
0.318 1.315 1.315 
0.400 1.139 1.139 
0.401 1.489 1.489 
0.533 1.512 1.512 
0.517 2.487 2.487 
0.467 1.227 1.227 
0.350 1.621 1.621 
0.533 1.577 1.577 
0.418 1.753 1.753 
0.349 1.150 1.150 
0.584 1.117 1.117 
0.550 1.731 1.731 
0.417 1.708 1.708 
0.450 1.072 1.072 
0.434 1.161 1.161 
0.284 0.987 0.987 
0.317 1.128 1.128 
0.385 1.040 1.040 
0.299 1.030 1.030 
0.534 1.237 1.237 
0.284 0.811 0.811 
0.300 0.887 0.887 
0.267 1.194 1.194 
0.299 1.063 1.063 
0.383 1.237 1.237 
0.333 1.162 1.162 
0.567 1.545 1.545 
0.368 1.226 1.226 
0.284 1.085 1.085 
0.567 1.796 1.796 
0.600 1.786 1.786 
0.384 1.303 1.303 
0.250 1.686 1.686 
0.300 2.070 2.070 
0.367 1.622 1.622 
0.434 1.205 1.205 
0.301 1.282 1.282 
0.449 2.137 2.137 
0.483 1.129 1.129 
0.283 1.216 1.216 
0.250 2.245 2.245 
0.317 1.095 1.095 
0.333 1.861 1.861 
0.368 1.424 1.424 
0.401 1.238 1.238 
0.233 1.543 1.543 
0.301 1.140 1.140 
0.517 0.986 0.986 
0.217 1.139 1.139 
0.567 1.172 1.172 
0.501 1.742 1.742 
0.400 1.983 1.983 
0.434 1.928 1.928 
0.300 1.292 1.292 
0.383 1.128 1.128 
0.584 1.578 1.578 
0.418 1.128 1.128 
0.416 1.215 1.215 
0.301 1.106 1.106 
0.400 1.358 1.358 
0.450 2.595 2.595 
0.483 1.007 1.007 
0.367 1.030 1.030 
0.351 1.030 1.030 
0.600 2.345 2.345 
0.217 0.964 0.964 
0.551 1.029 1.029 
0.568 1.095 1.095 
0.517 0.996 0.996 
0.250 1.162 1.162 
0.300 2.147 2.147 
0.333 1.534 1.534 
0.467 2.530 2.530 
0.250 1.336 1.336 
0.484 2.060 2.060 
0.250 1.872 1.872 
0.468 1.752 1.752 
0.401 0.897 0.897 
0.517 1.216 1.216 
0.483 1.369 1.369 
0.567 1.128 1.128 
0.567 3.438 3.438 
0.334 1.688 1.688 
