<><><><><><><><> 
Begin: 08-Oct-2014 12:14:44 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s42 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.176 2.176 
0.267 1.030 1.030 
0.601 1.182 1.182 
0.484 0.941 0.941 
0.400 1.205 1.205 
0.384 1.500 1.500 
0.234 1.073 1.073 
0.467 1.138 1.138 
0.217 0.942 0.942 
0.234 1.226 1.226 
0.417 3.984 5.991 
0.233 2.552 2.552 
0.534 2.474 2.474 
0.534 1.050 1.050 
0.484 1.030 1.030 
0.267 2.530 2.530 
0.467 3.998 5.997 
0.417 1.249 1.249 
0.584 0.974 0.974 
0.467 1.291 1.291 
0.517 1.061 1.061 
0.384 0.996 0.996 
0.367 0.952 0.952 
0.534 2.409 2.409 
0.234 1.095 1.095 
0.250 0.952 0.952 
0.267 1.051 1.051 
0.350 0.887 0.887 
0.534 0.854 0.854 
0.517 1.127 1.127 
0.234 1.598 1.598 
0.367 1.457 1.457 
0.417 2.714 2.714 
0.367 1.061 1.061 
0.467 0.996 0.996 
0.450 1.619 1.619 
0.317 1.007 1.007 
0.367 2.190 2.190 
0.200 1.500 1.500 
0.601 0.909 0.909 
0.267 1.181 1.181 
0.250 1.073 1.073 
0.350 1.587 1.587 
0.284 1.095 1.095 
0.401 0.963 0.963 
0.334 0.942 0.942 
0.584 0.952 0.952 
0.567 1.248 1.248 
0.217 1.173 1.173 
0.501 1.969 1.969 
0.317 1.281 1.281 
0.367 1.347 1.347 
0.417 1.751 1.751 
0.584 2.233 2.233 
0.367 1.203 1.203 
0.601 0.919 0.919 
0.317 1.127 1.127 
0.484 1.346 1.346 
0.467 1.171 1.171 
0.417 0.941 0.941 
0.484 0.887 0.887 
0.467 0.887 0.887 
0.267 1.325 1.325 
0.250 1.071 1.071 
0.601 1.674 1.674 
0.267 1.128 1.128 
0.217 1.269 1.269 
0.434 1.422 1.422 
0.551 0.908 0.908 
0.467 1.107 1.107 
0.284 0.842 0.842 
0.350 1.052 1.052 
0.384 0.833 0.833 
0.601 0.821 0.821 
0.267 0.876 0.876 
0.551 1.577 1.577 
0.467 0.833 0.833 
0.350 1.105 1.105 
0.284 1.107 1.107 
0.367 0.843 0.843 
0.400 3.053 3.053 
0.250 1.139 1.139 
0.434 3.995 5.997 
0.300 1.478 1.478 
0.350 1.183 1.183 
0.434 2.889 2.889 
0.300 3.657 3.657 
0.317 1.412 1.412 
0.451 1.007 1.007 
0.300 1.050 1.050 
0.534 0.909 0.909 
0.601 1.916 1.916 
0.501 1.828 1.828 
0.334 2.222 2.222 
0.434 1.608 1.608 
0.250 2.452 2.452 
0.567 1.981 1.981 
0.550 3.281 3.281 
0.534 1.828 1.828 
0.300 1.007 1.007 
0.434 1.137 1.137 
0.217 1.291 1.291 
0.367 2.277 2.277 
0.334 2.770 2.770 
