<><><><><><><><> 
Begin: 05-Oct-2014 16:44:36 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s28 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.963 1.963 
0.534 0.853 0.853 
0.567 1.006 1.006 
0.250 0.809 0.809 
0.567 1.028 1.028 
0.450 0.985 0.985 
0.235 0.711 0.711 
0.317 0.743 0.743 
0.417 0.820 0.820 
0.585 0.930 0.930 
0.585 0.864 0.864 
0.267 0.875 0.875 
0.584 1.301 1.301 
0.584 1.149 1.149 
0.400 0.897 0.897 
0.517 0.777 0.777 
0.266 0.930 0.930 
0.367 1.127 1.127 
0.567 0.951 0.951 
0.518 0.732 0.732 
0.585 0.711 0.711 
0.467 0.820 0.820 
0.217 0.896 0.896 
0.550 0.722 0.722 
0.584 0.700 0.700 
0.467 0.634 0.634 
0.501 0.996 0.996 
0.501 0.744 0.744 
0.367 0.678 0.678 
0.467 0.699 0.699 
0.266 0.885 0.885 
0.484 0.788 0.788 
0.217 0.985 0.985 
0.317 1.160 1.160 
0.216 0.995 0.995 
0.234 2.199 2.199 
0.534 0.908 0.908 
0.483 0.765 0.765 
0.334 0.645 0.645 
0.584 0.963 0.963 
0.217 0.908 0.908 
0.384 0.558 0.558 
0.350 1.575 1.575 
0.500 0.843 0.843 
0.517 0.689 0.689 
0.284 0.623 0.623 
0.401 0.766 0.766 
0.384 1.062 1.062 
0.467 1.028 1.028 
0.484 1.105 1.105 
0.501 1.105 1.105 
0.317 0.951 0.951 
0.468 0.722 0.722 
0.467 0.951 0.951 
0.267 1.006 1.006 
0.250 0.962 0.962 
0.400 0.842 0.842 
0.585 0.820 0.820 
0.333 1.247 1.247 
0.434 0.712 0.712 
0.300 1.674 1.674 
0.500 1.029 1.029 
0.300 0.810 0.810 
0.400 1.247 1.247 
0.484 0.984 0.984 
0.551 1.094 1.094 
0.584 1.236 1.236 
0.417 1.269 1.269 
0.251 0.689 0.689 
0.267 0.962 0.962 
0.300 0.886 0.886 
0.535 1.170 1.170 
0.301 0.886 0.886 
0.533 0.777 0.777 
0.301 1.170 1.170 
0.568 1.816 1.816 
0.334 1.290 1.290 
0.284 0.909 0.909 
0.300 3.554 3.554 
0.452 0.733 0.733 
0.385 0.952 0.952 
0.350 1.247 1.247 
0.534 0.700 0.700 
0.434 0.755 0.755 
0.417 1.040 1.040 
0.568 0.798 0.798 
0.316 1.291 1.291 
0.501 1.006 1.006 
0.501 0.995 0.995 
0.350 1.170 1.170 
0.434 1.289 1.289 
0.234 1.214 1.214 
0.218 0.843 0.843 
0.417 1.017 1.017 
0.517 0.744 0.744 
0.583 1.006 1.006 
0.251 0.908 0.908 
0.434 0.919 0.919 
0.384 0.984 0.984 
0.201 1.191 1.191 
0.334 0.810 0.810 
0.267 1.171 1.171 
0.517 0.831 0.831 
0.333 1.334 1.334 
