<><><><><><><><> 
Begin: 05-Oct-2014 16:05:43 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s28 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.006 3.989 4.518 
0.532 1.419 1.419 
0.567 1.935 1.935 
0.250 1.092 1.092 
0.567 1.071 1.071 
0.451 1.388 1.388 
0.234 1.507 1.507 
0.317 1.377 1.377 
0.417 1.574 1.574 
0.584 1.127 1.127 
0.584 1.214 1.214 
0.267 1.486 1.486 
0.584 1.049 1.049 
0.584 1.159 1.159 
0.400 0.884 0.884 
0.517 1.191 1.191 
0.267 1.214 1.214 
0.367 1.803 1.803 
0.568 1.344 1.344 
0.517 1.312 1.312 
0.584 1.114 1.114 
0.468 1.115 1.115 
0.216 1.081 1.081 
0.550 1.180 1.180 
0.584 0.940 0.940 
0.467 0.896 0.896 
0.501 0.983 0.983 
0.501 1.016 1.016 
0.366 1.136 1.136 
0.467 1.311 1.311 
0.267 1.442 1.442 
0.484 0.853 0.853 
0.217 1.049 1.049 
0.317 0.776 0.776 
0.217 0.961 0.961 
0.233 0.798 0.798 
0.534 0.754 0.754 
0.484 0.874 0.874 
0.335 0.874 0.874 
0.584 0.841 0.841 
0.217 0.973 0.973 
0.384 1.224 1.224 
0.350 1.169 1.169 
0.500 1.519 1.519 
0.517 2.064 2.064 
0.283 1.420 1.420 
0.400 1.082 1.082 
0.384 1.639 1.639 
0.467 1.071 1.071 
0.484 0.994 0.994 
0.500 1.431 1.431 
0.316 1.431 1.431 
0.468 1.158 1.158 
0.467 0.930 0.930 
0.266 1.125 1.125 
0.249 0.842 0.842 
0.400 1.028 1.028 
0.584 1.224 1.224 
0.333 1.268 1.268 
0.434 1.605 1.605 
0.284 1.235 1.235 
0.501 1.202 1.202 
0.300 1.289 1.289 
0.400 1.005 1.005 
0.484 1.169 1.169 
0.567 0.874 0.874 
0.584 0.972 0.972 
0.417 1.104 1.104 
0.251 1.048 1.048 
0.267 0.852 0.852 
0.300 0.787 0.787 
0.534 1.345 1.345 
0.301 1.400 1.400 
0.533 1.094 1.094 
0.300 0.963 0.963 
0.567 0.852 0.852 
0.350 1.279 1.279 
0.284 0.896 0.896 
0.300 0.776 0.776 
0.450 1.115 1.115 
0.384 1.628 1.628 
0.350 1.017 1.017 
0.534 1.223 1.223 
0.434 1.333 1.333 
0.417 1.202 1.202 
0.567 1.103 1.103 
0.316 1.552 1.552 
0.501 1.235 1.235 
0.501 0.994 0.994 
0.350 1.246 1.246 
0.434 0.776 0.776 
0.234 1.694 1.694 
0.217 0.907 0.907 
0.416 0.984 0.984 
0.516 0.819 0.819 
0.584 0.962 0.962 
0.250 1.104 1.104 
0.434 1.562 1.562 
0.384 2.459 2.459 
0.200 0.928 0.928 
0.334 0.941 0.941 
0.267 0.896 0.896 
0.517 1.016 1.016 
0.334 0.863 0.863 
