<><><><><><><><> 
Begin: 05-Oct-2014 16:22:31 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s28 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.646 2.646 
0.534 1.159 1.159 
0.568 0.788 0.788 
0.251 0.886 0.886 
0.567 0.766 0.766 
0.450 0.657 0.657 
0.233 0.656 0.656 
0.317 0.864 0.864 
0.417 1.029 1.029 
0.584 1.006 1.006 
0.584 0.919 0.919 
0.267 0.766 0.766 
0.584 0.787 0.787 
0.585 0.842 0.842 
0.401 1.226 1.226 
0.516 0.821 0.821 
0.267 1.400 1.400 
0.367 0.897 0.897 
0.568 1.334 1.334 
0.518 0.755 0.755 
0.583 1.039 1.039 
0.467 0.875 0.875 
0.217 0.952 0.952 
0.535 1.104 1.104 
0.584 0.874 0.874 
0.467 1.006 1.006 
0.500 0.788 0.788 
0.501 0.843 0.843 
0.367 0.700 0.700 
0.467 1.607 1.607 
0.266 0.897 0.897 
0.484 1.663 1.663 
0.217 1.138 1.138 
0.317 0.963 0.963 
0.217 0.897 0.897 
0.234 1.115 1.115 
0.534 1.520 1.520 
0.484 1.171 1.171 
0.333 1.105 1.105 
0.585 0.722 0.722 
0.218 2.068 2.068 
0.383 0.940 0.940 
0.350 1.641 1.641 
0.517 1.018 1.018 
0.517 1.969 1.969 
0.283 1.082 1.082 
0.400 1.706 1.706 
0.383 0.678 0.678 
0.467 1.749 1.749 
0.484 1.116 1.116 
0.501 0.667 0.667 
0.318 0.831 0.831 
0.468 1.467 1.467 
0.468 1.413 1.413 
0.266 1.071 1.071 
0.250 1.411 1.411 
0.401 2.569 2.569 
0.584 1.181 1.181 
0.334 1.182 1.182 
0.434 0.799 0.799 
0.299 1.871 1.871 
0.501 1.225 1.225 
0.300 2.385 2.385 
0.400 1.029 1.029 
0.484 2.329 2.329 
0.551 0.722 0.722 
0.584 1.804 1.804 
0.416 1.860 1.860 
0.250 0.810 0.810 
0.267 1.674 1.674 
0.300 1.587 1.587 
0.534 0.798 0.798 
0.300 1.334 1.334 
0.534 0.766 0.766 
0.300 1.575 1.575 
0.567 1.269 1.269 
0.350 1.007 1.007 
0.283 0.908 0.908 
0.300 1.050 1.050 
0.451 1.181 1.181 
0.384 1.028 1.028 
0.349 0.985 0.985 
0.534 0.952 0.952 
0.434 0.821 0.821 
0.418 0.864 0.864 
0.567 0.809 0.809 
0.317 1.258 1.258 
0.502 0.984 0.984 
0.501 0.897 0.897 
0.350 0.963 0.963 
0.433 0.832 0.832 
0.234 1.094 1.094 
0.233 0.952 0.952 
0.418 0.919 0.919 
0.517 0.525 0.525 
0.583 1.017 1.017 
0.251 0.940 0.940 
0.434 1.367 1.367 
0.384 1.990 1.990 
0.201 1.683 1.683 
0.334 1.214 1.214 
0.266 3.871 3.871 
0.517 0.820 0.820 
0.333 2.012 2.012 
