<><><><><><><><> 
Begin: 29-Sep-2014 10:58:57 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s26 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.155 2.155 
0.534 1.576 1.576 
0.566 1.762 1.762 
0.251 3.197 3.197 
0.568 2.299 2.299 
0.451 1.106 1.106 
0.234 1.543 1.543 
0.317 0.963 0.963 
0.418 2.058 2.058 
0.584 3.019 3.019 
0.584 1.553 1.553 
0.267 1.182 1.182 
0.585 1.182 1.182 
0.585 2.156 2.156 
0.401 1.258 1.258 
0.517 0.996 0.996 
0.267 1.838 1.838 
0.367 1.062 1.062 
0.567 1.434 1.434 
0.518 1.402 1.402 
0.584 2.067 2.067 
0.467 1.226 1.226 
0.217 1.116 1.116 
0.550 1.051 1.051 
0.568 3.337 3.337 
0.467 1.314 1.314 
0.500 0.930 0.930 
0.500 2.538 2.538 
0.367 1.237 1.237 
0.467 1.444 1.444 
0.267 1.324 1.324 
0.484 1.313 1.313 
0.217 1.465 1.465 
0.317 1.291 1.291 
0.217 2.845 2.845 
0.234 1.061 1.061 
0.533 1.991 1.991 
0.484 1.127 1.127 
0.334 1.149 1.149 
0.585 1.269 1.269 
0.216 1.958 1.958 
0.384 2.867 2.867 
0.350 1.193 1.193 
0.501 1.817 1.817 
0.517 1.369 1.369 
0.284 0.974 0.974 
0.399 1.171 1.171 
0.384 1.303 1.303 
0.467 2.025 2.025 
0.484 3.250 3.250 
0.500 1.609 1.609 
0.317 1.761 1.761 
0.467 1.292 1.292 
0.466 1.282 1.282 
0.267 3.820 3.820 
0.250 2.660 2.660 
0.400 2.267 2.267 
0.584 3.033 3.033 
0.334 1.467 1.467 
0.435 2.179 2.179 
0.300 1.379 1.379 
0.501 1.214 1.214 
0.300 1.271 1.271 
0.400 1.762 1.762 
0.484 1.074 1.074 
0.551 1.511 1.511 
0.584 0.886 0.886 
0.417 1.697 1.697 
0.251 1.073 1.073 
0.267 1.652 1.652 
0.300 1.599 1.599 
0.533 1.127 1.127 
0.300 2.309 2.309 
0.533 1.838 1.838 
0.300 1.511 1.511 
0.568 1.511 1.511 
0.350 1.631 1.631 
0.283 1.214 1.214 
0.299 2.462 2.462 
0.450 2.496 2.496 
0.384 1.226 1.226 
0.350 1.543 1.543 
0.534 0.854 0.854 
0.433 2.966 2.966 
0.417 1.794 1.794 
0.567 1.323 1.323 
0.317 1.957 1.957 
0.501 0.821 0.821 
0.501 1.412 1.412 
0.350 1.346 1.346 
0.434 1.424 1.424 
0.234 2.715 2.715 
0.217 1.039 1.039 
0.418 2.102 2.102 
0.518 1.423 1.423 
0.584 2.133 2.133 
0.251 1.401 1.401 
0.434 1.653 1.653 
0.384 2.616 2.616 
0.216 2.331 2.331 
0.334 2.352 2.352 
0.267 1.193 1.193 
0.517 1.905 1.905 
0.334 1.216 1.216 
