<><><><><><><><> 
Begin: 07-Nov-2014 10:16:02 
0.267 1.049 1.049 
0.350 1.477 1.477 
0.283 1.486 1.486 
0.200 1.695 1.695 
0.334 1.563 1.563 
0.484 2.109 2.109 
0.450 1.519 1.519 
0.417 1.607 1.607 
0.384 2.133 2.133 
0.317 1.366 1.366 
0.400 1.650 1.650 
0.500 1.344 1.344 
0.501 1.399 1.399 
0.434 1.848 1.848 
0.501 2.033 2.033 
0.467 2.657 2.657 
0.250 2.165 2.165 
0.401 2.232 2.232 
0.333 1.642 1.642 
0.234 1.247 1.247 
0.266 1.411 1.411 
0.284 2.483 2.483 
0.467 1.564 1.564 
0.383 1.993 1.993 
0.484 1.825 1.825 
0.300 1.038 1.038 
0.200 1.586 1.586 
0.417 1.345 1.345 
0.317 1.815 1.815 
0.584 1.500 1.500 
0.567 1.542 1.542 
0.366 1.465 1.465 
0.217 1.968 1.968 
0.467 0.896 0.896 
0.534 1.312 1.312 
0.584 1.672 1.672 
0.218 2.768 2.768 
0.385 1.476 1.476 
0.434 1.846 1.846 
0.484 1.082 1.082 
0.484 1.388 1.388 
0.467 1.695 1.695 
0.501 1.596 1.596 
0.350 2.896 2.896 
0.434 1.585 1.585 
0.250 1.715 1.715 
0.234 2.274 2.274 
0.601 2.613 2.613 
0.316 2.829 2.829 
0.434 2.493 2.493 
0.584 1.345 1.345 
0.284 1.727 1.727 
0.284 1.399 1.399 
0.334 2.557 2.557 
0.568 1.410 1.410 
0.367 2.154 2.154 
0.317 2.218 2.218 
0.267 1.946 1.946 
0.367 1.563 1.563 
0.350 2.405 2.405 
0.250 2.012 2.012 
0.384 2.175 2.175 
0.234 2.078 2.078 
0.450 2.372 2.372 
0.200 1.925 1.925 
0.434 1.497 1.497 
0.517 3.126 3.126 
0.300 2.734 2.734 
0.384 2.044 2.044 
0.434 1.203 1.203 
0.234 2.099 2.099 
0.400 1.890 1.890 
0.467 1.279 1.279 
0.284 2.253 2.253 
0.533 1.891 1.891 
0.584 1.388 1.388 
0.534 1.563 1.563 
0.400 0.995 0.995 
0.317 2.318 2.318 
0.501 1.651 1.651 
0.300 1.497 1.497 
0.584 2.384 2.384 
0.451 2.929 2.929 
0.451 2.034 2.034 
0.267 2.318 2.318 
0.234 1.410 1.410 
0.300 3.999 4.092 
0.551 1.542 1.542 
0.566 2.088 2.088 
0.483 1.377 1.377 
0.501 1.771 1.771 
0.300 2.132 2.132 
0.434 1.585 1.585 
0.534 1.050 1.050 
0.367 1.212 1.212 
0.601 1.236 1.236 
0.234 1.783 1.783 
0.333 1.279 1.279 
0.400 2.854 2.854 
0.234 2.417 2.417 
0.500 2.012 2.012 
0.418 1.039 1.039 
0.417 2.952 2.952 
0.534 3.017 3.017 
0.550 1.367 1.367 
0.516 2.175 2.175 
0.334 1.805 1.805 
0.384 2.536 2.536 
0.501 2.909 2.909 
0.249 1.782 1.782 
0.250 1.574 1.574 
0.317 2.535 2.535 
0.417 2.077 2.077 
0.585 1.553 1.553 
0.484 1.606 1.606 
0.334 1.454 1.454 
0.318 2.449 2.449 
0.551 1.705 1.705 
0.567 1.607 1.607 
0.466 2.188 2.188 
0.300 1.530 1.530 
0.233 1.803 1.803 
0.534 1.891 1.891 
0.434 1.268 1.268 
0.584 1.104 1.104 
0.234 1.673 1.673 
0.434 1.639 1.639 
0.316 1.115 1.115 
0.534 1.825 1.825 
0.284 2.657 2.657 
0.384 1.933 1.933 
0.367 1.573 1.573 
0.534 1.958 1.958 
0.467 1.312 1.312 
0.284 1.837 1.837 
0.334 1.499 1.499 
0.250 0.984 0.984 
0.467 0.885 0.885 
0.434 3.149 3.149 
0.267 1.367 1.367 
0.267 1.466 1.466 
0.400 2.164 2.164 
0.567 1.454 1.454 
0.417 2.285 2.285 
0.217 1.116 1.116 
0.217 1.149 1.149 
0.518 1.619 1.619 
0.384 1.169 1.169 
0.349 2.623 2.623 
0.517 1.104 1.104 
0.350 1.705 1.705 
0.417 2.265 2.265 
0.483 1.051 1.051 
0.551 2.012 2.012 
0.334 1.991 1.991 
0.467 1.727 1.727 
0.584 2.023 2.023 
0.234 1.936 1.936 
0.434 1.280 1.280 
0.367 1.914 1.914 
0.334 1.193 1.193 
0.301 1.718 1.718 
0.501 1.322 1.322 
0.601 2.363 2.363 
0.284 1.203 1.203 
0.518 1.926 1.926 
0.284 1.913 1.913 
0.602 2.132 2.132 
0.517 1.093 1.093 
0.367 2.164 2.164 
0.501 1.815 1.815 
0.401 0.962 0.962 
0.534 1.795 1.795 
0.350 2.572 2.572 
0.234 0.951 0.951 
0.434 1.444 1.444 
0.568 1.356 1.356 
0.284 2.275 2.275 
0.367 1.486 1.486 
0.501 1.651 1.651 
0.217 1.214 1.214 
0.583 2.473 2.473 
0.516 2.375 2.375 
0.434 1.388 1.388 
0.284 1.465 1.465 
0.400 1.280 1.280 
0.417 1.224 1.224 
0.601 0.908 0.908 
0.551 2.481 2.481 
0.585 0.711 0.711 
0.467 2.253 2.253 
<><><><><><><><> 
RT (mean):  1.69 
Consistency:  0.15 
Self Consistency:  1.00 
<><><><><><><><> 
End: 07-Nov-2014 10:26:31 
