<><><><><><><><> 
Begin: 07-Nov-2014 11:13:41 
0.266 1.172 1.172 
0.350 0.843 0.843 
0.284 1.281 1.281 
0.200 0.766 0.766 
0.334 1.084 1.084 
0.484 1.751 1.751 
0.451 1.641 1.641 
0.417 3.096 3.096 
0.383 2.375 2.375 
0.317 1.620 1.620 
0.402 1.785 1.785 
0.501 1.243 1.243 
0.500 1.175 1.175 
0.433 1.100 1.100 
0.501 1.885 1.885 
0.467 2.409 2.409 
0.250 1.368 1.368 
0.401 1.325 1.325 
0.334 2.113 2.113 
0.234 1.838 1.838 
0.267 1.248 1.248 
0.284 1.062 1.062 
0.468 1.302 1.302 
0.383 3.984 4.656 
0.484 3.382 3.382 
0.300 1.224 1.224 
0.200 1.203 1.203 
0.417 1.926 1.926 
0.317 2.112 2.112 
0.584 2.660 2.660 
0.567 1.139 1.139 
0.367 1.326 1.326 
0.217 1.052 1.052 
0.468 0.798 0.798 
0.534 2.692 2.692 
0.584 1.390 1.390 
0.233 2.376 2.376 
0.383 1.127 1.127 
0.434 1.829 1.829 
0.483 1.182 1.182 
0.484 1.292 1.292 
0.467 2.779 2.779 
0.500 2.462 2.462 
0.351 2.190 2.190 
0.434 1.916 1.916 
0.250 1.948 1.948 
0.234 1.007 1.007 
0.600 0.996 0.996 
0.317 0.984 0.984 
0.434 1.620 1.620 
0.584 2.954 2.954 
0.284 1.170 1.170 
0.283 1.074 1.074 
0.333 1.095 1.095 
0.584 1.116 1.116 
0.351 1.860 1.860 
0.316 1.378 1.378 
0.267 1.927 1.927 
0.366 1.051 1.051 
0.350 1.171 1.171 
0.251 1.807 1.807 
0.384 1.172 1.172 
0.234 1.215 1.215 
0.450 0.952 0.952 
0.201 2.308 2.308 
0.433 2.058 2.058 
0.517 1.335 1.335 
0.301 2.496 2.496 
0.384 1.259 1.259 
0.434 1.380 1.380 
0.234 1.269 1.269 
0.400 2.407 2.407 
0.467 0.952 0.952 
0.284 2.878 2.878 
0.534 1.958 1.958 
0.584 1.281 1.281 
0.534 1.226 1.226 
0.401 2.616 2.616 
0.317 2.398 2.398 
0.501 3.600 3.600 
0.300 2.407 2.407 
0.583 1.445 1.445 
0.451 1.094 1.094 
0.450 1.390 1.390 
0.267 2.364 2.364 
0.234 1.238 1.238 
0.300 1.127 1.127 
0.550 1.029 1.029 
0.568 0.755 0.755 
0.483 1.762 1.762 
0.500 1.696 1.696 
0.300 0.985 0.985 
0.434 1.960 1.960 
0.534 2.823 2.823 
0.367 1.566 1.566 
0.600 0.854 0.854 
0.234 1.937 1.937 
0.334 1.302 1.302 
0.401 1.138 1.138 
0.233 1.238 1.238 
0.500 3.206 3.206 
0.433 0.865 0.865 
0.418 0.853 0.853 
0.533 1.281 1.281 
0.551 1.554 1.554 
0.517 1.564 1.564 
0.334 1.433 1.433 
0.384 1.160 1.160 
0.501 1.434 1.434 
0.251 1.029 1.029 
0.250 1.926 1.926 
0.317 1.151 1.151 
0.418 1.151 1.151 
0.584 1.598 1.598 
0.483 1.336 1.336 
0.334 1.183 1.183 
0.318 2.484 2.484 
0.551 2.135 2.135 
0.567 1.543 1.543 
0.451 2.058 2.058 
0.301 1.688 1.688 
0.233 1.162 1.162 
0.535 1.970 1.970 
0.434 1.303 1.303 
0.584 1.138 1.138 
0.234 2.507 2.507 
0.433 0.931 0.931 
0.317 1.303 1.303 
0.534 2.693 2.693 
0.284 1.883 1.883 
0.384 1.225 1.225 
0.366 1.608 1.608 
0.533 1.193 1.193 
0.467 1.992 1.992 
0.284 2.004 2.004 
0.335 2.923 2.923 
0.250 2.146 2.146 
0.468 1.543 1.543 
0.434 1.412 1.412 
0.267 1.445 1.445 
0.266 3.938 3.938 
0.400 1.149 1.149 
0.568 1.292 1.292 
0.416 1.501 1.501 
0.218 1.425 1.425 
0.217 1.937 1.937 
0.533 1.532 1.532 
0.383 2.780 2.780 
0.351 2.834 2.834 
0.518 0.909 0.909 
0.350 1.106 1.106 
0.417 1.117 1.117 
0.483 1.762 1.762 
0.551 1.149 1.149 
0.334 1.171 1.171 
0.467 1.117 1.117 
0.600 2.398 2.398 
0.234 1.959 1.959 
0.434 1.652 1.652 
0.366 1.456 1.456 
0.334 1.521 1.521 
0.317 1.061 1.061 
0.501 1.510 1.510 
0.601 2.670 2.670 
0.284 1.260 1.260 
0.517 1.095 1.095 
0.284 1.215 1.215 
0.601 1.126 1.126 
0.517 1.434 1.434 
0.367 2.398 2.398 
0.501 1.445 1.445 
0.400 0.952 0.952 
0.534 1.708 1.708 
0.350 2.047 2.047 
0.234 1.895 1.895 
0.434 1.742 1.742 
0.568 0.986 0.986 
0.284 1.752 1.752 
0.368 0.810 0.810 
0.501 0.777 0.777 
0.217 1.631 1.631 
0.584 1.970 1.970 
0.500 2.101 2.101 
0.433 0.810 0.810 
0.284 1.204 1.204 
0.400 2.178 2.178 
0.416 1.314 1.314 
0.601 1.214 1.214 
0.551 1.488 1.488 
0.584 1.632 1.632 
0.467 1.456 1.456 
<><><><><><><><> 
RT (mean):  1.62 
Consistency:  -0.15 
Self Consistency:  0.81 
<><><><><><><><> 
End: 07-Nov-2014 11:23:46 
