<><><><><><><><> 
Begin: 07-Nov-2014 11:03:04 
0.267 1.554 1.554 
0.350 1.062 1.062 
0.283 1.347 1.347 
0.201 0.011 0.011 
0.334 1.094 1.094 
0.484 1.685 1.685 
0.451 2.584 2.584 
0.417 1.238 1.238 
0.383 1.621 1.621 
0.317 0.931 0.931 
0.401 1.993 1.993 
0.501 2.145 2.145 
0.501 1.160 1.160 
0.434 0.810 0.810 
0.501 1.390 1.390 
0.467 1.422 1.422 
0.250 0.952 0.952 
0.400 0.909 0.909 
0.333 2.406 2.406 
0.234 1.236 1.236 
0.267 1.893 1.893 
0.284 2.899 2.899 
0.468 2.046 2.046 
0.383 1.324 1.324 
0.484 1.182 1.182 
0.300 1.946 1.946 
0.201 1.696 1.696 
0.417 2.943 2.943 
0.318 1.456 1.456 
0.584 1.871 1.871 
0.567 1.149 1.149 
0.367 1.237 1.237 
0.217 0.984 0.984 
0.467 2.036 2.036 
0.534 1.039 1.039 
0.585 2.311 2.311 
0.233 2.134 2.134 
0.384 1.349 1.349 
0.434 1.872 1.872 
0.483 2.169 2.169 
0.484 1.072 1.072 
0.467 1.117 1.117 
0.501 2.440 2.440 
0.351 0.876 0.876 
0.434 0.745 0.745 
0.250 1.094 1.094 
0.233 2.956 2.956 
0.600 2.014 2.014 
0.317 1.072 1.072 
0.433 0.821 0.821 
0.584 1.313 1.313 
0.284 1.884 1.884 
0.284 2.366 2.366 
0.334 2.813 2.813 
0.583 2.123 2.123 
0.351 1.762 1.762 
0.317 1.324 1.324 
0.267 1.292 1.292 
0.367 1.105 1.105 
0.351 1.586 1.586 
0.251 1.762 1.762 
0.383 1.017 1.017 
0.235 1.379 1.379 
0.450 1.303 1.303 
0.202 1.313 1.313 
0.434 1.521 1.521 
0.517 2.627 2.627 
0.300 2.835 2.835 
0.384 1.061 1.061 
0.434 1.269 1.269 
0.234 2.134 2.134 
0.400 1.303 1.303 
0.466 1.532 1.532 
0.284 1.040 1.040 
0.534 2.483 2.483 
0.585 2.761 2.761 
0.534 2.244 2.244 
0.401 1.040 1.040 
0.316 1.488 1.488 
0.501 1.390 1.390 
0.300 2.352 2.352 
0.584 1.390 1.390 
0.451 2.987 2.987 
0.450 1.675 1.675 
0.267 2.627 2.627 
0.234 1.346 1.346 
0.300 2.364 2.364 
0.551 1.422 1.422 
0.567 2.155 2.155 
0.484 1.390 1.390 
0.500 2.822 2.822 
0.300 1.127 1.127 
0.433 3.150 3.150 
0.533 0.701 0.701 
0.368 1.423 1.423 
0.601 1.248 1.248 
0.233 4.005 4.229 
0.334 1.674 1.674 
0.400 2.199 2.199 
0.234 1.708 1.708 
0.500 1.589 1.589 
0.418 2.277 2.277 
0.416 2.255 2.255 
0.533 2.374 2.374 
0.551 0.898 0.898 
0.518 1.543 1.543 
0.334 2.221 2.221 
0.385 1.358 1.358 
0.501 1.368 1.368 
0.251 1.346 1.346 
0.251 2.177 2.177 
0.317 1.510 1.510 
0.417 1.104 1.104 
0.600 3.076 3.076 
0.484 2.933 2.933 
0.334 2.048 2.048 
0.316 2.232 2.232 
0.550 1.269 1.269 
0.567 1.356 1.356 
0.450 2.264 2.264 
0.301 1.139 1.139 
0.233 1.532 1.532 
0.534 1.269 1.269 
0.434 0.766 0.766 
0.584 1.950 1.950 
0.234 1.511 1.511 
0.433 1.183 1.183 
0.318 1.334 1.334 
0.535 1.325 1.325 
0.284 1.444 1.444 
0.383 1.182 1.182 
0.367 1.367 1.367 
0.534 1.039 1.039 
0.468 2.026 2.026 
0.285 1.051 1.051 
0.334 3.294 3.294 
0.249 2.954 2.954 
0.467 1.159 1.159 
0.433 1.477 1.477 
0.268 1.511 1.511 
0.267 2.168 2.168 
0.400 1.412 1.412 
0.568 1.828 1.828 
0.417 1.696 1.696 
0.216 1.949 1.949 
0.217 1.214 1.214 
0.517 1.488 1.488 
0.384 2.123 2.123 
0.350 2.342 2.342 
0.518 2.046 2.046 
0.350 1.258 1.258 
0.417 2.769 2.769 
0.484 1.455 1.455 
0.551 1.882 1.882 
0.333 2.758 2.758 
0.467 1.138 1.138 
0.584 1.466 1.466 
0.234 1.838 1.838 
0.434 1.587 1.587 
0.367 1.992 1.992 
0.333 1.488 1.488 
0.300 1.215 1.215 
0.501 1.576 1.576 
0.601 1.084 1.084 
0.284 2.003 2.003 
0.518 1.346 1.346 
0.283 2.123 2.123 
0.601 2.068 2.068 
0.518 1.368 1.368 
0.368 1.576 1.576 
0.500 1.598 1.598 
0.400 1.248 1.248 
0.534 1.817 1.817 
0.350 1.444 1.444 
0.234 1.445 1.445 
0.434 2.243 2.243 
0.568 1.652 1.652 
0.284 0.919 0.919 
0.383 2.112 2.112 
0.500 1.205 1.205 
0.216 1.610 1.610 
0.584 0.974 0.974 
0.501 0.942 0.942 
0.434 1.368 1.368 
0.284 1.553 1.553 
0.400 2.593 2.593 
0.416 1.850 1.850 
0.600 1.564 1.564 
0.551 1.631 1.631 
0.585 1.444 1.444 
0.467 2.222 2.222 
<><><><><><><><> 
RT (mean):  1.68 
Consistency:  0.10 
Self Consistency:  0.76 
<><><><><><><><> 
End: 07-Nov-2014 11:13:27 
