<><><><><><><><> 
Begin: 07-Nov-2014 10:30:46 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s52 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.258 1.258 
0.417 1.697 1.697 
0.268 1.368 1.368 
0.584 1.280 1.280 
0.434 1.870 1.870 
0.384 1.149 1.149 
0.584 1.094 1.094 
0.467 1.477 1.477 
0.384 1.466 1.466 
0.534 2.036 2.036 
0.418 2.058 2.058 
0.417 1.379 1.379 
0.467 1.598 1.598 
0.349 1.346 1.346 
0.299 1.478 1.478 
0.433 1.598 1.598 
0.551 0.974 0.974 
0.368 1.007 1.007 
0.250 1.675 1.675 
0.384 0.997 0.997 
0.317 1.128 1.128 
0.368 1.446 1.446 
0.534 1.960 1.960 
0.367 1.577 1.577 
0.367 1.051 1.051 
0.350 1.401 1.401 
0.266 1.708 1.708 
0.300 2.145 2.145 
0.234 1.806 1.806 
0.367 1.314 1.314 
0.300 1.762 1.762 
0.317 1.849 1.849 
0.367 1.040 1.040 
0.251 1.566 1.566 
0.400 0.919 0.919 
0.484 1.500 1.500 
0.300 2.419 2.419 
0.518 1.018 1.018 
0.234 2.352 2.352 
0.367 1.095 1.095 
0.200 0.930 0.930 
0.284 1.324 1.324 
0.200 1.062 1.062 
0.283 0.700 0.700 
0.267 2.210 2.210 
0.316 1.314 1.314 
0.267 1.783 1.783 
0.250 1.916 1.916 
0.450 1.948 1.948 
0.567 1.116 1.116 
0.584 1.335 1.335 
0.284 1.270 1.270 
0.400 2.057 2.057 
0.350 1.052 1.052 
0.417 1.182 1.182 
0.301 1.597 1.597 
0.234 1.379 1.379 
0.383 2.539 2.539 
0.283 1.445 1.445 
0.216 1.575 1.575 
0.584 1.149 1.149 
0.383 2.080 2.080 
0.584 2.352 2.352 
0.500 2.114 2.114 
0.201 1.270 1.270 
0.467 1.105 1.105 
0.484 2.319 2.319 
0.467 1.991 1.991 
0.417 1.610 1.610 
0.284 1.751 1.751 
0.517 1.182 1.182 
0.300 1.455 1.455 
0.351 1.630 1.630 
0.551 2.243 2.243 
0.550 1.347 1.347 
0.367 1.993 1.993 
0.333 1.193 1.193 
0.450 1.422 1.422 
0.568 2.276 2.276 
0.567 1.194 1.194 
0.435 0.941 0.941 
0.334 1.193 1.193 
0.550 1.531 1.531 
0.383 2.430 2.430 
0.568 1.839 1.839 
0.216 1.948 1.948 
0.417 1.741 1.741 
0.483 1.609 1.609 
0.268 1.532 1.532 
0.334 1.489 1.489 
0.284 2.134 2.134 
0.334 2.060 2.060 
0.368 1.194 1.194 
0.418 1.324 1.324 
0.217 1.150 1.150 
0.417 3.698 3.698 
0.317 1.085 1.085 
0.301 1.948 1.948 
0.300 1.029 1.029 
0.267 1.247 1.247 
0.583 1.434 1.434 
0.584 2.244 2.244 
0.534 1.062 1.062 
0.501 1.193 1.193 
