<><><><><><><><> 
Begin: 07-Nov-2014 11:24:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s52 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.268 1.268 
0.417 0.799 0.799 
0.284 1.533 1.533 
0.584 1.795 1.795 
0.433 1.116 1.116 
0.374 1.380 1.380 
0.584 1.182 1.182 
0.467 0.821 0.821 
0.383 1.051 1.051 
0.534 2.200 2.200 
0.417 1.893 1.893 
0.417 1.762 1.762 
0.468 1.314 1.314 
0.350 1.237 1.237 
0.300 1.258 1.258 
0.434 1.390 1.390 
0.551 1.280 1.280 
0.368 0.876 0.876 
0.250 1.599 1.599 
0.384 1.206 1.206 
0.317 0.898 0.898 
0.368 1.358 1.358 
0.534 0.833 0.833 
0.368 0.887 0.887 
0.351 0.833 0.833 
0.351 1.556 1.556 
0.251 1.248 1.248 
0.300 1.237 1.237 
0.233 0.876 0.876 
0.367 0.942 0.942 
0.301 1.162 1.162 
0.318 1.062 1.062 
0.367 2.421 2.421 
0.251 2.505 2.505 
0.401 1.674 1.674 
0.484 0.865 0.865 
0.300 1.105 1.105 
0.517 0.899 0.899 
0.234 1.073 1.073 
0.367 1.884 1.884 
0.200 1.162 1.162 
0.283 1.061 1.061 
0.200 2.167 2.167 
0.284 1.052 1.052 
0.267 1.084 1.084 
0.317 0.985 0.985 
0.284 1.752 1.752 
0.267 1.544 1.544 
0.450 1.380 1.380 
0.567 0.898 0.898 
0.584 1.753 1.753 
0.284 1.216 1.216 
0.400 2.069 2.069 
0.350 2.026 2.026 
0.417 1.204 1.204 
0.317 1.314 1.314 
0.234 2.901 2.901 
0.384 3.294 3.294 
0.267 1.029 1.029 
0.216 1.850 1.850 
0.584 1.215 1.215 
0.367 1.490 1.490 
0.584 0.821 0.821 
0.501 0.898 0.898 
0.200 1.029 1.029 
0.467 1.302 1.302 
0.484 1.236 1.236 
0.467 1.172 1.172 
0.418 0.887 0.887 
0.284 1.545 1.545 
0.517 1.446 1.446 
0.299 1.500 1.500 
0.350 1.215 1.215 
0.566 1.172 1.172 
0.551 1.937 1.937 
0.367 1.455 1.455 
0.334 0.920 0.920 
0.450 0.984 0.984 
0.568 1.007 1.007 
0.567 2.013 2.013 
0.433 0.864 0.864 
0.334 1.740 1.740 
0.550 1.181 1.181 
0.384 1.588 1.588 
0.567 0.920 0.920 
0.217 1.600 1.600 
0.418 2.047 2.047 
0.484 2.189 2.189 
0.283 1.389 1.389 
0.334 0.964 0.964 
0.283 2.474 2.474 
0.333 1.948 1.948 
0.367 1.127 1.127 
0.417 1.576 1.576 
0.217 2.190 2.190 
0.418 1.269 1.269 
0.317 2.113 2.113 
0.300 2.604 2.604 
0.300 1.073 1.073 
0.266 1.292 1.292 
0.585 1.040 1.040 
0.583 2.387 2.387 
0.533 1.171 1.171 
0.500 1.828 1.828 
