<><><><><><><><> 
Begin: 07-Nov-2014 10:42:39 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s52 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.471 1.471 
0.417 1.542 1.542 
0.267 1.270 1.270 
0.584 1.532 1.532 
0.434 1.193 1.193 
0.383 1.532 1.532 
0.583 1.171 1.171 
0.468 1.303 1.303 
0.383 1.040 1.040 
0.533 1.489 1.489 
0.417 1.829 1.829 
0.418 2.025 2.025 
0.467 1.303 1.303 
0.351 1.280 1.280 
0.300 2.649 2.649 
0.434 2.343 2.343 
0.551 2.156 2.156 
0.367 1.543 1.543 
0.250 1.226 1.226 
0.384 1.915 1.915 
0.317 1.171 1.171 
0.368 3.042 3.042 
0.534 2.485 2.485 
0.367 2.254 2.254 
0.367 1.652 1.652 
0.351 1.401 1.401 
0.266 2.572 2.572 
0.300 1.171 1.171 
0.235 3.230 3.230 
0.367 3.447 3.447 
0.300 1.281 1.281 
0.316 1.084 1.084 
0.367 2.135 2.135 
0.251 1.061 1.061 
0.401 1.455 1.455 
0.484 1.894 1.894 
0.300 2.407 2.407 
0.517 2.945 2.945 
0.233 0.975 0.975 
0.367 1.095 1.095 
0.200 2.528 2.528 
0.285 1.992 1.992 
0.200 1.871 1.871 
0.284 1.510 1.510 
0.267 1.500 1.500 
0.317 2.168 2.168 
0.267 1.291 1.291 
0.251 1.434 1.434 
0.434 1.390 1.390 
0.567 2.998 2.998 
0.584 1.631 1.631 
0.284 2.343 2.343 
0.400 2.473 2.473 
0.350 1.237 1.237 
0.417 2.364 2.364 
0.317 1.017 1.017 
0.235 1.204 1.204 
0.384 2.364 2.364 
0.267 1.544 1.544 
0.216 1.117 1.117 
0.584 1.368 1.368 
0.367 1.379 1.379 
0.584 1.455 1.455 
0.501 2.233 2.233 
0.201 1.150 1.150 
0.468 2.922 2.922 
0.485 2.704 2.704 
0.467 1.555 1.555 
0.418 1.302 1.302 
0.285 1.324 1.324 
0.517 2.166 2.166 
0.300 3.119 3.119 
0.351 1.960 1.960 
0.552 1.149 1.149 
0.551 3.656 3.656 
0.367 1.992 1.992 
0.334 1.477 1.477 
0.450 1.269 1.269 
0.567 0.996 0.996 
0.568 2.428 2.428 
0.434 2.747 2.747 
0.334 1.270 1.270 
0.551 2.311 2.311 
0.383 2.002 2.002 
0.567 1.839 1.839 
0.217 2.462 2.462 
0.417 2.211 2.211 
0.484 1.880 1.880 
0.268 1.259 1.259 
0.334 1.259 1.259 
0.283 2.791 2.791 
0.333 1.390 1.390 
0.366 1.161 1.161 
0.417 2.408 2.408 
0.216 2.662 2.662 
0.417 2.637 2.637 
0.317 2.354 2.354 
0.301 0.953 0.953 
0.299 1.511 1.511 
0.268 2.059 2.059 
0.583 0.974 0.974 
0.583 2.266 2.266 
0.534 1.950 1.950 
0.500 2.979 2.979 
